State/Territory,Week_Ending_Date,Data_Collection_Period,State/Territory_WVAL,National_WVAL,Regional_WVAL,WVAL_Category,Coverage
"Alabama","2024-06-01","All Results","1.1192331793181527","2.0607559189605826","1.9128398893685055","Minimal",
"Alabama","2024-09-14","1 Year","5.676959222734003","7.308939266079158","7.025374716009615","High",
"Alabama","2023-01-14","All Results","9.66016829504758","6.261466631713653","7.087075615310886","Very High",
"Alabama","2025-01-11","6 Months","4.478411992579108","5.343608299518811","4.461143652301165","Moderate",
"Alabama","2024-12-21","All Results","2.7328602859155104","4.221814322437602","3.3755894473326653","Low",
"Alabama","2025-01-25","6 Months","5.298012556917026","4.679867517612251","4.609869479927696","High",
"Alabama","2022-09-24","All Results","3.3241863693775726","5.01202614576741","4.787947578172062","Moderate",
"Alabama","2023-05-27","All Results","1.8646952836764856","1.5726990152402607","1.465500236994018","Low",
"Alabama","2024-04-20","1 Year","2.717199458048761","1.6357748189087942","1.659236922234773","Low",
"Alabama","2023-09-30","All Results","4.021268159553554","5.415711322071449","3.9300146029432548","Moderate",
"Alabama","2024-08-10","6 Months","8.847549295344445","8.746252428236417","10.81738939900563","Very High",
"Alabama","2024-09-28","1 Year","4.343829057740624","4.218529742997779","3.9692080399649514","Moderate",
"Alabama","2024-10-05","6 Months","2.7185307881746437","2.93891041556414","3.149832694023636","Low",
"Alabama","2024-08-31","1 Year","8.219905075737909","8.816965861180925","9.132186314170458","Very High",
"Alabama","2024-09-21","All Results","2.8143862758123506","5.645855066501125","5.518491554889879","Low",
"Alabama","2024-11-02","1 Year","1.7909520387779942","2.0401554346884945","1.7970958848754228","Low",
"Alabama","2025-01-04","6 Months","4.797110001910416","5.617555494448327","4.355420695107138","High",
"Alabama","2023-03-04","All Results","5.903089447149567","5.44494426581891","3.8892146542124766","High",
"Alabama","2023-12-09","All Results","4.306625219134622","9.012037040139173","6.169381567385502","Moderate",
"Alabama","2024-05-04","All Results","2.182343382790101","1.468553871817065","1.4024893871324697","Low",
"Alabama","2023-11-25","All Results","4.599084277580852","6.489104221035529","4.224464057641512","High",
"Alabama","2024-07-13","All Results","6.396035074165532","5.921165641568509","5.913234145945472","High",
"Alabama","2024-07-06","1 Year","4.884221700625041","4.666170555971948","4.838990609136189","High",
"Alabama","2023-09-23","All Results","6.084204143222507","5.650759093150606","4.519695329367726","High",
"Alabama","2024-07-13","1 Year","6.396035074165532","5.921165641568509","5.913234145945472","High",
"Alabama","2022-11-12","All Results","2.72728882476316","4.395619968455888","2.3833176605016906","Low",
"Alabama","2024-02-17","1 Year","8.960230078721674","7.2132062751277095","8.933507184770054","Very High",
"Alabama","2024-10-19","All Results","2.351198659183004","2.1281403072229943","2.2316510419016407","Low",
"Alabama","2024-09-14","All Results","5.676959222734003","7.308939266079158","7.025374716009615","High",
"Alabama","2024-05-18","All Results","1.5846151107161421","1.673761570618223","1.530793137459497","Low",
"Alabama","2024-09-14","6 Months","5.676959222734003","7.308939266079158","7.025374716009615","High",
"Alabama","2024-10-12","6 Months","2.02282294740078","2.4636968932143013","2.1687522327384365","Low",
"Alabama","2025-01-25","1 Year","5.298012556917026","4.679867517612251","4.609869479927696","High",
"Alabama","2024-09-21","1 Year","2.8143862758123506","5.645855066501125","5.518491554889879","Low",
"Alabama","2024-08-10","All Results","8.847549295344445","8.746252428236417","10.81738939900563","Very High",
"Alabama","2024-11-16","1 Year","1.5474215557716278","1.779340257555934","1.3118408428604817","Low",
"Alabama","2023-07-08","All Results","1.8213804802972762","1.7732111410471565","2.0404579670296803","Low",
"Alabama","2024-04-13","All Results","2.3067006054404597","1.93454885553599","2.1491190389856447","Low",
"Alabama","2024-11-30","1 Year","1.9936264232748613","1.8372186888073379","1.518549218827343","Low",
"Alabama","2024-04-27","All Results","1.407601194705275","1.4724164656062777","1.4709873405971097","Minimal",
"Alabama","2023-05-13","All Results","2.243845303317915","2.0204611027571318","1.7812377345954684","Low",
"Alabama","2024-08-24","1 Year","13.9178101845737","9.03647682487632","10.41052610023403","Very High",
"Alabama","2022-09-10","All Results","5.680943201316035","5.844945066110785","5.994529192922183","High",
"Alabama","2024-06-15","All Results","2.237831091669735","2.5528483575844128","2.482676515132864","Low",
"Alabama","2024-07-20","All Results","7.087858275331481","6.792680371326752","7.523089732244161","High",
"Alabama","2024-08-31","6 Months","8.219905075737909","8.816965861180925","9.132186314170458","Very High",
"Alabama","2024-08-03","1 Year","8.858322168499395","8.976748082924791","10.579695389345712","Very High",
"Alabama","2024-12-21","45 Days","2.7328602859155104","4.221814322437602","3.3755894473326653","Low",
"Alabama","2024-01-13","All Results","8.428854702381312","10.841884922548005","10.278370972734326","Very High",
"Alabama","2023-09-16","All Results","5.521717564097798","5.89288017107504","4.77011363958222","High",
"Alabama","2023-11-11","All Results","3.4344965379118313","5.27607403498225","3.734222987402353","Moderate",
"Alabama","2024-02-24","1 Year","9.548993958811167","6.577296638514399","8.586762075761676","Very High",
"Alabama","2025-01-18","All Results","4.058641574709168","4.481105112692985","4.260608900336783","Moderate",
"Alabama","2024-09-07","6 Months","9.164079020713125","8.221262150443065","8.339784394419578","Very High",
"Alabama","2024-03-02","All Results","7.351352838369131","5.264665333110381","6.943437031819959","High",
"Alabama","2024-07-27","1 Year","6.6691812525057435","7.302760598236511","8.647001377317952","High",
"Alabama","2022-10-29","All Results","2.6895887631264896","4.231976743237219","2.7498733268599445","Low",
"Alabama","2024-03-09","1 Year","6.20480996354677","4.247710380440933","5.175491899887506","High",
"Alabama","2024-10-26","6 Months","2.307118684407209","2.1401421893228463","2.108442487957644","Low",
"Alabama","2023-09-09","All Results","6.842083630771023","6.615080015580895","6.523762863355325","High",
"Alabama","2024-04-27","1 Year","1.407601194705275","1.4724164656062777","1.4709873405971097","Minimal",
"Alabama","2025-01-18","1 Year","4.058641574709168","4.481105112692985","4.260608900336783","Moderate",
"Alabama","2025-01-04","1 Year","4.797110001910416","5.617555494448327","4.355420695107138","High",
"Alabama","2024-11-23","All Results","1.8638241491810876","1.9551341892926186","1.6977826690855466","Low",
"Alabama","2024-07-20","1 Year","7.087858275331481","6.792680371326752","7.523089732244161","High",
"Alabama","2023-08-19","All Results","8.392621265363836","4.579593932660521","5.391768678728173","Very High",
"Alabama","2024-10-05","1 Year","2.7185307881746437","2.93891041556414","3.149832694023636","Low",
"Alabama","2022-08-20","All Results","7.241380140470124","7.111713652158664","6.460795343025026","High",
"Alabama","2022-08-13","All Results","5.261037549128421","7.568210742819682","7.114930754930008","High","Limited Coverage"
"Alabama","2024-01-20","All Results","11.529410224123364","8.946023294459843","9.88848375703748","Very High",
"Alabama","2024-04-13","1 Year","2.3067006054404597","1.93454885553599","2.1491190389856447","Low",
"Alabama","2025-01-18","6 Months","4.058641574709168","4.481105112692985","4.260608900336783","Moderate",
"Alabama","2023-02-25","All Results","7.875700721436115","6.241759734004482","4.123484008748347","High",
"Alabama","2025-01-11","All Results","4.478411992579108","5.343608299518811","4.461143652301165","Moderate",
"Alabama","2022-10-22","All Results","2.3229617498307666","3.62324574388336","2.313807423541173","Low",
"Alabama","2022-12-31","All Results","16.236763017079262","11.244714995051908","13.00143151116025","Very High",
"Alabama","2024-10-05","All Results","2.7185307881746437","2.93891041556414","3.149832694023636","Low",
"Alabama","2022-11-05","All Results","2.4553522543469115","4.240038352656327","2.6006038919502683","Low",
"Alabama","2024-06-15","1 Year","2.237831091669735","2.5528483575844128","2.482676515132864","Low",
"Alabama","2024-07-27","All Results","6.6691812525057435","7.302760598236511","8.647001377317952","High",
"Alabama","2022-09-17","All Results","4.3489174227962275","5.381591031910529","4.893206303607127","Moderate",
"Alabama","2022-12-24","All Results","10.417889547378643","9.852500735032095","9.883762980678025","Very High",
"Alabama","2024-12-28","6 Months","5.670970011662714","4.982745041439521","3.795081264934601","High",
"Alabama","2024-03-09","All Results","6.20480996354677","4.247710380440933","5.175491899887506","High",
"Alabama","2023-07-01","All Results","1.8702752392206932","1.4476713074311185","1.7375867240341618","Low",
"Alabama","2024-05-04","1 Year","2.182343382790101","1.468553871817065","1.4024893871324697","Low",
"Alabama","2023-04-15","All Results","1.4460935415870957","3.0089695358688395","2.2781061449144717","Minimal",
"Alabama","2023-07-22","All Results","3.2440871392568473","2.283038262323507","2.4756799119446","Moderate",
"Alabama","2022-10-01","All Results","3.1034176973466234","3.962565401955586","2.525395755531158","Moderate",
"Alabama","2024-02-10","1 Year","8.200931904345339","7.40245879942264","9.172772052795105","Very High",
"Alabama","2024-12-28","1 Year","5.670970011662714","4.982745041439521","3.795081264934601","High",
"Alabama","2024-08-17","All Results","12.571229312165192","8.83101206438726","9.875298278944296","Very High",
"Alabama","2022-12-10","All Results","5.203664192458161","8.843124778350285","6.265211690969746","High",
"Alabama","2024-11-09","All Results","1.8556341999208261","1.824677881843236","1.4851863769492168","Low",
"Alabama","2024-04-20","All Results","2.717199458048761","1.6357748189087942","1.659236922234773","Low",
"Alabama","2024-10-19","6 Months","2.351198659183004","2.1281403072229943","2.2316510419016407","Low",
"Alabama","2024-03-23","All Results","3.314129216717259","2.687965635410494","3.288788110321606","Moderate",
"Alabama","2024-02-24","All Results","9.548993958811167","6.577296638514399","8.586762075761676","Very High",
"Alabama","2023-02-18","All Results","7.491076906915169","6.746450762069977","5.337888144702224","High",
"Alabama","2025-02-01","45 Days","4.613419985029736","5.058060576157295","4.814417914112921","High",
"Alabama","2024-01-06","All Results","10.548564745473792","13.77375731364047","12.420942209762675","Very High",
"Alabama","2024-10-26","All Results","2.307118684407209","2.1401421893228463","2.108442487957644","Low",
"Alabama","2024-08-24","All Results","13.9178101845737","9.03647682487632","10.41052610023403","Very High",
"Alabama","2024-05-11","All Results","1.3555847831947372","1.510719808084733","1.4060666323093836","Minimal",
"Alabama","2022-10-15","All Results","2.1597120489524118","3.620275911904981","2.2006493380563805","Low",
"Alabama","2023-03-18","All Results","2.594864254006752","5.036562764949098","3.10799632812888","Low",
"Alabama","2023-07-29","All Results","3.641320787260727","2.8533432956101477","3.208808396937057","Moderate",
"Alabama","2025-01-11","1 Year","4.478411992579108","5.343608299518811","4.461143652301165","Moderate",
"Alabama","2024-03-30","1 Year","2.811335996238218","2.534777416871998","2.811335996238218","Low",
"Alabama","2024-11-09","6 Months","1.8556341999208261","1.824677881843236","1.4851863769492168","Low",
"Alabama","2023-11-18","All Results","3.744027487646916","5.864656490164559","3.889804716815814","Moderate",
"Alabama","2024-03-02","1 Year","7.351352838369131","5.264665333110381","6.943437031819959","High",
"Alabama","2024-06-29","All Results","3.4340428974749284","4.055195790515655","4.068323164590688","Moderate",
"Alabama","2024-11-30","All Results","1.9936264232748613","1.8372186888073379","1.518549218827343","Low",
"Alabama","2023-09-02","All Results","10.731130953984959","5.958325980204266","6.290019621417159","Very High",
"Alabama","2023-10-14","All Results","3.4215545593132686","4.029179602980146","3.4837739104595","Moderate",
"Alabama","2023-06-17","All Results","1.2458848145563566","1.228137896215914","1.296661026741421","Minimal",
"Alabama","2024-01-27","All Results","10.917259330246498","8.764574777486846","10.822257499902584","Very High",
"Alabama","2023-04-22","All Results","1.9214743406824262","2.2658163520903387","1.7977125497195383","Low",
"Alabama","2024-12-07","All Results","2.651861730579086","2.916848610484092","2.3415825541993254","Low",
"Alabama","2024-03-23","1 Year","3.314129216717259","2.687965635410494","3.288788110321606","Moderate",
"Alabama","2023-06-24","All Results","1.2065809132220444","1.2842088756359444","1.3965468132723984","Minimal",
"Alabama","2024-12-07","6 Months","2.651861730579086","2.916848610484092","2.3415825541993254","Low",
"Alabama","2025-01-25","All Results","5.298012556917026","4.679867517612251","4.609869479927696","High",
"Alabama","2024-12-21","6 Months","2.7328602859155104","4.221814322437602","3.3755894473326653","Low",
"Alabama","2024-08-17","6 Months","12.571229312165192","8.83101206438726","9.875298278944296","Very High",
"Alabama","2024-11-30","6 Months","1.9936264232748613","1.8372186888073379","1.518549218827343","Low",
"Alabama","2022-07-23","All Results","10.129697172944802","10.443564174924507","9.587256169420955","Very High","Limited Coverage"
"Alabama","2024-11-02","6 Months","1.7909520387779942","2.0401554346884945","1.7970958848754228","Low",
"Alabama","2024-10-19","1 Year","2.351198659183004","2.1281403072229943","2.2316510419016407","Low",
"Alabama","2024-11-16","6 Months","1.5474215557716278","1.779340257555934","1.3118408428604817","Low",
"Alabama","2024-05-25","1 Year","1.5510028276474206","1.8257071288107942","1.716891034301781","Low",
"Alabama","2024-12-28","All Results","5.670970011662714","4.982745041439521","3.795081264934601","High",
"Alabama","2024-06-22","All Results","3.209204702149465","3.1628683194844744","3.3810042599571464","Moderate",
"Alabama","2023-08-05","All Results","4.905600095212562","3.370144982658786","3.883938163291834","High",
"Alabama","2024-04-06","All Results","2.7986628742292687","2.243935085835756","2.6708832217956013","Low",
"Alabama","2023-01-21","All Results","6.705950575527379","5.994234656645629","6.705950575527379","High",
"Alabama","2024-05-25","All Results","1.5510028276474206","1.8257071288107942","1.716891034301781","Low",
"Alabama","2023-12-30","All Results","11.921801336645464","14.37917747960822","12.370564609781766","Very High",
"Alabama","2025-01-04","45 Days","4.797110001910416","5.617555494448327","4.355420695107138","High",
"Alabama","2024-08-03","All Results","8.858322168499395","8.976748082924791","10.579695389345712","Very High",
"Alabama","2024-09-21","6 Months","2.8143862758123506","5.645855066501125","5.518491554889879","Low",
"Alabama","2023-08-12","All Results","8.659127444312473","4.357179006965493","4.766335548744452","Very High",
"Alabama","2024-03-16","All Results","5.201114694011636","3.161934252414194","4.027756395662658","High",
"Alabama","2023-02-04","All Results","5.309313793570439","6.465032818266909","6.843434634953402","High",
"Alabama","2025-02-01","1 Year","4.613419985029736","5.058060576157295","4.814417914112921","High",
"Alabama","2022-08-27","All Results","8.490652749796405","6.881139063738681","6.577060806880938","Very High",
"Alabama","2023-01-07","All Results","7.647347576644427","8.591561255845765","10.812286957153184","High",
"Alabama","2024-02-03","All Results","8.464603968485767","7.245675955826005","9.166202140170094","Very High",
"Alabama","2023-05-06","All Results","1.5718551224259265","2.1710076646559795","1.9544106209854326","Low",
"Alabama","2024-09-28","6 Months","4.343829057740624","4.218529742997779","3.9692080399649514","Moderate",
"Alabama","2022-08-06","All Results","7.115917113870189","8.500932211141059","8.490943309434005","High","Limited Coverage"
"Alabama","2023-06-10","All Results","0.9153966869165638","1.2089405122819448","1.350212884506703","Minimal",
"Alabama","2024-06-08","All Results","2.491655433046278","2.361824547334435","2.106420043253545","Low",
"Alabama","2024-10-12","1 Year","2.02282294740078","2.4636968932143013","2.1687522327384365","Low",
"Alabama","2025-02-01","6 Months","4.613419985029736","5.058060576157295","4.814417914112921","High",
"Alabama","2024-02-10","All Results","8.200931904345339","7.40245879942264","9.172772052795105","Very High",
"Alabama","2024-08-31","All Results","8.219905075737909","8.816965861180925","9.132186314170458","Very High",
"Alabama","2024-05-18","1 Year","1.5846151107161421","1.673761570618223","1.530793137459497","Low",
"Alabama","2024-11-23","1 Year","1.8638241491810876","1.9551341892926186","1.6977826690855466","Low",
"Alabama","2023-05-20","All Results","2.5777651131234376","1.7448106975584265","1.6684017414628476","Low",
"Alabama","2023-12-02","All Results","5.801608623754725","8.088400379376056","5.831754815219718","High",
"Alabama","2024-12-14","1 Year","4.1255962996683015","3.666113845471788","2.7945401568223582","Moderate",
"Alabama","2022-07-30","All Results","10.741351238194444","9.39840642035527","8.760305257774313","Very High","Limited Coverage"
"Alabama","2024-06-29","1 Year","3.4340428974749284","4.055195790515655","4.068323164590688","Moderate",
"Alabama","2023-08-26","All Results","8.61940141175198","5.159643037805808","6.201783668285993","Very High",
"Alabama","2025-01-25","45 Days","5.298012556917026","4.679867517612251","4.609869479927696","High",
"Alabama","2024-07-06","All Results","4.884221700625041","4.666170555971948","4.838990609136189","High",
"Alabama","2025-01-18","45 Days","4.058641574709168","4.481105112692985","4.260608900336783","Moderate",
"Alabama","2025-01-11","45 Days","4.478411992579108","5.343608299518811","4.461143652301165","Moderate",
"Alabama","2024-11-09","1 Year","1.8556341999208261","1.824677881843236","1.4851863769492168","Low",
"Alabama","2025-02-01","All Results","4.613419985029736","5.058060576157295","4.814417914112921","High",
"Alabama","2024-10-26","1 Year","2.307118684407209","2.1401421893228463","2.108442487957644","Low",
"Alabama","2024-05-11","1 Year","1.3555847831947372","1.510719808084733","1.4060666323093836","Minimal",
"Alabama","2024-06-08","1 Year","2.491655433046278","2.361824547334435","2.106420043253545","Low",
"Alabama","2022-11-26","All Results","3.8617225034203404","5.548933115123526","3.3210420307979485","Moderate",
"Alaska","2024-11-02","All Results","1.4204371756681067","2.0401554346884945","2.2786636165580263","Minimal",
"Alaska","2024-03-09","All Results","4.754622060520157","4.247710380440933","3.2871676113126056","High",
"Alaska","2024-08-17","1 Year","11.036687438194722","8.83101206438726","10.979891250977522","Very High",
"Alaska","2023-04-29","All Results","0.9843423518179443","2.0045458506877614","2.2942529026160554","Minimal",
"Alaska","2022-10-29","All Results","1.5408991375190275","4.231976743237219","3.8833027747245916","Low",
"Alaska","2024-10-05","1 Year","3.6270926095503153","2.93891041556414","3.690147644294683","Moderate",
"Alaska","2024-05-04","1 Year","1.2367581806166466","1.468553871817065","1.395088478374877","Minimal",
"Alaska","2025-01-11","All Results","0.9285205352804513","5.343608299518811","3.606567089766223","Minimal",
"Alaska","2024-09-28","6 Months","3.18804562361412","4.218529742997779","4.785517560822136","Moderate",
"Alaska","2022-07-09","All Results","10.897880266548327","10.00628339449086","12.23410047539141","Very High",
"Alaska","2025-02-01","1 Year","1.8599106197589883","5.058060576157295","3.440089995496224","Low",
"Alaska","2024-11-09","All Results","3.676244719428856","1.824677881843236","2.2893087120693396","Moderate",
"Alaska","2023-10-28","All Results","2.3818376932673684","4.381076314711885","4.1298467993189565","Low",
"Alaska","2024-04-27","1 Year","2.3037909309285554","1.4724164656062777","1.4045317465854195","Low",
"Alaska","2025-01-11","6 Months","0.9285205352804513","5.343608299518811","3.606567089766223","Minimal",
"Alaska","2024-07-27","1 Year","8.70718062149546","7.302760598236511","10.03914459203792","Very High",
"Alaska","2022-11-12","All Results","2.832512168334674","4.395619968455888","5.475093731547516","Low",
"Alaska","2023-11-18","All Results","1.6670585084219527","5.864656490164559","5.864656490164559","Low",
"Alaska","2025-02-01","45 Days","1.8599106197589883","5.058060576157295","3.440089995496224","Low",
"Alaska","2024-05-11","All Results","1.9973599500160941","1.510719808084733","1.773028956869652","Low",
"Alaska","2023-09-16","All Results","1.2182804820525954","5.89288017107504","5.658733876646102","Minimal",
"Alaska","2023-07-08","All Results","3.71870249017576","1.7732111410471565","2.0250690886697575","Moderate",
"Alaska","2024-09-07","All Results","5.928493734321499","8.221262150443065","9.33774664903349","High",
"Alaska","2024-04-13","1 Year","3.834554769720896","1.93454885553599","1.5257556099368772","Moderate",
"Alaska","2025-01-18","All Results","1.5709614955238305","4.481105112692985","2.9113487334106822","Low",
"Alaska","2024-08-10","All Results","12.665807819158314","8.746252428236417","11.403669235706317","Very High",
"Alaska","2023-01-21","All Results","2.5924356400626927","5.994234656645629","4.917952765175226","Low",
"Alaska","2024-10-19","1 Year","2.6271808199114077","2.1281403072229943","2.468406204534787","Low",
"Alaska","2022-08-20","All Results","6.631854206168705","7.111713652158664","5.60157482379795","High",
"Alaska","2023-05-27","All Results","4.237582471359923","1.5726990152402607","1.719939801243671","Moderate",
"Alaska","2024-04-06","All Results","1.567801979565496","2.243935085835756","1.8236595607914072","Low",
"Alaska","2023-11-11","All Results","3.854500358997225","5.27607403498225","5.40726674981207","Moderate",
"Alaska","2024-10-12","6 Months","2.3740116466187215","2.4636968932143013","3.1193118451636845","Low",
"Alaska","2024-04-20","1 Year","1.7543359481217624","1.6357748189087942","1.3301747151181251","Low",
"Alaska","2024-12-07","6 Months","2.5237071693674977","2.916848610484092","3.1569449546585924","Low",
"Alaska","2024-03-23","All Results","2.5380821891178575","2.687965635410494","2.314777566394674","Low",
"Alaska","2024-12-14","1 Year","1.2707517983498429","3.666113845471788","3.4015978937535474","Minimal",
"Alaska","2023-02-18","All Results","5.661807438008206","6.746450762069977","7.182212132922013","High",
"Alaska","2024-06-08","All Results","5.455455444279099","2.361824547334435","4.383225523997405","High",
"Alaska","2024-03-02","1 Year","6.64031200052587","5.264665333110381","3.448876267212576","High",
"Alaska","2023-07-15","All Results","6.557174617442056","1.9838512281338008","2.6899714146381557","High",
"Alaska","2024-09-07","6 Months","5.928493734321499","8.221262150443065","9.33774664903349","High",
"Alaska","2023-09-23","All Results","3.5780546884634084","5.650759093150606","5.566982227110943","Moderate",
"Alaska","2024-11-30","6 Months","2.0123396438864507","1.8372186888073379","1.864349560383264","Low",
"Alaska","2024-02-17","All Results","8.292530649696417","7.2132062751277095","5.370469086119698","Very High",
"Alaska","2023-06-03","All Results","2.4837946713223973","1.3795253218994188","1.5749166580869673","Low",
"Alaska","2024-02-24","All Results","5.469412711174785","6.577296638514399","5.037492925146541","High",
"Alaska","2024-02-03","All Results","11.006232178541817","7.245675955826005","6.183875347140083","Very High",
"Alaska","2025-01-25","6 Months","1.071346602720525","4.679867517612251","3.0885823395680934","Minimal",
"Alaska","2024-10-26","6 Months","1.441638287164305","2.1401421893228463","2.255888676094855","Minimal",
"Alaska","2022-09-10","All Results","8.063120411476849","5.844945066110785","4.483534870158133","Very High",
"Alaska","2024-02-10","1 Year","10.881903035187976","7.40245879942264","6.215222059383008","Very High",
"Alaska","2024-12-21","1 Year","1.6987290403231086","4.221814322437602","3.354548904109791","Low",
"Alaska","2025-01-25","1 Year","1.071346602720525","4.679867517612251","3.0885823395680934","Minimal",
"Alaska","2023-03-04","All Results","3.8797670820538124","5.44494426581891","6.220170294279495","Moderate",
"Alaska","2024-09-28","1 Year","3.18804562361412","4.218529742997779","4.785517560822136","Moderate",
"Alaska","2023-04-08","All Results","2.4217743275458066","3.066411663660286","3.491572352124304","Low",
"Alaska","2022-12-17","All Results","1.8496418921901872","9.496322111671303","9.25524904706261","Low",
"Alaska","2024-07-06","All Results","7.175002196391006","4.666170555971948","7.175002196391006","High",
"Alaska","2024-11-16","6 Months","2.5509296348616894","1.779340257555934","2.452218968959051","Low",
"Alaska","2023-12-02","All Results","2.7058406210137096","8.088400379376056","5.99879741673772","Low",
"Alaska","2024-09-14","6 Months","12.281170445308573","7.308939266079158","7.8566143684740934","Very High",
"Alaska","2024-03-09","1 Year","4.754622060520157","4.247710380440933","3.2871676113126056","High",
"Alaska","2023-01-14","All Results","2.0987672526102124","6.261466631713653","5.542498200837528","Low",
"Alaska","2023-03-11","All Results","3.996463223389062","4.643610245716043","5.990690666687162","Moderate",
"Alaska","2024-03-02","All Results","6.64031200052587","5.264665333110381","3.448876267212576","High",
"Alaska","2022-09-24","All Results",,"5.01202614576741","4.995264200115061","No Data",
"Alaska","2024-03-16","1 Year","1.9759987082562107","3.161934252414194","2.7799189044354966","Low",
"Alaska","2024-08-17","6 Months","11.036687438194722","8.83101206438726","10.979891250977522","Very High",
"Alaska","2022-07-16","All Results","9.852641852357376","9.637806769280509","10.940858765439833","Very High",
"Alaska","2022-12-31","All Results","3.5036750875286073","11.244714995051908","8.864100183991297","Moderate",
"Alaska","2024-12-14","All Results","1.2707517983498429","3.666113845471788","3.4015978937535474","Minimal",
"Alaska","2024-08-24","1 Year","5.92017050562795","9.03647682487632","9.337083175312191","High",
"Alaska","2023-04-01","All Results","2.7909233693465154","3.7148242510261325","4.478147325597714","Low",
"Alaska","2023-05-06","All Results","2.315852207569363","2.1710076646559795","2.546883271693002","Low",
"Alaska","2024-06-01","All Results","4.487196195429741","2.0607559189605826","3.4207152379314474","Moderate",
"Alaska","2024-01-06","All Results","27.73210685925495","13.77375731364047","12.57516213089777","Very High",
