State/Territory,Week_Ending_Date,Data_Collection_Period,State/Territory_WVAL,National_WVAL,Regional_WVAL,WVAL_Category,Coverage
"Alabama","2023-07-22","All Results","1.391812040996572","1.390331607454979","1.4974756400614253","Minimal",
"Alabama","2024-04-06","All Results","2.5927721048416257","3.642191855830151","2.896963202749588","Low",
"Alabama","2024-11-02","All Results","2.7919983169437153","1.1792166944931335","1.281095383628248","Low",
"Alabama","2024-02-10","All Results","13.19445393722036","7.371330881481164","5.920291083984676","High",
"Alabama","2022-09-10","All Results","1.389304899254456","1.362221991853954","1.579210921420819","Minimal",
"Alabama","2024-06-08","All Results","2.1008302737174507","1.6981201181608228","1.33364076448066","Low",
"Alabama","2025-01-11","1 Year","17.9049200048353","12.406508815889278","12.921222995117603","High",
"Alabama","2023-11-18","All Results","4.576422551214614","1.9364894402508384","2.982682755373913","Moderate",
"Alabama","2023-10-28","All Results","2.2147751427348847","1.4758996383619172","1.6854004976730885","Low",
"Alabama","2023-07-08","All Results","1.2302702615035737","1.3210731891300793","1.3099420443806786","Minimal",
"Alabama","2024-08-03","1 Year","1.4612154023872563","1.2515406242350924","1.2246623202914795","Minimal",
"Alabama","2022-10-22","All Results","10.050797533298152","1.6008260312312481","10.050797533298152","Moderate",
"Alabama","2024-08-24","All Results","1.7007380504246292","1.2521066626789064","1.2393838933766244","Low",
"Alabama","2025-01-04","6 Months","22.278042176960223","12.80958637485832","12.004780292426695","Very High",
"Alabama","2024-09-28","All Results","1.5939753716084653","1.272057184848594","1.3720605125136296","Minimal",
"Alabama","2024-09-21","6 Months","1.2917798787085288","1.1600696319901624","1.278553818341178","Minimal",
"Alabama","2024-12-07","1 Year","7.714230302181985","2.5146708284314867","2.377884606888185","Moderate",
"Alabama","2024-10-26","1 Year","1.7583140971451996","1.1245776857087633","1.2688592499872684","Low",
"Alabama","2024-07-06","1 Year","1.4547921344649781","1.276388756335316","1.2629149800336807","Minimal",
"Alabama","2023-07-01","All Results","1.2324788100228528","1.3421310241329243","1.483706151637521","Minimal",
"Alabama","2024-08-17","1 Year","1.8746027705318165","1.2346208578209688","1.2615904826415802","Low",
"Alabama","2024-04-20","All Results","2.979549626996494","2.7223343573802796","2.0611482834310064","Low",
"Alabama","2023-09-09","All Results","1.7493421809700225","1.38799440707519","1.5905641534533894","Low",
"Alabama","2024-09-28","1 Year","1.5939753716084653","1.272057184848594","1.3720605125136296","Minimal",
"Alabama","2024-04-13","1 Year","8.211978255674156","3.048819575737251","2.66500828684549","Moderate",
"Alabama","2024-09-21","All Results","1.2917798787085288","1.1600696319901624","1.278553818341178","Minimal",
"Alabama","2025-02-01","6 Months","31.220917413823802","22.565046786092985","24.065478757547083","Very High",
"Alabama","2024-04-20","1 Year","2.979549626996494","2.7223343573802796","2.0611482834310064","Low",
"Alabama","2024-12-14","6 Months","11.961590879301118","4.349178087739865","4.67559954203583","Moderate",
"Alabama","2024-12-21","6 Months","20.832816435718225","6.681694535892238","6.90413105989338","Very High",
"Alabama","2023-11-25","All Results","5.415762340857202","2.047057985562934","3.2966127134414127","Moderate",
"Alabama","2024-11-23","All Results","4.92050397826936","1.7009804857107111","1.456332451511122","Moderate",
"Alabama","2023-12-30","All Results","16.814094177518278","14.363178482031929","17.62131978461311","High",
"Alabama","2024-12-21","1 Year","20.832816435718225","6.681694535892238","6.90413105989338","Very High",
"Alabama","2024-05-11","1 Year","4.427974518213525","2.5057581554605726","1.6239309038044465","Low",
"Alabama","2025-01-25","6 Months","30.743691956811798","21.23864263602613","25.33871691129732","Very High",
"Alabama","2022-10-29","All Results","17.76896210121699","3.625509967673606","15.352226562098497","High",
"Alabama","2022-09-03","All Results","1.1996508172174003","1.1514203699832328","1.1996508172174003","Minimal",
"Alabama","2024-02-17","1 Year","8.77378869249262","6.89314951349441","6.8102596349662345","Moderate",
"Alabama","2023-06-10","All Results","1.4506829055895574","1.2752306858371503","1.4848102833240535","Minimal",
"Alabama","2025-02-01","45 Days","31.220917413823802","22.565046786092985","24.065478757547083","Very High",
"Alabama","2024-11-02","6 Months","2.7919983169437153","1.1792166944931335","1.281095383628248","Low",
"Alabama","2023-07-15","All Results","1.2627009820391655","1.4682822411360295","1.5020901587170108","Minimal",
"Alabama","2024-04-06","1 Year","2.5927721048416257","3.642191855830151","2.896963202749588","Low",
"Alabama","2024-06-15","All Results","2.401017421366707","1.5245309529478717","1.2390014859929865","Low",
"Alabama","2024-10-19","All Results","1.525671869000625","1.1760766802254334","1.2416189501035402","Minimal",
"Alabama","2024-02-24","1 Year","10.108660167122913","6.635941539075399","5.799238968834469","Moderate",
"Alabama","2023-10-14","All Results","1.8838618347455376","1.3880838525048607","1.7313972773791044","Low",
"Alabama","2024-07-20","All Results","1.6949325248759646","1.4137901934084094","1.2007718682531838","Low",
"Alabama","2024-10-12","All Results","2.1202841555299874","1.1251126650408814","1.2341736794227003","Low",
"Alabama","2024-03-30","1 Year","4.870086059532217","3.3726099554348288","3.451106880919023","Moderate",
"Alabama","2024-03-30","All Results","4.870086059532217","3.3726099554348288","3.451106880919023","Moderate",
"Alabama","2024-02-17","All Results","8.77378869249262","6.89314951349441","6.8102596349662345","Moderate",
"Alabama","2024-07-27","All Results","1.4492773974343864","1.3644712597044242","1.4053967618029026","Minimal",
"Alabama","2022-11-05","All Results","21.35705070630622","5.17875665203795","15.08603698751824","Very High",
"Alabama","2024-03-16","1 Year","5.060082638767051","3.777084835899612","3.2101138630741004","Moderate",
"Alabama","2024-12-21","45 Days","20.832816435718225","6.681694535892238","6.90413105989338","Very High",
"Alabama","2023-01-07","All Results","4.5097165611775925","9.605005166098962","7.0436267074144405","Moderate",
"Alabama","2023-04-01","All Results","1.5025629401936968","1.6608783980756112","1.346686940275082","Minimal",
"Alabama","2024-07-27","1 Year","1.4492773974343864","1.3644712597044242","1.4053967618029026","Minimal",
"Alabama","2024-02-24","All Results","10.108660167122913","6.635941539075399","5.799238968834469","Moderate",
"Alabama","2024-11-23","1 Year","4.92050397826936","1.7009804857107111","1.456332451511122","Moderate",
"Alabama","2024-05-25","All Results","1.2650135391238466","1.7641206015590756","1.5114092275836413","Minimal",
"Alabama","2023-09-23","All Results","1.9969050130039616","1.5856747438545784","1.7889352613338017","Low",
"Alabama","2024-10-05","6 Months","1.6643536912417531","1.2753964893521292","1.4393402952784335","Low",
"Alabama","2023-02-04","All Results","1.761425930228667","2.2224465107364058","2.4489532843515045","Low",
"Alabama","2024-01-06","All Results","17.26727954695386","11.205897212849848","13.78425408130252","High",
"Alabama","2024-10-19","1 Year","1.525671869000625","1.1760766802254334","1.2416189501035402","Minimal",
"Alabama","2024-01-13","All Results","14.804389574078707","10.523717219555781","10.984575630272726","High",
"Alabama","2024-12-28","1 Year","25.46326864608413","9.013459691213338","9.9781586621425","Very High",
"Alabama","2023-10-07","All Results","1.1697439317626648","1.3552005929211246","2.126073808019699","Minimal",
"Alabama","2024-08-31","1 Year","1.5409110707287852","1.2664309993775091","1.2497075669451063","Minimal",
"Alabama","2024-12-21","All Results","20.832816435718225","6.681694535892238","6.90413105989338","Very High",
"Alabama","2024-03-02","1 Year","8.121298103754192","6.16204464193078","5.240506218998661","Moderate",
"Alabama","2023-04-22","All Results","1.3736880731175791","1.4109886584156666","1.2665558164472877","Minimal",
"Alabama","2023-05-20","All Results","1.2592478122285051","1.41266467853369","1.5291552329142917","Minimal",
"Alabama","2024-11-30","All Results","6.453005417563335","1.7441425333802436","1.5132718063370842","Moderate",
"Alabama","2024-10-26","6 Months","1.7583140971451996","1.1245776857087633","1.2688592499872684","Low",
"Alabama","2024-07-20","1 Year","1.6949325248759646","1.4137901934084094","1.2007718682531838","Low",
"Alabama","2023-11-04","All Results","1.579060266108833","1.7045552394551866","2.023618603321463","Minimal",
"Alabama","2024-02-03","1 Year","8.373601563843504","8.13424898013507","7.794194202977151","Moderate",
"Alabama","2024-11-23","6 Months","4.92050397826936","1.7009804857107111","1.456332451511122","Moderate",
"Alabama","2024-06-01","1 Year","1.5900393634205632","1.7415464116922603","1.4680917436959942","Minimal",
"Alabama","2025-02-01","1 Year","31.220917413823802","22.565046786092985","24.065478757547083","Very High",
"Alabama","2022-10-15","All Results","7.223862175994815","1.5746376731884244","6.330979520472024","Moderate",
"Alabama","2023-06-24","All Results","1.4268998161815467","1.3514460734374756","1.3820112495275938","Minimal",
"Alabama","2023-02-25","All Results","2.6920046937726987","1.7083891153518291","1.464492678253963","Low",
"Alabama","2024-10-05","1 Year","1.6643536912417531","1.2753964893521292","1.4393402952784335","Low",
"Alabama","2024-12-14","All Results","11.961590879301118","4.349178087739865","4.67559954203583","Moderate",
"Alabama","2023-09-30","All Results","1.5278374521674978","1.590902447840178","1.9627968717852946","Minimal",
"Alabama","2024-11-09","6 Months","3.2438690140745776","1.3359061324068007","1.63058675236541","Low",
"Alabama","2024-08-17","All Results","1.8746027705318165","1.2346208578209688","1.2615904826415802","Low",
"Alabama","2024-09-07","All Results","1.7248223104060012","1.2216540321917124","1.3573675316789031","Low",
"Alabama","2024-06-01","All Results","1.5900393634205632","1.7415464116922603","1.4680917436959942","Minimal",
"Alabama","2024-06-08","1 Year","2.1008302737174507","1.6981201181608228","1.33364076448066","Low",
"Alabama","2024-11-16","All Results","6.951427091996408","1.5203509493359952","1.5745780030283374","Moderate",
"Alabama","2024-01-20","All Results","13.26437827459485","8.895485108370021","7.990165017518093","High",
"Alabama","2025-01-18","All Results","16.908612306924653","14.089083151035279","13.81803120354718","High",
"Alabama","2024-09-07","6 Months","1.7248223104060012","1.2216540321917124","1.3573675316789031","Low",
"Alabama","2023-06-17","All Results","1.1666149777448713","1.3527421280099265","1.4211029933475663","Minimal",
"Alabama","2024-06-22","1 Year","2.6900606617506395","1.343408251033259","1.2614860744715366","Low",
"Alabama","2024-10-19","6 Months","1.525671869000625","1.1760766802254334","1.2416189501035402","Minimal",
"Alabama","2024-08-10","1 Year","1.2793032617251434","1.3489249139451385","1.2761453276024546","Minimal",
"Alabama","2022-08-20","All Results","1.184065140415874","1.170363563703495","1.209943219625889","Minimal",
"Alabama","2023-12-02","All Results","7.8809944392302596","3.8869727827240803","5.52194938474099","Moderate",
"Alabama","2023-04-29","All Results","1.250195207503423","1.413677602701438","1.3377185956427695","Minimal",
"Alabama","2023-04-15","All Results","1.2740081149414264","1.6674529443694415","1.6749223372875301","Minimal",
"Alabama","2025-01-04","All Results","22.278042176960223","12.80958637485832","12.004780292426695","Very High",
"Alabama","2024-08-17","6 Months","1.8746027705318165","1.2346208578209688","1.2615904826415802","Low",
"Alabama","2024-07-13","1 Year","1.2765207575037665","1.331989758156733","1.1869644201055856","Minimal",
"Alabama","2022-10-01","All Results","3.5121426984097237","1.6049346064484558","2.4965024460344747","Low",
"Alabama","2024-08-24","6 Months","1.7007380504246292","1.2521066626789064","1.2393838933766244","Low",
"Alabama","2022-11-26","All Results","17.683957983571556","15.553248390887115","14.835917727635719","High",
"Alabama","2024-08-10","6 Months","1.2793032617251434","1.3489249139451385","1.2761453276024546","Minimal",
"Alabama","2024-08-31","6 Months","1.5409110707287852","1.2664309993775091","1.2497075669451063","Minimal",
"Alabama","2023-03-11","All Results","1.9282624336316314","1.8639139287902142","1.2894364167130323","Low",
"Alabama","2022-12-10","All Results","11.22533948768878","19.27423233657222","10.741809773033182","Moderate",
"Alabama","2022-09-24","All Results","1.8684195133670833","1.622125498709951","1.622125498709951","Low",
"Alabama","2023-08-05","All Results","1.2548001514950107","1.3140995119915757","1.4179923202719864","Minimal",
"Alabama","2025-01-18","45 Days","16.908612306924653","14.089083151035279","13.81803120354718","High",
"Alabama","2025-01-25","1 Year","30.743691956811798","21.23864263602613","25.33871691129732","Very High",
"Alabama","2023-03-04","All Results","1.35881029147977","1.957435561756272","1.4001077379690074","Minimal",
"Alabama","2023-04-08","All Results","1.5520174961077002","1.730887826331457","1.4913350000601628","Minimal",
"Alabama","2024-02-10","1 Year","13.19445393722036","7.371330881481164","5.920291083984676","High",
"Alabama","2024-05-18","1 Year","1.7483770845501032","2.0674527109517236","1.5867008775595237","Low",
"Alabama","2024-11-16","1 Year","6.951427091996408","1.5203509493359952","1.5745780030283374","Moderate",
"Alabama","2024-10-26","All Results","1.7583140971451996","1.1245776857087633","1.2688592499872684","Low",
"Alabama","2023-03-18","All Results","2.2436167343737705","1.9028072684967772","1.3687612510640985","Low",
"Alabama","2025-01-18","1 Year","16.908612306924653","14.089083151035279","13.81803120354718","High",
"Alabama","2025-01-04","45 Days","22.278042176960223","12.80958637485832","12.004780292426695","Very High",
"Alabama","2022-12-17","All Results","7.57855378403715","18.842304825957036","8.415857009854362","Moderate",
"Alabama","2024-05-11","All Results","4.427974518213525","2.5057581554605726","1.6239309038044465","Low",
"Alabama","2023-05-27","All Results","1.3246699328755691","1.3636338979322735","1.4304320424834498","Minimal",
"Alabama","2024-07-06","All Results","1.4547921344649781","1.276388756335316","1.2629149800336807","Minimal",
"Alabama","2024-08-10","All Results","1.2793032617251434","1.3489249139451385","1.2761453276024546","Minimal",
"Alabama","2023-02-18","All Results","1.9337578783934102","1.9249698741576031","1.8364646097599255","Low",
"Alabama","2025-01-25","All Results","30.743691956811798","21.23864263602613","25.33871691129732","Very High",
"Alabama","2023-09-16","All Results","1.3829438199390607","1.5005856031359643","1.7248301078392254","Minimal",
"Alabama","2024-04-27","1 Year","3.8773595898471402","2.1692043632848765","1.8375783241724617","Low",
"Alabama","2024-11-09","1 Year","3.2438690140745776","1.3359061324068007","1.63058675236541","Low",
"Alabama","2024-05-25","1 Year","1.2650135391238466","1.7641206015590756","1.5114092275836413","Minimal",
"Alabama","2024-09-14","All Results","1.513024782782199","1.1665115225647722","1.1896445473293618","Minimal",
"Alabama","2024-09-07","1 Year","1.7248223104060012","1.2216540321917124","1.3573675316789031","Low",
"Alabama","2024-03-09","All Results","5.04860801702623","4.804662343899642","4.029409760531973","Moderate",
"Alabama","2024-11-30","1 Year","6.453005417563335","1.7441425333802436","1.5132718063370842","Moderate",
"Alabama","2024-09-14","6 Months","1.513024782782199","1.1665115225647722","1.1896445473293618","Minimal",
"Alabama","2023-06-03","All Results","1.1582012478159371","1.3169570832379596","1.424834523349074","Minimal",
"Alabama","2025-01-11","45 Days","17.9049200048353","12.406508815889278","12.921222995117603","High",
"Alabama","2024-08-31","All Results","1.5409110707287852","1.2664309993775091","1.2497075669451063","Minimal",
"Alabama","2025-01-04","1 Year","22.278042176960223","12.80958637485832","12.004780292426695","Very High",
"Alabama","2023-12-23","All Results","16.236524782400075","10.0797680302081","10.87656069556904","High",
"Alabama","2024-12-28","6 Months","25.46326864608413","9.013459691213338","9.9781586621425","Very High",
"Alabama","2024-12-28","45 Days","25.46326864608413","9.013459691213338","9.9781586621425","Very High",
"Alabama","2023-08-26","All Results","1.4410470117518939","1.3500445618673311","1.4056609461170224","Minimal",
"Alabama","2022-12-31","All Results","9.597086859674016","14.8088555787355","10.37021816698079","Moderate",
"Alabama","2025-01-11","6 Months","17.9049200048353","12.406508815889278","12.921222995117603","High",
"Alabama","2023-07-29","All Results","1.2649064657863174","1.3034277416677817","1.4074584327133812","Minimal",
"Alabama","2024-09-14","1 Year","1.513024782782199","1.1665115225647722","1.1896445473293618","Minimal",
"Alabama","2023-11-11","All Results","2.7875968256910904","1.758560484197699","2.0437820523982464","Low",
"Alabama","2024-09-28","6 Months","1.5939753716084653","1.272057184848594","1.3720605125136296","Minimal",
"Alabama","2024-10-12","1 Year","2.1202841555299874","1.1251126650408814","1.2341736794227003","Low",
"Alabama","2024-03-16","All Results","5.060082638767051","3.777084835899612","3.2101138630741004","Moderate",
"Alabama","2024-10-12","6 Months","2.1202841555299874","1.1251126650408814","1.2341736794227003","Low",
"Alabama","2024-08-03","All Results","1.4612154023872563","1.2515406242350924","1.2246623202914795","Minimal",
"Alabama","2024-04-27","All Results","3.8773595898471402","2.1692043632848765","1.8375783241724617","Low",
"Alabama","2022-09-17","All Results","2.2752597304803737","1.3329088546206127","1.32641016667423","Low",
"Alabama","2023-03-25","All Results","1.340567314521402","1.7829998945446366","1.5352742937713182","Minimal",
"Alabama","2024-02-03","All Results","8.373601563843504","8.13424898013507","7.794194202977151","Moderate",
"Alabama","2024-12-14","1 Year","11.961590879301118","4.349178087739865","4.67559954203583","Moderate",
"Alabama","2025-01-18","6 Months","16.908612306924653","14.089083151035279","13.81803120354718","High",
"Alabama","2024-06-15","1 Year","2.401017421366707","1.5245309529478717","1.2390014859929865","Low",
"Alabama","2024-06-29","1 Year","1.724895726022484","1.410076904525202","1.2109961825311535","Low",
"Alabama","2022-08-27","All Results","1.0831783094790266","1.5185902446031085","1.3611795272105405","Minimal",
"Alabama","2023-01-28","All Results","1.3414976508190082","2.718588704813908","2.7240070780298526","Minimal",
"Alabama","2025-02-01","All Results","31.220917413823802","22.565046786092985","24.065478757547083","Very High",
"Alabama","2023-08-19","All Results","1.6708012113556456","1.4699276703196644","1.6420316497799463","Low",
"Alabama","2024-07-13","All Results","1.2765207575037665","1.331989758156733","1.1869644201055856","Minimal",
"Alabama","2024-10-05","All Results","1.6643536912417531","1.2753964893521292","1.4393402952784335","Low",
"Alabama","2024-03-23","All Results","5.102383804959289","3.045191678589396","2.715680181066256","Moderate",
"Alabama","2024-04-13","All Results","8.211978255674156","3.048819575737251","2.66500828684549","Moderate",
"Alabama","2024-05-18","All Results","1.7483770845501032","2.0674527109517236","1.5867008775595237","Low",
"Alabama","2024-12-07","All Results","7.714230302181985","2.5146708284314867","2.377884606888185","Moderate",
"Alabama","2024-03-02","All Results","8.121298103754192","6.16204464193078","5.240506218998661","Moderate",
"Alabama","2024-03-09","1 Year","5.04860801702623","4.804662343899642","4.029409760531973","Moderate",
"Alabama","2023-12-09","All Results","7.601285927244808","5.321791145065984","5.299585884888485","Moderate",
"Alabama","2024-03-23","1 Year","5.102383804959289","3.045191678589396","2.715680181066256","Moderate",
"Alabama","2024-12-28","All Results","25.46326864608413","9.013459691213338","9.9781586621425","Very High",
"Alabama","2023-01-21","All Results","1.2952395460259294","3.6708039235425445","3.553491739337391","Minimal",
"Alabama","2023-10-21","All Results","1.33347038338722","1.4817922173446447","1.7171930644700466","Minimal",
"Alabama","2022-10-08","All Results","5.441799953901569","1.318159237641025","3.4445125903775033","Moderate",
"Alabama","2024-08-24","1 Year","1.7007380504246292","1.2521066626789064","1.2393838933766244","Low",
"Alabama","2023-02-11","All Results","2.321124658910344","1.9292653620958176","2.491342502846414","Low",
"Alabama","2024-05-04","All Results","3.372215679984783","2.2379583034537003","1.731640979927091","Low",
"Alabama","2025-01-11","All Results","17.9049200048353","12.406508815889278","12.921222995117603","High",
"Alabama","2024-11-16","6 Months","6.951427091996408","1.5203509493359952","1.5745780030283374","Moderate",
"Alaska","2024-11-02","1 Year","1.0","1.1792166944931335","1.581744149452534","Minimal",
"Alaska","2024-06-29","All Results","2.071487068220533","1.410076904525202","1.5356428459478368","Low",
"Alaska","2023-12-16","All Results","6.3537005096214925","7.146030059260481","10.08094574175642","Moderate",
"Alaska","2024-05-04","1 Year","5.836399913479631","2.2379583034537003","2.2441269787003546","Moderate",
"Alaska","2023-08-12","All Results","1.7411313976436344","1.4406050363981533","1.437127689458158","Low",
"Alaska","2024-09-21","1 Year","2.208398123113071","1.1600696319901624","1.2084367404580378","Low",
"Alaska","2025-01-25","45 Days","8.288732329772925","21.23864263602613","18.515814541591794","Moderate",
"Alaska","2024-01-27","All Results","7.640001169327558","8.379561297081352","9.499466853386599","Moderate",
"Alaska","2024-11-09","All Results","2.323664261867676","1.3359061324068007","1.791192597225637","Low",
"Alaska","2024-06-22","All Results","5.635397427189204","1.343408251033259","1.6499392998956215","Moderate",
"Alaska","2024-12-07","6 Months","7.1682984364234175","2.5146708284314867","6.576335976322408","Moderate",
"Alaska","2023-09-02","All Results","2.805796893456851","1.3548775357558596","1.4714493865163707","Low",
"Alaska","2024-11-30","6 Months","1.2613347288552734","1.7441425333802436","4.119067084312147","Minimal",
"Alaska","2023-07-22","All Results","0.6097762244253162","1.390331607454979","1.385863287250583","Minimal",
"Alaska","2024-04-06","All Results","3.7144911035884554","3.642191855830151","2.23791355327783","Low",
"Alaska","2024-11-02","All Results","1.0","1.1792166944931335","1.581744149452534","Minimal",
"Alaska","2024-02-10","All Results","10.027980993436321","7.371330881481164","6.678007365007224","Moderate",
"Alaska","2024-06-08","All Results","6.987529392426266","1.6981201181608228","2.2263835555515095","Moderate",
"Alaska","2025-01-11","1 Year","10.604696805139756","12.406508815889278","20.137644611998343","Moderate",
"Alaska","2023-11-18","All Results","13.801815504910477","1.9364894402508384","3.8564035515438726","High",
"Alaska","2023-10-28","All Results","23.41850143816978","1.4758996383619172","1.709994043388789","Very High",
"Alaska","2023-07-08","All Results","1.2319820263177335","1.3210731891300793","1.323109058647563","Minimal",
"Alaska","2024-08-03","1 Year","3.18378342858005","1.2515406242350924","1.2697425861016765","Low",
"Alaska","2024-08-24","All Results","1.0","1.2521066626789064","1.1546754100625758","Minimal",
"Alaska","2025-01-04","6 Months","12.138930182977088","12.80958637485832","19.077233398205383","Moderate",
"Alaska","2024-09-28","All Results","2.8507498883690943","1.272057184848594","1.1858080993321627","Low",
"Alaska","2024-09-21","6 Months","2.208398123113071","1.1600696319901624","1.2084367404580378","Low",
"Alaska","2024-12-07","1 Year","7.1682984364234175","2.5146708284314867","6.576335976322408","Moderate",
"Alaska","2024-07-06","1 Year","1.8997441509135498","1.276388756335316","1.23868548726391","Low",
"Alaska","2024-10-26","1 Year","1.0","1.1245776857087633","1.2540387176854761","Minimal",
"Alaska","2023-07-01","All Results","1.1855191932227023","1.3421310241329243","1.3535879886430282","Minimal",
"Alaska","2024-08-17","1 Year","1.0","1.2346208578209688","1.2080022865413755","Minimal",
"Alaska","2024-04-20","All Results","1.9875421067124055","2.7223343573802796","2.107594109477477","Low",
"Alaska","2023-09-09","All Results","3.7084172939828783","1.38799440707519","1.531513300030003","Low",
"Alaska","2024-04-13","1 Year","3.106495089661386","3.048819575737251","2.450689413033413","Low",
"Alaska","2024-09-28","1 Year","2.8507498883690943","1.272057184848594","1.1858080993321627","Low",
"Alaska","2024-09-21","All Results","2.208398123113071","1.1600696319901624","1.2084367404580378","Low",
"Alaska","2025-02-01","6 Months","15.098728268845367","22.565046786092985","19.90652647713143","High",
"Alaska","2024-04-20","1 Year","1.9875421067124055","2.7223343573802796","2.107594109477477","Low",
"Alaska","2024-12-14","6 Months","2.807284560575836","4.349178087739865","9.679881535010209","Low",
"Alaska","2024-12-21","6 Months","7.070380687244694","6.681694535892238","12.648693173336667","Moderate",
"Alaska","2023-11-25","All Results","14.567698395314753","2.047057985562934","4.544760693218217","High",
"Alaska","2024-11-23","All Results","1.7033192093906258","1.7009804857107111","3.6450191052227083","Low",
"Alaska","2023-12-30","All Results","10.578424482692386","14.363178482031929","16.58533202219057","Moderate",
"Alaska","2024-12-21","1 Year","7.070380687244694","6.681694535892238","12.648693173336667","Moderate",
"Alaska","2024-05-11","1 Year","6.053954629516486","2.5057581554605726","2.919132736322564","Moderate",
"Alaska","2025-01-25","6 Months","8.288732329772925","21.23864263602613","18.515814541591794","Moderate",
"Alaska","2024-02-17","1 Year","4.845620378269821","6.89314951349441","4.884907381303252","Moderate",
"Alaska","2023-06-10","All Results","2.101723638728157","1.2752306858371503","1.360290736346082","Low",
"Alaska","2025-02-01","45 Days","15.098728268845367","22.565046786092985","19.90652647713143","High",
"Alaska","2024-11-02","6 Months","1.0","1.1792166944931335","1.581744149452534","Minimal",
"Alaska","2023-07-15","All Results","1.69096329845497","1.4682822411360295","1.4813580178577788","Low",
"Alaska","2024-04-06","1 Year","3.7144911035884554","3.642191855830151","2.23791355327783","Low",
"Alaska","2024-06-15","All Results","10.00904286469816","1.5245309529478717","1.7436586884402563","Moderate",
"Alaska","2024-10-19","All Results","1.0","1.1760766802254334","1.1840410654463254","Minimal",
"Alaska","2024-02-24","1 Year","4.186961799111687","6.635941539075399","4.617977579456953","Low",
"Alaska","2023-10-14","All Results","15.132995760995609","1.3880838525048607","1.585759038749691","High",
"Alaska","2024-10-12","All Results","1.0","1.1251126650408814","1.116405905275969","Minimal",
"Alaska","2024-07-20","All Results","1.9476037364255039","1.4137901934084094","1.310425112452438","Low",
"Alaska","2024-03-30","1 Year","1.51464840927388","3.3726099554348288","2.4939673177279795","Minimal",
"Alaska","2024-03-30","All Results","1.51464840927388","3.3726099554348288","2.4939673177279795","Minimal",
"Alaska","2024-02-17","All Results","4.845620378269821","6.89314951349441","4.884907381303252","Moderate",
"Alaska","2024-07-27","All Results","4.551590964480716","1.3644712597044242","1.3144495928638795","Moderate",
"Alaska","2024-03-16","1 Year","5.226051552618475","3.777084835899612","3.069940145018653","Moderate",
"Alaska","2024-12-21","45 Days","7.070380687244694","6.681694535892238","12.648693173336667","Moderate",
"Alaska","2024-07-27","1 Year","4.551590964480716","1.3644712597044242","1.3144495928638795","Moderate",
"Alaska","2024-02-24","All Results","4.186961799111687","6.635941539075399","4.617977579456953","Low",
"Alaska","2024-11-23","1 Year","1.7033192093906258","1.7009804857107111","3.6450191052227083","Low",
"Alaska","2024-05-25","All Results","4.516341419361368","1.7641206015590756","1.9458728478331055","Moderate",
"Alaska","2023-09-23","All Results","4.10874101880455","1.5856747438545784","1.6660939715329757","Low",
"Alaska","2024-10-05","6 Months","1.0","1.2753964893521292","1.0858630768873514","Minimal",
"Alaska","2024-01-06","All Results","8.412931648830295","11.205897212849848","16.365679550994845","Moderate",
"Alaska","2024-10-19","1 Year","1.0","1.1760766802254334","1.1840410654463254","Minimal",
