"Notes"	"State"	"State Code"	"Single-Year Ages"	"Single-Year Ages Code"	"Gender"	"Gender Code"	"Race"	"Race Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"Arizona"	"04"	"54 years"	"54"	"Male"	"M"	"White"	"2106-3"	"2007"	"2007"	14	31065	Unreliable
	"California"	"06"	"18 years"	"18"	"Male"	"M"	"White"	"2106-3"	"2007"	"2007"	13	215066	Unreliable
	"California"	"06"	"18 years"	"18"	"Male"	"M"	"White"	"2106-3"	"2008"	"2008"	14	227229	Unreliable
	"California"	"06"	"19 years"	"19"	"Male"	"M"	"White"	"2106-3"	"2007"	"2007"	11	212081	Unreliable
	"California"	"06"	"19 years"	"19"	"Male"	"M"	"White"	"2106-3"	"2008"	"2008"	10	214856	Unreliable
	"California"	"06"	"19 years"	"19"	"Male"	"M"	"White"	"2106-3"	"2009"	"2009"	17	226345	Unreliable
	"California"	"06"	"20 years"	"20"	"Male"	"M"	"White"	"2106-3"	"2005"	"2005"	11	211166	Unreliable
	"California"	"06"	"20 years"	"20"	"Male"	"M"	"White"	"2106-3"	"2006"	"2006"	11	210803	Unreliable
	"California"	"06"	"20 years"	"20"	"Male"	"M"	"White"	"2106-3"	"2008"	"2008"	13	213998	Unreliable
	"California"	"06"	"20 years"	"20"	"Male"	"M"	"White"	"2106-3"	"2009"	"2009"	21	216448	9.7
	"California"	"06"	"21 years"	"21"	"Male"	"M"	"White"	"2106-3"	"2005"	"2005"	11	209478	Unreliable
	"California"	"06"	"21 years"	"21"	"Male"	"M"	"White"	"2106-3"	"2006"	"2006"	19	211479	Unreliable
	"California"	"06"	"21 years"	"21"	"Male"	"M"	"White"	"2106-3"	"2007"	"2007"	17	212369	Unreliable
	"California"	"06"	"21 years"	"21"	"Male"	"M"	"White"	"2106-3"	"2008"	"2008"	20	212603	9.4
	"California"	"06"	"21 years"	"21"	"Male"	"M"	"White"	"2106-3"	"2009"	"2009"	20	214869	9.3
	"California"	"06"	"22 years"	"22"	"Male"	"M"	"White"	"2106-3"	"2005"	"2005"	11	213064	Unreliable
	"California"	"06"	"22 years"	"22"	"Male"	"M"	"White"	"2106-3"	"2006"	"2006"	16	210056	Unreliable
	"California"	"06"	"22 years"	"22"	"Male"	"M"	"White"	"2106-3"	"2007"	"2007"	15	213061	Unreliable
	"California"	"06"	"22 years"	"22"	"Male"	"M"	"White"	"2106-3"	"2008"	"2008"	26	213802	12.2
	"California"	"06"	"22 years"	"22"	"Male"	"M"	"White"	"2106-3"	"2009"	"2009"	11	213716	Unreliable
	"California"	"06"	"23 years"	"23"	"Male"	"M"	"White"	"2106-3"	"2005"	"2005"	16	213975	Unreliable
	"California"	"06"	"23 years"	"23"	"Male"	"M"	"White"	"2106-3"	"2006"	"2006"	16	214821	Unreliable
	"California"	"06"	"23 years"	"23"	"Male"	"M"	"White"	"2106-3"	"2007"	"2007"	20	212330	9.4
	"California"	"06"	"23 years"	"23"	"Male"	"M"	"White"	"2106-3"	"2008"	"2008"	23	214334	10.7
	"California"	"06"	"23 years"	"23"	"Male"	"M"	"White"	"2106-3"	"2009"	"2009"	16	215323	Unreliable
	"California"	"06"	"24 years"	"24"	"Male"	"M"	"White"	"2106-3"	"2005"	"2005"	17	217657	Unreliable
	"California"	"06"	"24 years"	"24"	"Male"	"M"	"White"	"2106-3"	"2006"	"2006"	13	214980	Unreliable
	"California"	"06"	"24 years"	"24"	"Male"	"M"	"White"	"2106-3"	"2007"	"2007"	17	216501	Unreliable
	"California"	"06"	"24 years"	"24"	"Male"	"M"	"White"	"2106-3"	"2008"	"2008"	28	213790	13.1
	"California"	"06"	"24 years"	"24"	"Male"	"M"	"White"	"2106-3"	"2009"	"2009"	19	216188	Unreliable
	"California"	"06"	"25 years"	"25"	"Male"	"M"	"White"	"2106-3"	"2005"	"2005"	13	218457	Unreliable
	"California"	"06"	"25 years"	"25"	"Male"	"M"	"White"	"2106-3"	"2006"	"2006"	10	219928	Unreliable
	"California"	"06"	"25 years"	"25"	"Male"	"M"	"White"	"2106-3"	"2007"	"2007"	17	216747	Unreliable
	"California"	"06"	"25 years"	"25"	"Male"	"M"	"White"	"2106-3"	"2008"	"2008"	14	219313	Unreliable
	"California"	"06"	"25 years"	"25"	"Male"	"M"	"White"	"2106-3"	"2009"	"2009"	23	216664	10.6
	"California"	"06"	"26 years"	"26"	"Male"	"M"	"White"	"2106-3"	"2005"	"2005"	19	206031	Unreliable
	"California"	"06"	"26 years"	"26"	"Male"	"M"	"White"	"2106-3"	"2006"	"2006"	18	214323	Unreliable
	"California"	"06"	"26 years"	"26"	"Male"	"M"	"White"	"2106-3"	"2007"	"2007"	19	214471	Unreliable
	"California"	"06"	"26 years"	"26"	"Male"	"M"	"White"	"2106-3"	"2008"	"2008"	25	212126	11.8
	"California"	"06"	"26 years"	"26"	"Male"	"M"	"White"	"2106-3"	"2009"	"2009"	15	213997	Unreliable
	"California"	"06"	"27 years"	"27"	"Male"	"M"	"White"	"2106-3"	"2005"	"2005"	18	202079	Unreliable
	"California"	"06"	"27 years"	"27"	"Male"	"M"	"White"	"2106-3"	"2006"	"2006"	13	205696	Unreliable
	"California"	"06"	"27 years"	"27"	"Male"	"M"	"White"	"2106-3"	"2007"	"2007"	20	213905	9.3
	"California"	"06"	"27 years"	"27"	"Male"	"M"	"White"	"2106-3"	"2008"	"2008"	20	215104	9.3
	"California"	"06"	"27 years"	"27"	"Male"	"M"	"White"	"2106-3"	"2009"	"2009"	27	213087	12.7
	"California"	"06"	"28 years"	"28"	"Male"	"M"	"White"	"2106-3"	"2005"	"2005"	12	198632	Unreliable
	"California"	"06"	"28 years"	"28"	"Male"	"M"	"White"	"2106-3"	"2007"	"2007"	21	204658	10.3
	"California"	"06"	"28 years"	"28"	"Male"	"M"	"White"	"2106-3"	"2008"	"2008"	17	213517	Unreliable
	"California"	"06"	"28 years"	"28"	"Male"	"M"	"White"	"2106-3"	"2009"	"2009"	28	214978	13.0
	"California"	"06"	"29 years"	"29"	"Male"	"M"	"White"	"2106-3"	"2005"	"2005"	10	193871	Unreliable
	"California"	"06"	"29 years"	"29"	"Male"	"M"	"White"	"2106-3"	"2006"	"2006"	17	195410	Unreliable
	"California"	"06"	"29 years"	"29"	"Male"	"M"	"White"	"2106-3"	"2007"	"2007"	23	197087	11.7
	"California"	"06"	"29 years"	"29"	"Male"	"M"	"White"	"2106-3"	"2008"	"2008"	24	201488	11.9
	"California"	"06"	"29 years"	"29"	"Male"	"M"	"White"	"2106-3"	"2009"	"2009"	24	210021	11.4
	"California"	"06"	"30 years"	"30"	"Male"	"M"	"White"	"2106-3"	"2005"	"2005"	10	202836	Unreliable
	"California"	"06"	"30 years"	"30"	"Male"	"M"	"White"	"2106-3"	"2006"	"2006"	20	196404	10.2
	"California"	"06"	"30 years"	"30"	"Male"	"M"	"White"	"2106-3"	"2007"	"2007"	13	198617	Unreliable
	"California"	"06"	"30 years"	"30"	"Male"	"M"	"White"	"2106-3"	"2008"	"2008"	22	202206	10.9
	"California"	"06"	"30 years"	"30"	"Male"	"M"	"White"	"2106-3"	"2009"	"2009"	21	207918	10.1
	"California"	"06"	"31 years"	"31"	"Female"	"F"	"White"	"2106-3"	"2009"	"2009"	10	177917	Unreliable
	"California"	"06"	"31 years"	"31"	"Male"	"M"	"White"	"2106-3"	"2005"	"2005"	17	190441	Unreliable
	"California"	"06"	"31 years"	"31"	"Male"	"M"	"White"	"2106-3"	"2006"	"2006"	19	194179	Unreliable
	"California"	"06"	"31 years"	"31"	"Male"	"M"	"White"	"2106-3"	"2007"	"2007"	19	186627	Unreliable
	"California"	"06"	"31 years"	"31"	"Male"	"M"	"White"	"2106-3"	"2008"	"2008"	23	188655	12.2
	"California"	"06"	"31 years"	"31"	"Male"	"M"	"White"	"2106-3"	"2009"	"2009"	28	191228	14.6
	"California"	"06"	"32 years"	"32"	"Female"	"F"	"White"	"2106-3"	"2005"	"2005"	12	184999	Unreliable
	"California"	"06"	"32 years"	"32"	"Male"	"M"	"White"	"2106-3"	"2005"	"2005"	13	196193	Unreliable
	"California"	"06"	"32 years"	"32"	"Male"	"M"	"White"	"2106-3"	"2006"	"2006"	17	191332	Unreliable
	"California"	"06"	"32 years"	"32"	"Male"	"M"	"White"	"2106-3"	"2007"	"2007"	18	195766	Unreliable
	"California"	"06"	"32 years"	"32"	"Male"	"M"	"White"	"2106-3"	"2008"	"2008"	19	189371	Unreliable
	"California"	"06"	"32 years"	"32"	"Male"	"M"	"White"	"2106-3"	"2009"	"2009"	23	192774	11.9
	"California"	"06"	"33 years"	"33"	"Female"	"F"	"White"	"2106-3"	"2007"	"2007"	10	177565	Unreliable
	"California"	"06"	"33 years"	"33"	"Male"	"M"	"White"	"2106-3"	"2005"	"2005"	21	202332	10.4
	"California"	"06"	"33 years"	"33"	"Male"	"M"	"White"	"2106-3"	"2006"	"2006"	24	194027	12.4
	"California"	"06"	"33 years"	"33"	"Male"	"M"	"White"	"2106-3"	"2007"	"2007"	16	189043	Unreliable
	"California"	"06"	"33 years"	"33"	"Male"	"M"	"White"	"2106-3"	"2008"	"2008"	16	194889	Unreliable
	"California"	"06"	"33 years"	"33"	"Male"	"M"	"White"	"2106-3"	"2009"	"2009"	22	188565	11.7
	"California"	"06"	"34 years"	"34"	"Male"	"M"	"White"	"2106-3"	"2005"	"2005"	21	214050	9.8
	"California"	"06"	"34 years"	"34"	"Male"	"M"	"White"	"2106-3"	"2006"	"2006"	21	199316	10.5
	"California"	"06"	"34 years"	"34"	"Male"	"M"	"White"	"2106-3"	"2007"	"2007"	17	191010	Unreliable
	"California"	"06"	"34 years"	"34"	"Male"	"M"	"White"	"2106-3"	"2008"	"2008"	12	187205	Unreliable
	"California"	"06"	"34 years"	"34"	"Male"	"M"	"White"	"2106-3"	"2009"	"2009"	19	193275	Unreliable
	"California"	"06"	"35 years"	"35"	"Female"	"F"	"White"	"2106-3"	"2007"	"2007"	10	187837	Unreliable
	"California"	"06"	"35 years"	"35"	"Female"	"F"	"White"	"2106-3"	"2008"	"2008"	10	183176	Unreliable
	"California"	"06"	"35 years"	"35"	"Female"	"F"	"White"	"2106-3"	"2009"	"2009"	10	179406	Unreliable
	"California"	"06"	"35 years"	"35"	"Male"	"M"	"White"	"2106-3"	"2005"	"2005"	17	229711	Unreliable
	"California"	"06"	"35 years"	"35"	"Male"	"M"	"White"	"2106-3"	"2006"	"2006"	24	213703	11.2
	"California"	"06"	"35 years"	"35"	"Male"	"M"	"White"	"2106-3"	"2007"	"2007"	26	199301	13.0
	"California"	"06"	"35 years"	"35"	"Male"	"M"	"White"	"2106-3"	"2008"	"2008"	21	192655	10.9
	"California"	"06"	"35 years"	"35"	"Male"	"M"	"White"	"2106-3"	"2009"	"2009"	23	189557	12.1
	"California"	"06"	"36 years"	"36"	"Female"	"F"	"White"	"2106-3"	"2006"	"2006"	13	211153	Unreliable
	"California"	"06"	"36 years"	"36"	"Female"	"F"	"White"	"2106-3"	"2007"	"2007"	10	197866	Unreliable
	"California"	"06"	"36 years"	"36"	"Male"	"M"	"White"	"2106-3"	"2005"	"2005"	16	211930	Unreliable
	"California"	"06"	"36 years"	"36"	"Male"	"M"	"White"	"2106-3"	"2006"	"2006"	21	225255	9.3
	"California"	"06"	"36 years"	"36"	"Male"	"M"	"White"	"2106-3"	"2007"	"2007"	21	208506	10.1
	"California"	"06"	"36 years"	"36"	"Male"	"M"	"White"	"2106-3"	"2008"	"2008"	27	195426	13.8
	"California"	"06"	"36 years"	"36"	"Male"	"M"	"White"	"2106-3"	"2009"	"2009"	27	189163	14.3
	"California"	"06"	"37 years"	"37"	"Female"	"F"	"White"	"2106-3"	"2007"	"2007"	11	208743	Unreliable
	"California"	"06"	"37 years"	"37"	"Female"	"F"	"White"	"2106-3"	"2008"	"2008"	11	196140	Unreliable
	"California"	"06"	"37 years"	"37"	"Male"	"M"	"White"	"2106-3"	"2005"	"2005"	18	207197	Unreliable
	"California"	"06"	"37 years"	"37"	"Male"	"M"	"White"	"2106-3"	"2006"	"2006"	26	208062	12.5
	"California"	"06"	"37 years"	"37"	"Male"	"M"	"White"	"2106-3"	"2007"	"2007"	25	221315	11.3
	"California"	"06"	"37 years"	"37"	"Male"	"M"	"White"	"2106-3"	"2008"	"2008"	28	205227	13.6
	"California"	"06"	"37 years"	"37"	"Male"	"M"	"White"	"2106-3"	"2009"	"2009"	17	192707	Unreliable
	"California"	"06"	"38 years"	"38"	"Female"	"F"	"White"	"2106-3"	"2005"	"2005"	10	192498	Unreliable
	"California"	"06"	"38 years"	"38"	"Female"	"F"	"White"	"2106-3"	"2009"	"2009"	10	195292	Unreliable
	"California"	"06"	"38 years"	"38"	"Male"	"M"	"White"	"2106-3"	"2005"	"2005"	26	202700	12.8
	"California"	"06"	"38 years"	"38"	"Male"	"M"	"White"	"2106-3"	"2006"	"2006"	31	204339	15.2
	"California"	"06"	"38 years"	"38"	"Male"	"M"	"White"	"2106-3"	"2007"	"2007"	30	205087	14.6
	"California"	"06"	"38 years"	"38"	"Male"	"M"	"White"	"2106-3"	"2008"	"2008"	25	219411	11.4
	"California"	"06"	"38 years"	"38"	"Male"	"M"	"White"	"2106-3"	"2009"	"2009"	26	203499	12.8
	"California"	"06"	"39 years"	"39"	"Female"	"F"	"White"	"2106-3"	"2008"	"2008"	15	192940	Unreliable
	"California"	"06"	"39 years"	"39"	"Female"	"F"	"White"	"2106-3"	"2009"	"2009"	13	206836	Unreliable
	"California"	"06"	"39 years"	"39"	"Male"	"M"	"White"	"2106-3"	"2005"	"2005"	18	205210	Unreliable
	"California"	"06"	"39 years"	"39"	"Male"	"M"	"White"	"2106-3"	"2006"	"2006"	33	199323	16.6
	"California"	"06"	"39 years"	"39"	"Male"	"M"	"White"	"2106-3"	"2007"	"2007"	22	201106	10.9
	"California"	"06"	"39 years"	"39"	"Male"	"M"	"White"	"2106-3"	"2008"	"2008"	25	202466	12.3
	"California"	"06"	"39 years"	"39"	"Male"	"M"	"White"	"2106-3"	"2009"	"2009"	31	217307	14.3
	"California"	"06"	"40 years"	"40"	"Female"	"F"	"White"	"2106-3"	"2005"	"2005"	15	208596	Unreliable
	"California"	"06"	"40 years"	"40"	"Female"	"F"	"White"	"2106-3"	"2006"	"2006"	13	190654	Unreliable
	"California"	"06"	"40 years"	"40"	"Female"	"F"	"White"	"2106-3"	"2008"	"2008"	11	189042	Unreliable
	"California"	"06"	"40 years"	"40"	"Female"	"F"	"White"	"2106-3"	"2009"	"2009"	13	191868	Unreliable
	"California"	"06"	"40 years"	"40"	"Male"	"M"	"White"	"2106-3"	"2005"	"2005"	28	219444	12.8
	"California"	"06"	"40 years"	"40"	"Male"	"M"	"White"	"2106-3"	"2006"	"2006"	22	202511	10.9
	"California"	"06"	"40 years"	"40"	"Male"	"M"	"White"	"2106-3"	"2007"	"2007"	28	197211	14.2
	"California"	"06"	"40 years"	"40"	"Male"	"M"	"White"	"2106-3"	"2008"	"2008"	27	199730	13.5
	"California"	"06"	"40 years"	"40"	"Male"	"M"	"White"	"2106-3"	"2009"	"2009"	28	201543	13.9
	"California"	"06"	"41 years"	"41"	"Female"	"F"	"White"	"2106-3"	"2005"	"2005"	18	210143	Unreliable
	"California"	"06"	"41 years"	"41"	"Female"	"F"	"White"	"2106-3"	"2006"	"2006"	14	207154	Unreliable
	"California"	"06"	"41 years"	"41"	"Female"	"F"	"White"	"2106-3"	"2007"	"2007"	20	189256	10.6
	"California"	"06"	"41 years"	"41"	"Female"	"F"	"White"	"2106-3"	"2008"	"2008"	14	188091	Unreliable
	"California"	"06"	"41 years"	"41"	"Female"	"F"	"White"	"2106-3"	"2009"	"2009"	14	189044	Unreliable
	"California"	"06"	"41 years"	"41"	"Male"	"M"	"White"	"2106-3"	"2005"	"2005"	22	217865	10.1
	"California"	"06"	"41 years"	"41"	"Male"	"M"	"White"	"2106-3"	"2006"	"2006"	28	216523	12.9
	"California"	"06"	"41 years"	"41"	"Male"	"M"	"White"	"2106-3"	"2007"	"2007"	26	199629	13.0
	"California"	"06"	"41 years"	"41"	"Male"	"M"	"White"	"2106-3"	"2008"	"2008"	24	195218	12.3
	"California"	"06"	"41 years"	"41"	"Male"	"M"	"White"	"2106-3"	"2009"	"2009"	30	198097	15.1
	"California"	"06"	"42 years"	"42"	"Female"	"F"	"White"	"2106-3"	"2005"	"2005"	19	207737	Unreliable
	"California"	"06"	"42 years"	"42"	"Female"	"F"	"White"	"2106-3"	"2006"	"2006"	13	207118	Unreliable
	"California"	"06"	"42 years"	"42"	"Female"	"F"	"White"	"2106-3"	"2007"	"2007"	16	204120	Unreliable
	"California"	"06"	"42 years"	"42"	"Female"	"F"	"White"	"2106-3"	"2008"	"2008"	20	187052	10.7
	"California"	"06"	"42 years"	"42"	"Female"	"F"	"White"	"2106-3"	"2009"	"2009"	11	185984	Unreliable
	"California"	"06"	"42 years"	"42"	"Male"	"M"	"White"	"2106-3"	"2005"	"2005"	31	215166	14.4
	"California"	"06"	"42 years"	"42"	"Male"	"M"	"White"	"2106-3"	"2006"	"2006"	43	215477	20.0
	"California"	"06"	"42 years"	"42"	"Male"	"M"	"White"	"2106-3"	"2007"	"2007"	29	214327	13.5
	"California"	"06"	"42 years"	"42"	"Male"	"M"	"White"	"2106-3"	"2008"	"2008"	30	198320	15.1
	"California"	"06"	"42 years"	"42"	"Male"	"M"	"White"	"2106-3"	"2009"	"2009"	38	194053	19.6
	"California"	"06"	"43 years"	"43"	"Female"	"F"	"White"	"2106-3"	"2005"	"2005"	18	209217	Unreliable
	"California"	"06"	"43 years"	"43"	"Female"	"F"	"White"	"2106-3"	"2006"	"2006"	15	206574	Unreliable
	"California"	"06"	"43 years"	"43"	"Female"	"F"	"White"	"2106-3"	"2007"	"2007"	18	206233	Unreliable
	"California"	"06"	"43 years"	"43"	"Female"	"F"	"White"	"2106-3"	"2008"	"2008"	15	203873	Unreliable
	"California"	"06"	"43 years"	"43"	"Female"	"F"	"White"	"2106-3"	"2009"	"2009"	19	187161	Unreliable
	"California"	"06"	"43 years"	"43"	"Male"	"M"	"White"	"2106-3"	"2005"	"2005"	31	217422	14.3
	"California"	"06"	"43 years"	"43"	"Male"	"M"	"White"	"2106-3"	"2006"	"2006"	29	212879	13.6
	"California"	"06"	"43 years"	"43"	"Male"	"M"	"White"	"2106-3"	"2007"	"2007"	35	213202	16.4
	"California"	"06"	"43 years"	"43"	"Male"	"M"	"White"	"2106-3"	"2008"	"2008"	25	213034	11.7
	"California"	"06"	"43 years"	"43"	"Male"	"M"	"White"	"2106-3"	"2009"	"2009"	37	197131	18.8
	"California"	"06"	"44 years"	"44"	"Female"	"F"	"White"	"2106-3"	"2005"	"2005"	21	208198	10.1
	"California"	"06"	"44 years"	"44"	"Female"	"F"	"White"	"2106-3"	"2006"	"2006"	11	205787	Unreliable
	"California"	"06"	"44 years"	"44"	"Female"	"F"	"White"	"2106-3"	"2007"	"2007"	20	202771	9.9
	"California"	"06"	"44 years"	"44"	"Female"	"F"	"White"	"2106-3"	"2008"	"2008"	12	202889	Unreliable
	"California"	"06"	"44 years"	"44"	"Female"	"F"	"White"	"2106-3"	"2009"	"2009"	18	200534	Unreliable
	"California"	"06"	"44 years"	"44"	"Male"	"M"	"Black or African American"	"2054-5"	"2005"	"2005"	13	20131	Unreliable
	"California"	"06"	"44 years"	"44"	"Male"	"M"	"White"	"2106-3"	"2005"	"2005"	30	213823	14.0
	"California"	"06"	"44 years"	"44"	"Male"	"M"	"White"	"2106-3"	"2006"	"2006"	35	213031	16.4
	"California"	"06"	"44 years"	"44"	"Male"	"M"	"White"	"2106-3"	"2007"	"2007"	28	208200	13.4
	"California"	"06"	"44 years"	"44"	"Male"	"M"	"White"	"2106-3"	"2008"	"2008"	32	209327	15.3
	"California"	"06"	"44 years"	"44"	"Male"	"M"	"White"	"2106-3"	"2009"	"2009"	40	209004	19.1
