"Notes"	"State"	"State Code"	"Single-Year Ages"	"Single-Year Ages Code"	"Gender"	"Gender Code"	"Race"	"Race Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"Alabama"	"01"	"55 years"	"55"	"Female"	"F"	"White"	"2106-3"	"2018"	"2018"	11	24441	Unreliable
	"Arizona"	"04"	"17 years"	"17"	"Male"	"M"	"White"	"2106-3"	"2019"	"2019"	10	38853	Unreliable
	"Arizona"	"04"	"17 years"	"17"	"Male"	"M"	"White"	"2106-3"	"2020 "	"2020"	18	38648	Unreliable
	"Arizona"	"04"	"18 years"	"18"	"Male"	"M"	"White"	"2106-3"	"2018"	"2018"	11	40798	Unreliable
	"Arizona"	"04"	"18 years"	"18"	"Male"	"M"	"White"	"2106-3"	"2020 "	"2020"	17	39995	Unreliable
	"Arizona"	"04"	"19 years"	"19"	"Male"	"M"	"White"	"2106-3"	"2018"	"2018"	16	40569	Unreliable
	"Arizona"	"04"	"19 years"	"19"	"Male"	"M"	"White"	"2106-3"	"2019"	"2019"	16	42054	Unreliable
	"Arizona"	"04"	"19 years"	"19"	"Male"	"M"	"White"	"2106-3"	"2020 "	"2020"	19	42115	Unreliable
	"Arizona"	"04"	"20 years"	"20"	"Male"	"M"	"White"	"2106-3"	"2016"	"2016"	11	39053	Unreliable
	"Arizona"	"04"	"20 years"	"20"	"Male"	"M"	"White"	"2106-3"	"2017"	"2017"	11	39255	Unreliable
	"Arizona"	"04"	"20 years"	"20"	"Male"	"M"	"White"	"2106-3"	"2018"	"2018"	25	40195	62.2
	"Arizona"	"04"	"20 years"	"20"	"Male"	"M"	"White"	"2106-3"	"2019"	"2019"	21	40278	52.1
	"Arizona"	"04"	"20 years"	"20"	"Male"	"M"	"White"	"2106-3"	"2020 "	"2020"	30	41682	72.0
	"Arizona"	"04"	"21 years"	"21"	"Female"	"F"	"White"	"2106-3"	"2019"	"2019"	10	38129	Unreliable
	"Arizona"	"04"	"21 years"	"21"	"Male"	"M"	"White"	"2106-3"	"2016"	"2016"	13	40450	Unreliable
	"Arizona"	"04"	"21 years"	"21"	"Male"	"M"	"White"	"2106-3"	"2017"	"2017"	10	40125	Unreliable
	"Arizona"	"04"	"21 years"	"21"	"Male"	"M"	"White"	"2106-3"	"2018"	"2018"	20	40786	49.0
	"Arizona"	"04"	"21 years"	"21"	"Male"	"M"	"White"	"2106-3"	"2019"	"2019"	29	41151	70.5
	"Arizona"	"04"	"21 years"	"21"	"Male"	"M"	"White"	"2106-3"	"2020 "	"2020"	27	41491	65.1
	"Arizona"	"04"	"22 years"	"22"	"Female"	"F"	"White"	"2106-3"	"2020 "	"2020"	10	39296	Unreliable
	"Arizona"	"04"	"22 years"	"22"	"Male"	"M"	"White"	"2106-3"	"2016"	"2016"	15	40486	Unreliable
	"Arizona"	"04"	"22 years"	"22"	"Male"	"M"	"White"	"2106-3"	"2017"	"2017"	16	40711	Unreliable
	"Arizona"	"04"	"22 years"	"22"	"Male"	"M"	"White"	"2106-3"	"2018"	"2018"	12	41111	Unreliable
	"Arizona"	"04"	"22 years"	"22"	"Male"	"M"	"White"	"2106-3"	"2019"	"2019"	18	41321	Unreliable
	"Arizona"	"04"	"22 years"	"22"	"Male"	"M"	"White"	"2106-3"	"2020 "	"2020"	34	41712	81.5
	"Arizona"	"04"	"23 years"	"23"	"Female"	"F"	"White"	"2106-3"	"2018"	"2018"	13	39153	Unreliable
	"Arizona"	"04"	"23 years"	"23"	"Male"	"M"	"White"	"2106-3"	"2016"	"2016"	10	41404	Unreliable
	"Arizona"	"04"	"23 years"	"23"	"Male"	"M"	"White"	"2106-3"	"2017"	"2017"	20	41598	48.1
	"Arizona"	"04"	"23 years"	"23"	"Male"	"M"	"White"	"2106-3"	"2018"	"2018"	13	41960	Unreliable
	"Arizona"	"04"	"23 years"	"23"	"Male"	"M"	"White"	"2106-3"	"2019"	"2019"	17	41860	Unreliable
	"Arizona"	"04"	"23 years"	"23"	"Male"	"M"	"White"	"2106-3"	"2020 "	"2020"	33	42214	78.2
	"Arizona"	"04"	"24 years"	"24"	"Male"	"M"	"White"	"2106-3"	"2016"	"2016"	15	42154	Unreliable
	"Arizona"	"04"	"24 years"	"24"	"Male"	"M"	"White"	"2106-3"	"2017"	"2017"	13	41652	Unreliable
	"Arizona"	"04"	"24 years"	"24"	"Male"	"M"	"White"	"2106-3"	"2018"	"2018"	19	42213	Unreliable
	"Arizona"	"04"	"24 years"	"24"	"Male"	"M"	"White"	"2106-3"	"2019"	"2019"	26	42053	61.8
	"Arizona"	"04"	"24 years"	"24"	"Male"	"M"	"White"	"2106-3"	"2020 "	"2020"	42	42376	99.1
	"Arizona"	"04"	"25 years"	"25"	"Female"	"F"	"White"	"2106-3"	"2020 "	"2020"	13	40244	Unreliable
	"Arizona"	"04"	"25 years"	"25"	"Male"	"M"	"White"	"2106-3"	"2016"	"2016"	10	43144	Unreliable
	"Arizona"	"04"	"25 years"	"25"	"Male"	"M"	"White"	"2106-3"	"2017"	"2017"	11	42637	Unreliable
	"Arizona"	"04"	"25 years"	"25"	"Male"	"M"	"White"	"2106-3"	"2018"	"2018"	22	42858	51.3
	"Arizona"	"04"	"25 years"	"25"	"Male"	"M"	"White"	"2106-3"	"2019"	"2019"	26	42838	60.7
	"Arizona"	"04"	"25 years"	"25"	"Male"	"M"	"White"	"2106-3"	"2020 "	"2020"	32	42960	74.5
	"Arizona"	"04"	"26 years"	"26"	"Female"	"F"	"White"	"2106-3"	"2018"	"2018"	13	40499	Unreliable
	"Arizona"	"04"	"26 years"	"26"	"Female"	"F"	"White"	"2106-3"	"2020 "	"2020"	10	40300	Unreliable
	"Arizona"	"04"	"26 years"	"26"	"Male"	"M"	"White"	"2106-3"	"2016"	"2016"	12	43048	Unreliable
	"Arizona"	"04"	"26 years"	"26"	"Male"	"M"	"White"	"2106-3"	"2017"	"2017"	15	43682	Unreliable
	"Arizona"	"04"	"26 years"	"26"	"Male"	"M"	"White"	"2106-3"	"2018"	"2018"	17	43504	Unreliable
	"Arizona"	"04"	"26 years"	"26"	"Male"	"M"	"White"	"2106-3"	"2019"	"2019"	22	43204	50.9
	"Arizona"	"04"	"26 years"	"26"	"Male"	"M"	"White"	"2106-3"	"2020 "	"2020"	30	43612	68.8
	"Arizona"	"04"	"27 years"	"27"	"Male"	"M"	"White"	"2106-3"	"2016"	"2016"	15	40378	Unreliable
	"Arizona"	"04"	"27 years"	"27"	"Male"	"M"	"White"	"2106-3"	"2017"	"2017"	16	43174	Unreliable
	"Arizona"	"04"	"27 years"	"27"	"Male"	"M"	"White"	"2106-3"	"2018"	"2018"	24	44466	54.0
	"Arizona"	"04"	"27 years"	"27"	"Male"	"M"	"White"	"2106-3"	"2019"	"2019"	32	44005	72.7
	"Arizona"	"04"	"27 years"	"27"	"Male"	"M"	"White"	"2106-3"	"2020 "	"2020"	38	44009	86.3
	"Arizona"	"04"	"28 years"	"28"	"Male"	"M"	"White"	"2106-3"	"2016"	"2016"	15	38711	Unreliable
	"Arizona"	"04"	"28 years"	"28"	"Male"	"M"	"White"	"2106-3"	"2017"	"2017"	19	40437	Unreliable
	"Arizona"	"04"	"28 years"	"28"	"Male"	"M"	"White"	"2106-3"	"2018"	"2018"	12	43784	Unreliable
	"Arizona"	"04"	"28 years"	"28"	"Male"	"M"	"White"	"2106-3"	"2019"	"2019"	27	44825	60.2
	"Arizona"	"04"	"28 years"	"28"	"Male"	"M"	"White"	"2106-3"	"2020 "	"2020"	31	44608	69.5
	"Arizona"	"04"	"29 years"	"29"	"Female"	"F"	"White"	"2106-3"	"2020 "	"2020"	14	42442	Unreliable
	"Arizona"	"04"	"29 years"	"29"	"Male"	"M"	"White"	"2106-3"	"2017"	"2017"	16	39326	Unreliable
	"Arizona"	"04"	"29 years"	"29"	"Male"	"M"	"White"	"2106-3"	"2018"	"2018"	24	41380	58.0
	"Arizona"	"04"	"29 years"	"29"	"Male"	"M"	"White"	"2106-3"	"2019"	"2019"	28	44389	63.1
	"Arizona"	"04"	"29 years"	"29"	"Male"	"M"	"White"	"2106-3"	"2020 "	"2020"	44	45599	96.5
	"Arizona"	"04"	"30 years"	"30"	"Female"	"F"	"White"	"2106-3"	"2020 "	"2020"	11	41750	Unreliable
	"Arizona"	"04"	"30 years"	"30"	"Male"	"M"	"White"	"2106-3"	"2016"	"2016"	15	37504	Unreliable
	"Arizona"	"04"	"30 years"	"30"	"Male"	"M"	"White"	"2106-3"	"2017"	"2017"	17	38359	Unreliable
	"Arizona"	"04"	"30 years"	"30"	"Male"	"M"	"White"	"2106-3"	"2018"	"2018"	21	40208	52.2
	"Arizona"	"04"	"30 years"	"30"	"Male"	"M"	"White"	"2106-3"	"2019"	"2019"	27	41709	64.7
	"Arizona"	"04"	"30 years"	"30"	"Male"	"M"	"White"	"2106-3"	"2020 "	"2020"	36	45109	79.8
	"Arizona"	"04"	"31 years"	"31"	"Female"	"F"	"White"	"2106-3"	"2020 "	"2020"	16	39122	Unreliable
	"Arizona"	"04"	"31 years"	"31"	"Male"	"M"	"White"	"2106-3"	"2016"	"2016"	16	38055	Unreliable
	"Arizona"	"04"	"31 years"	"31"	"Male"	"M"	"White"	"2106-3"	"2017"	"2017"	12	38823	Unreliable
	"Arizona"	"04"	"31 years"	"31"	"Male"	"M"	"White"	"2106-3"	"2018"	"2018"	18	38923	Unreliable
	"Arizona"	"04"	"31 years"	"31"	"Male"	"M"	"White"	"2106-3"	"2019"	"2019"	32	40389	79.2
	"Arizona"	"04"	"31 years"	"31"	"Male"	"M"	"White"	"2106-3"	"2020 "	"2020"	51	42098	121.1
	"Arizona"	"04"	"32 years"	"32"	"Female"	"F"	"White"	"2106-3"	"2020 "	"2020"	11	38182	Unreliable
	"Arizona"	"04"	"32 years"	"32"	"Male"	"M"	"White"	"2106-3"	"2016"	"2016"	11	37098	Unreliable
	"Arizona"	"04"	"32 years"	"32"	"Male"	"M"	"White"	"2106-3"	"2017"	"2017"	16	38698	Unreliable
	"Arizona"	"04"	"32 years"	"32"	"Male"	"M"	"White"	"2106-3"	"2018"	"2018"	15	39545	Unreliable
	"Arizona"	"04"	"32 years"	"32"	"Male"	"M"	"White"	"2106-3"	"2019"	"2019"	22	39282	56.0
	"Arizona"	"04"	"32 years"	"32"	"Male"	"M"	"White"	"2106-3"	"2020 "	"2020"	31	41116	75.4
	"Arizona"	"04"	"33 years"	"33"	"Female"	"F"	"White"	"2106-3"	"2019"	"2019"	11	36941	Unreliable
	"Arizona"	"04"	"33 years"	"33"	"Female"	"F"	"White"	"2106-3"	"2020 "	"2020"	19	36993	Unreliable
	"Arizona"	"04"	"33 years"	"33"	"Male"	"M"	"White"	"2106-3"	"2016"	"2016"	12	37998	Unreliable
	"Arizona"	"04"	"33 years"	"33"	"Male"	"M"	"White"	"2106-3"	"2017"	"2017"	15	37556	Unreliable
	"Arizona"	"04"	"33 years"	"33"	"Male"	"M"	"White"	"2106-3"	"2018"	"2018"	17	39150	Unreliable
	"Arizona"	"04"	"33 years"	"33"	"Male"	"M"	"White"	"2106-3"	"2019"	"2019"	22	39793	55.3
	"Arizona"	"04"	"33 years"	"33"	"Male"	"M"	"White"	"2106-3"	"2020 "	"2020"	33	39951	82.6
	"Arizona"	"04"	"34 years"	"34"	"Male"	"M"	"White"	"2106-3"	"2016"	"2016"	16	37726	Unreliable
	"Arizona"	"04"	"34 years"	"34"	"Male"	"M"	"White"	"2106-3"	"2017"	"2017"	17	38148	Unreliable
	"Arizona"	"04"	"34 years"	"34"	"Male"	"M"	"White"	"2106-3"	"2018"	"2018"	15	38147	Unreliable
	"Arizona"	"04"	"34 years"	"34"	"Male"	"M"	"White"	"2106-3"	"2019"	"2019"	12	39622	Unreliable
	"Arizona"	"04"	"34 years"	"34"	"Male"	"M"	"White"	"2106-3"	"2020 "	"2020"	38	40457	93.9
	"Arizona"	"04"	"35 years"	"35"	"Female"	"F"	"White"	"2106-3"	"2020 "	"2020"	14	37805	Unreliable
	"Arizona"	"04"	"35 years"	"35"	"Male"	"M"	"White"	"2106-3"	"2017"	"2017"	13	38504	Unreliable
	"Arizona"	"04"	"35 years"	"35"	"Male"	"M"	"White"	"2106-3"	"2018"	"2018"	18	38874	Unreliable
	"Arizona"	"04"	"35 years"	"35"	"Male"	"M"	"White"	"2106-3"	"2019"	"2019"	28	38394	72.9
	"Arizona"	"04"	"35 years"	"35"	"Male"	"M"	"White"	"2106-3"	"2020 "	"2020"	41	39989	102.5
	"Arizona"	"04"	"36 years"	"36"	"Female"	"F"	"White"	"2106-3"	"2019"	"2019"	11	37045	Unreliable
	"Arizona"	"04"	"36 years"	"36"	"Female"	"F"	"White"	"2106-3"	"2020 "	"2020"	21	36600	57.4
	"Arizona"	"04"	"36 years"	"36"	"Male"	"M"	"White"	"2106-3"	"2016"	"2016"	16	38635	Unreliable
	"Arizona"	"04"	"36 years"	"36"	"Male"	"M"	"White"	"2106-3"	"2017"	"2017"	17	38010	Unreliable
	"Arizona"	"04"	"36 years"	"36"	"Male"	"M"	"White"	"2106-3"	"2018"	"2018"	25	39000	64.1
	"Arizona"	"04"	"36 years"	"36"	"Male"	"M"	"White"	"2106-3"	"2019"	"2019"	26	39147	66.4
	"Arizona"	"04"	"36 years"	"36"	"Male"	"M"	"White"	"2106-3"	"2020 "	"2020"	27	38737	69.7
	"Arizona"	"04"	"37 years"	"37"	"Female"	"F"	"White"	"2106-3"	"2020 "	"2020"	13	37315	Unreliable
	"Arizona"	"04"	"37 years"	"37"	"Male"	"M"	"White"	"2106-3"	"2017"	"2017"	12	39023	Unreliable
	"Arizona"	"04"	"37 years"	"37"	"Male"	"M"	"White"	"2106-3"	"2018"	"2018"	22	38406	57.3
	"Arizona"	"04"	"37 years"	"37"	"Male"	"M"	"White"	"2106-3"	"2019"	"2019"	30	39112	76.7
	"Arizona"	"04"	"37 years"	"37"	"Male"	"M"	"White"	"2106-3"	"2020 "	"2020"	35	39339	89.0
	"Arizona"	"04"	"38 years"	"38"	"Female"	"F"	"White"	"2106-3"	"2018"	"2018"	12	37642	Unreliable
	"Arizona"	"04"	"38 years"	"38"	"Female"	"F"	"White"	"2106-3"	"2020 "	"2020"	13	37988	Unreliable
	"Arizona"	"04"	"38 years"	"38"	"Male"	"M"	"White"	"2106-3"	"2017"	"2017"	10	36033	Unreliable
	"Arizona"	"04"	"38 years"	"38"	"Male"	"M"	"White"	"2106-3"	"2018"	"2018"	17	39519	Unreliable
	"Arizona"	"04"	"38 years"	"38"	"Male"	"M"	"White"	"2106-3"	"2019"	"2019"	18	38688	Unreliable
	"Arizona"	"04"	"38 years"	"38"	"Male"	"M"	"White"	"2106-3"	"2020 "	"2020"	23	39486	58.2
	"Arizona"	"04"	"39 years"	"39"	"Female"	"F"	"White"	"2106-3"	"2017"	"2017"	10	34215	Unreliable
	"Arizona"	"04"	"39 years"	"39"	"Male"	"M"	"White"	"2106-3"	"2017"	"2017"	11	35031	Unreliable
	"Arizona"	"04"	"39 years"	"39"	"Male"	"M"	"White"	"2106-3"	"2018"	"2018"	19	36352	Unreliable
	"Arizona"	"04"	"39 years"	"39"	"Male"	"M"	"White"	"2106-3"	"2019"	"2019"	13	39655	Unreliable
	"Arizona"	"04"	"39 years"	"39"	"Male"	"M"	"White"	"2106-3"	"2020 "	"2020"	26	38940	66.8
	"Arizona"	"04"	"40 years"	"40"	"Male"	"M"	"White"	"2106-3"	"2017"	"2017"	17	34780	Unreliable
	"Arizona"	"04"	"40 years"	"40"	"Male"	"M"	"White"	"2106-3"	"2018"	"2018"	15	35295	Unreliable
	"Arizona"	"04"	"40 years"	"40"	"Male"	"M"	"White"	"2106-3"	"2019"	"2019"	16	36576	Unreliable
	"Arizona"	"04"	"40 years"	"40"	"Male"	"M"	"White"	"2106-3"	"2020 "	"2020"	28	40060	69.9
	"Arizona"	"04"	"41 years"	"41"	"Male"	"M"	"White"	"2106-3"	"2016"	"2016"	10	35889	Unreliable
	"Arizona"	"04"	"41 years"	"41"	"Male"	"M"	"White"	"2106-3"	"2018"	"2018"	16	35133	Unreliable
	"Arizona"	"04"	"41 years"	"41"	"Male"	"M"	"White"	"2106-3"	"2019"	"2019"	17	35526	Unreliable
	"Arizona"	"04"	"41 years"	"41"	"Male"	"M"	"White"	"2106-3"	"2020 "	"2020"	19	36706	Unreliable
	"Arizona"	"04"	"42 years"	"42"	"Female"	"F"	"White"	"2106-3"	"2020 "	"2020"	11	35178	Unreliable
	"Arizona"	"04"	"42 years"	"42"	"Male"	"M"	"White"	"2106-3"	"2017"	"2017"	10	35508	Unreliable
	"Arizona"	"04"	"42 years"	"42"	"Male"	"M"	"White"	"2106-3"	"2019"	"2019"	16	35337	Unreliable
	"Arizona"	"04"	"42 years"	"42"	"Male"	"M"	"White"	"2106-3"	"2020 "	"2020"	16	35751	Unreliable
	"Arizona"	"04"	"43 years"	"43"	"Male"	"M"	"White"	"2106-3"	"2016"	"2016"	10	33806	Unreliable
	"Arizona"	"04"	"43 years"	"43"	"Male"	"M"	"White"	"2106-3"	"2018"	"2018"	10	35850	Unreliable
	"Arizona"	"04"	"43 years"	"43"	"Male"	"M"	"White"	"2106-3"	"2019"	"2019"	20	34611	57.8
	"Arizona"	"04"	"43 years"	"43"	"Male"	"M"	"White"	"2106-3"	"2020 "	"2020"	20	35497	56.3
	"Arizona"	"04"	"44 years"	"44"	"Male"	"M"	"White"	"2106-3"	"2016"	"2016"	11	35057	Unreliable
	"Arizona"	"04"	"44 years"	"44"	"Male"	"M"	"White"	"2106-3"	"2017"	"2017"	15	34004	Unreliable
	"Arizona"	"04"	"44 years"	"44"	"Male"	"M"	"White"	"2106-3"	"2020 "	"2020"	18	34966	Unreliable
	"Arizona"	"04"	"45 years"	"45"	"Female"	"F"	"White"	"2106-3"	"2016"	"2016"	11	37167	Unreliable
	"Arizona"	"04"	"45 years"	"45"	"Male"	"M"	"White"	"2106-3"	"2016"	"2016"	10	37058	Unreliable
	"Arizona"	"04"	"45 years"	"45"	"Male"	"M"	"White"	"2106-3"	"2017"	"2017"	12	35019	Unreliable
	"Arizona"	"04"	"45 years"	"45"	"Male"	"M"	"White"	"2106-3"	"2018"	"2018"	13	34324	Unreliable
	"Arizona"	"04"	"45 years"	"45"	"Male"	"M"	"White"	"2106-3"	"2019"	"2019"	14	34815	Unreliable
	"Arizona"	"04"	"45 years"	"45"	"Male"	"M"	"White"	"2106-3"	"2020 "	"2020"	21	36337	57.8
	"Arizona"	"04"	"46 years"	"46"	"Female"	"F"	"White"	"2106-3"	"2017"	"2017"	10	37527	Unreliable
	"Arizona"	"04"	"46 years"	"46"	"Male"	"M"	"White"	"2106-3"	"2018"	"2018"	19	35252	Unreliable
	"Arizona"	"04"	"46 years"	"46"	"Male"	"M"	"White"	"2106-3"	"2019"	"2019"	10	34514	Unreliable
	"Arizona"	"04"	"46 years"	"46"	"Male"	"M"	"White"	"2106-3"	"2020 "	"2020"	17	35049	Unreliable
	"Arizona"	"04"	"47 years"	"47"	"Male"	"M"	"White"	"2106-3"	"2016"	"2016"	12	35775	Unreliable
	"Arizona"	"04"	"47 years"	"47"	"Male"	"M"	"White"	"2106-3"	"2017"	"2017"	13	38085	Unreliable
	"Arizona"	"04"	"47 years"	"47"	"Male"	"M"	"White"	"2106-3"	"2018"	"2018"	13	37866	Unreliable
	"Arizona"	"04"	"47 years"	"47"	"Male"	"M"	"White"	"2106-3"	"2020 "	"2020"	18	34754	Unreliable
	"Arizona"	"04"	"48 years"	"48"	"Female"	"F"	"White"	"2106-3"	"2020 "	"2020"	11	36215	Unreliable
	"Arizona"	"04"	"48 years"	"48"	"Male"	"M"	"White"	"2106-3"	"2017"	"2017"	12	35903	Unreliable
	"Arizona"	"04"	"48 years"	"48"	"Male"	"M"	"White"	"2106-3"	"2018"	"2018"	14	38334	Unreliable
	"Arizona"	"04"	"48 years"	"48"	"Male"	"M"	"White"	"2106-3"	"2019"	"2019"	16	37921	Unreliable
	"Arizona"	"04"	"48 years"	"48"	"Male"	"M"	"White"	"2106-3"	"2020 "	"2020"	20	35674	56.1
	"Arizona"	"04"	"49 years"	"49"	"Female"	"F"	"White"	"2106-3"	"2017"	"2017"	11	34690	Unreliable
	"Arizona"	"04"	"49 years"	"49"	"Female"	"F"	"White"	"2106-3"	"2018"	"2018"	10	35984	Unreliable
	"Arizona"	"04"	"49 years"	"49"	"Female"	"F"	"White"	"2106-3"	"2019"	"2019"	11	38504	Unreliable
	"Arizona"	"04"	"49 years"	"49"	"Male"	"M"	"White"	"2106-3"	"2019"	"2019"	13	38416	Unreliable
	"Arizona"	"04"	"49 years"	"49"	"Male"	"M"	"White"	"2106-3"	"2020 "	"2020"	26	38165	68.1
	"Arizona"	"04"	"50 years"	"50"	"Female"	"F"	"White"	"2106-3"	"2020 "	"2020"	10	38881	Unreliable
	"Arizona"	"04"	"50 years"	"50"	"Male"	"M"	"White"	"2106-3"	"2016"	"2016"	11	34402	Unreliable
	"Arizona"	"04"	"50 years"	"50"	"Male"	"M"	"White"	"2106-3"	"2019"	"2019"	20	36350	55.0
	"Arizona"	"04"	"50 years"	"50"	"Male"	"M"	"White"	"2106-3"	"2020 "	"2020"	24	38748	61.9
	"Arizona"	"04"	"51 years"	"51"	"Male"	"M"	"White"	"2106-3"	"2019"	"2019"	15	35011	Unreliable
	"Arizona"	"04"	"51 years"	"51"	"Male"	"M"	"White"	"2106-3"	"2020 "	"2020"	20	36567	54.7
	"Arizona"	"04"	"52 years"	"52"	"Female"	"F"	"White"	"2106-3"	"2020 "	"2020"	13	35712	Unreliable
	"Arizona"	"04"	"52 years"	"52"	"Male"	"M"	"White"	"2106-3"	"2016"	"2016"	11	36748	Unreliable
	"Arizona"	"04"	"52 years"	"52"	"Male"	"M"	"White"	"2106-3"	"2017"	"2017"	14	36514	Unreliable
	"Arizona"	"04"	"52 years"	"52"	"Male"	"M"	"White"	"2106-3"	"2019"	"2019"	16	34413	Unreliable
	"Arizona"	"04"	"52 years"	"52"	"Male"	"M"	"White"	"2106-3"	"2020 "	"2020"	18	35357	Unreliable
	"Arizona"	"04"	"53 years"	"53"	"Female"	"F"	"White"	"2106-3"	"2018"	"2018"	10	37596	Unreliable
	"Arizona"	"04"	"53 years"	"53"	"Male"	"M"	"White"	"2106-3"	"2017"	"2017"	11	36644	Unreliable
	"Arizona"	"04"	"53 years"	"53"	"Male"	"M"	"White"	"2106-3"	"2018"	"2018"	11	36718	Unreliable
	"Arizona"	"04"	"53 years"	"53"	"Male"	"M"	"White"	"2106-3"	"2019"	"2019"	13	34757	Unreliable
	"Arizona"	"04"	"53 years"	"53"	"Male"	"M"	"White"	"2106-3"	"2020 "	"2020"	17	34677	Unreliable
	"Arizona"	"04"	"54 years"	"54"	"Male"	"M"	"White"	"2106-3"	"2016"	"2016"	11	37128	Unreliable
	"Arizona"	"04"	"54 years"	"54"	"Male"	"M"	"White"	"2106-3"	"2017"	"2017"	10	36924	Unreliable
	"Arizona"	"04"	"54 years"	"54"	"Male"	"M"	"White"	"2106-3"	"2018"	"2018"	12	36817	Unreliable
	"Arizona"	"04"	"54 years"	"54"	"Male"	"M"	"White"	"2106-3"	"2019"	"2019"	10	36875	Unreliable
	"Arizona"	"04"	"54 years"	"54"	"Male"	"M"	"White"	"2106-3"	"2020 "	"2020"	20	34959	57.2
	"Arizona"	"04"	"55 years"	"55"	"Female"	"F"	"White"	"2106-3"	"2018"	"2018"	10	38785	Unreliable
	"Arizona"	"04"	"55 years"	"55"	"Male"	"M"	"White"	"2106-3"	"2016"	"2016"	10	37150	Unreliable
	"Arizona"	"04"	"55 years"	"55"	"Male"	"M"	"White"	"2106-3"	"2017"	"2017"	12	36929	Unreliable
	"Arizona"	"04"	"55 years"	"55"	"Male"	"M"	"White"	"2106-3"	"2018"	"2018"	10	37120	Unreliable
	"Arizona"	"04"	"55 years"	"55"	"Male"	"M"	"White"	"2106-3"	"2019"	"2019"	12	37060	Unreliable
	"Arizona"	"04"	"55 years"	"55"	"Male"	"M"	"White"	"2106-3"	"2020 "	"2020"	10	37166	Unreliable
	"Arizona"	"04"	"56 years"	"56"	"Female"	"F"	"White"	"2106-3"	"2016"	"2016"	12	39793	Unreliable
	"Arizona"	"04"	"56 years"	"56"	"Female"	"F"	"White"	"2106-3"	"2019"	"2019"	10	39269	Unreliable
	"Arizona"	"04"	"56 years"	"56"	"Male"	"M"	"White"	"2106-3"	"2017"	"2017"	10	37455	Unreliable
	"Arizona"	"04"	"56 years"	"56"	"Male"	"M"	"White"	"2106-3"	"2018"	"2018"	17	37405	Unreliable
	"Arizona"	"04"	"56 years"	"56"	"Male"	"M"	"White"	"2106-3"	"2019"	"2019"	14	37460	Unreliable
	"Arizona"	"04"	"56 years"	"56"	"Male"	"M"	"White"	"2106-3"	"2020 "	"2020"	14	37574	Unreliable
	"Arizona"	"04"	"57 years"	"57"	"Female"	"F"	"White"	"2106-3"	"2018"	"2018"	12	40078	Unreliable
	"Arizona"	"04"	"57 years"	"57"	"Male"	"M"	"White"	"2106-3"	"2017"	"2017"	16	37771	Unreliable
