"Notes"	"State"	"State Code"	"Single-Year Ages"	"Single-Year Ages Code"	"Gender"	"Gender Code"	"Single Race 6"	"Single Race 6 Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"Arizona"	"04"	"37 years"	"37"	"Male"	"M"	"White"	"2106-3"	"2018"	"2018"	20	37827	52.9
	"Arizona"	"04"	"37 years"	"37"	"Male"	"M"	"White"	"2106-3"	"2019"	"2019"	30	38577	77.8
	"Arizona"	"04"	"38 years"	"38"	"Female"	"F"	"White"	"2106-3"	"2018"	"2018"	11	37074	Unreliable
	"Arizona"	"04"	"38 years"	"38"	"Male"	"M"	"White"	"2106-3"	"2018"	"2018"	17	38938	Unreliable
	"Arizona"	"04"	"38 years"	"38"	"Male"	"M"	"White"	"2106-3"	"2019"	"2019"	18	38093	Unreliable
	"Arizona"	"04"	"39 years"	"39"	"Male"	"M"	"White"	"2106-3"	"2018"	"2018"	19	35855	Unreliable
	"Arizona"	"04"	"39 years"	"39"	"Male"	"M"	"White"	"2106-3"	"2019"	"2019"	12	39080	Unreliable
	"Arizona"	"04"	"40 years"	"40"	"Male"	"M"	"White"	"2106-3"	"2018"	"2018"	15	34827	Unreliable
	"Arizona"	"04"	"40 years"	"40"	"Male"	"M"	"White"	"2106-3"	"2019"	"2019"	16	36092	Unreliable
	"Arizona"	"04"	"41 years"	"41"	"Male"	"M"	"White"	"2106-3"	"2018"	"2018"	16	34677	Unreliable
	"Arizona"	"04"	"41 years"	"41"	"Male"	"M"	"White"	"2106-3"	"2019"	"2019"	17	35045	Unreliable
	"Arizona"	"04"	"42 years"	"42"	"Male"	"M"	"White"	"2106-3"	"2019"	"2019"	16	34873	Unreliable
	"Arizona"	"04"	"43 years"	"43"	"Male"	"M"	"White"	"2106-3"	"2018"	"2018"	10	35470	Unreliable
	"Arizona"	"04"	"43 years"	"43"	"Male"	"M"	"White"	"2106-3"	"2019"	"2019"	20	34159	58.5
	"Arizona"	"04"	"45 years"	"45"	"Male"	"M"	"White"	"2106-3"	"2018"	"2018"	13	33955	Unreliable
	"Arizona"	"04"	"45 years"	"45"	"Male"	"M"	"White"	"2106-3"	"2019"	"2019"	14	34434	Unreliable
	"Arizona"	"04"	"46 years"	"46"	"Male"	"M"	"White"	"2106-3"	"2018"	"2018"	19	34896	Unreliable
	"Arizona"	"04"	"46 years"	"46"	"Male"	"M"	"White"	"2106-3"	"2019"	"2019"	10	34139	Unreliable
	"Arizona"	"04"	"47 years"	"47"	"Male"	"M"	"White"	"2106-3"	"2018"	"2018"	13	37484	Unreliable
	"Arizona"	"04"	"48 years"	"48"	"Male"	"M"	"White"	"2106-3"	"2018"	"2018"	14	37990	Unreliable
	"Arizona"	"04"	"48 years"	"48"	"Male"	"M"	"White"	"2106-3"	"2019"	"2019"	16	37543	Unreliable
	"Arizona"	"04"	"49 years"	"49"	"Female"	"F"	"White"	"2106-3"	"2018"	"2018"	10	35615	Unreliable
	"Arizona"	"04"	"49 years"	"49"	"Female"	"F"	"White"	"2106-3"	"2019"	"2019"	11	38085	Unreliable
	"Arizona"	"04"	"49 years"	"49"	"Male"	"M"	"White"	"2106-3"	"2019"	"2019"	12	38066	Unreliable
	"Arizona"	"04"	"50 years"	"50"	"Male"	"M"	"White"	"2106-3"	"2019"	"2019"	20	36024	55.5
	"Arizona"	"04"	"51 years"	"51"	"Male"	"M"	"White"	"2106-3"	"2019"	"2019"	15	34691	Unreliable
	"Arizona"	"04"	"52 years"	"52"	"Male"	"M"	"White"	"2106-3"	"2019"	"2019"	16	34119	Unreliable
	"Arizona"	"04"	"53 years"	"53"	"Female"	"F"	"White"	"2106-3"	"2018"	"2018"	10	37278	Unreliable
	"Arizona"	"04"	"53 years"	"53"	"Male"	"M"	"White"	"2106-3"	"2018"	"2018"	11	36406	Unreliable
	"Arizona"	"04"	"53 years"	"53"	"Male"	"M"	"White"	"2106-3"	"2019"	"2019"	13	34472	Unreliable
	"Arizona"	"04"	"54 years"	"54"	"Male"	"M"	"White"	"2106-3"	"2018"	"2018"	12	36541	Unreliable
	"Arizona"	"04"	"54 years"	"54"	"Male"	"M"	"White"	"2106-3"	"2019"	"2019"	10	36587	Unreliable
	"Arizona"	"04"	"55 years"	"55"	"Female"	"F"	"White"	"2106-3"	"2018"	"2018"	10	38447	Unreliable
	"Arizona"	"04"	"55 years"	"55"	"Male"	"M"	"White"	"2106-3"	"2018"	"2018"	10	36821	Unreliable
	"Arizona"	"04"	"55 years"	"55"	"Male"	"M"	"White"	"2106-3"	"2019"	"2019"	12	36779	Unreliable
	"Arizona"	"04"	"56 years"	"56"	"Female"	"F"	"White"	"2106-3"	"2019"	"2019"	10	38924	Unreliable
	"Arizona"	"04"	"56 years"	"56"	"Male"	"M"	"White"	"2106-3"	"2018"	"2018"	17	37108	Unreliable
	"Arizona"	"04"	"56 years"	"56"	"Male"	"M"	"White"	"2106-3"	"2019"	"2019"	14	37152	Unreliable
	"Arizona"	"04"	"57 years"	"57"	"Female"	"F"	"White"	"2106-3"	"2018"	"2018"	12	39748	Unreliable
	"Arizona"	"04"	"57 years"	"57"	"Male"	"M"	"White"	"2106-3"	"2019"	"2019"	16	37270	Unreliable
	"Arizona"	"04"	"58 years"	"58"	"Female"	"F"	"White"	"2106-3"	"2018"	"2018"	12	40285	Unreliable
	"Arizona"	"04"	"58 years"	"58"	"Male"	"M"	"White"	"2106-3"	"2018"	"2018"	10	37933	Unreliable
	"Arizona"	"04"	"58 years"	"58"	"Male"	"M"	"White"	"2106-3"	"2019"	"2019"	13	37896	Unreliable
	"Arizona"	"04"	"59 years"	"59"	"Male"	"M"	"White"	"2106-3"	"2018"	"2018"	10	36242	Unreliable
	"Arizona"	"04"	"59 years"	"59"	"Male"	"M"	"White"	"2106-3"	"2019"	"2019"	12	38121	Unreliable
	"Arizona"	"04"	"60 years"	"60"	"Female"	"F"	"White"	"2106-3"	"2019"	"2019"	10	39971	Unreliable
	"Arizona"	"04"	"60 years"	"60"	"Male"	"M"	"White"	"2106-3"	"2018"	"2018"	13	36139	Unreliable
	"Arizona"	"04"	"60 years"	"60"	"Male"	"M"	"White"	"2106-3"	"2019"	"2019"	13	36626	Unreliable
	"Arizona"	"04"	"61 years"	"61"	"Male"	"M"	"White"	"2106-3"	"2018"	"2018"	11	35905	Unreliable
	"Arizona"	"04"	"64 years"	"64"	"Male"	"M"	"White"	"2106-3"	"2018"	"2018"	11	34049	Unreliable
	"Arizona"	"04"	"65 years"	"65"	"Male"	"M"	"White"	"2106-3"	"2019"	"2019"	10	34451	Unreliable
	"Arizona"	"04"	"67 years"	"67"	"Male"	"M"	"White"	"2106-3"	"2019"	"2019"	10	32987	Unreliable
	"California"	"06"	"18 years"	"18"	"Male"	"M"	"White"	"2106-3"	"2018"	"2018"	16	193674	Unreliable
	"California"	"06"	"18 years"	"18"	"Male"	"M"	"White"	"2106-3"	"2019"	"2019"	23	188942	12.2
	"California"	"06"	"19 years"	"19"	"Male"	"M"	"White"	"2106-3"	"2018"	"2018"	12	186703	Unreliable
	"California"	"06"	"19 years"	"19"	"Male"	"M"	"White"	"2106-3"	"2019"	"2019"	18	188300	Unreliable
	"California"	"06"	"20 years"	"20"	"Male"	"M"	"White"	"2106-3"	"2018"	"2018"	19	189508	Unreliable
	"California"	"06"	"20 years"	"20"	"Male"	"M"	"White"	"2106-3"	"2019"	"2019"	38	187348	20.3
	"California"	"06"	"21 years"	"21"	"Male"	"M"	"White"	"2106-3"	"2018"	"2018"	16	192939	Unreliable
	"California"	"06"	"21 years"	"21"	"Male"	"M"	"White"	"2106-3"	"2019"	"2019"	38	188004	20.2
	"California"	"06"	"22 years"	"22"	"Female"	"F"	"White"	"2106-3"	"2018"	"2018"	13	186415	Unreliable
	"California"	"06"	"22 years"	"22"	"Female"	"F"	"White"	"2106-3"	"2019"	"2019"	10	182243	Unreliable
	"California"	"06"	"22 years"	"22"	"Male"	"M"	"White"	"2106-3"	"2018"	"2018"	17	198185	Unreliable
	"California"	"06"	"22 years"	"22"	"Male"	"M"	"White"	"2106-3"	"2019"	"2019"	45	192615	23.4
	"California"	"06"	"23 years"	"23"	"Female"	"F"	"White"	"2106-3"	"2018"	"2018"	12	194601	Unreliable
	"California"	"06"	"23 years"	"23"	"Female"	"F"	"White"	"2106-3"	"2019"	"2019"	15	188713	Unreliable
	"California"	"06"	"23 years"	"23"	"Male"	"M"	"White"	"2106-3"	"2018"	"2018"	32	205695	15.6
	"California"	"06"	"23 years"	"23"	"Male"	"M"	"White"	"2106-3"	"2019"	"2019"	48	198896	24.1
	"California"	"06"	"24 years"	"24"	"Female"	"F"	"White"	"2106-3"	"2019"	"2019"	13	194936	Unreliable
	"California"	"06"	"24 years"	"24"	"Male"	"M"	"White"	"2106-3"	"2018"	"2018"	29	213662	13.6
	"California"	"06"	"24 years"	"24"	"Male"	"M"	"White"	"2106-3"	"2019"	"2019"	53	206078	25.7
	"California"	"06"	"25 years"	"25"	"Female"	"F"	"White"	"2106-3"	"2018"	"2018"	12	202085	Unreliable
	"California"	"06"	"25 years"	"25"	"Female"	"F"	"White"	"2106-3"	"2019"	"2019"	20	199126	10.0
	"California"	"06"	"25 years"	"25"	"Male"	"M"	"White"	"2106-3"	"2018"	"2018"	40	218288	18.3
	"California"	"06"	"25 years"	"25"	"Male"	"M"	"White"	"2106-3"	"2019"	"2019"	54	212869	25.4
	"California"	"06"	"26 years"	"26"	"Female"	"F"	"White"	"2106-3"	"2019"	"2019"	14	201668	Unreliable
	"California"	"06"	"26 years"	"26"	"Male"	"M"	"White"	"2106-3"	"2018"	"2018"	48	227402	21.1
	"California"	"06"	"26 years"	"26"	"Male"	"M"	"White"	"2106-3"	"2019"	"2019"	66	217928	30.3
	"California"	"06"	"27 years"	"27"	"Female"	"F"	"White"	"2106-3"	"2018"	"2018"	14	216268	Unreliable
	"California"	"06"	"27 years"	"27"	"Female"	"F"	"White"	"2106-3"	"2019"	"2019"	12	208252	Unreliable
	"California"	"06"	"27 years"	"27"	"Male"	"M"	"White"	"2106-3"	"2018"	"2018"	56	234954	23.8
	"California"	"06"	"27 years"	"27"	"Male"	"M"	"White"	"2106-3"	"2019"	"2019"	56	226516	24.7
	"California"	"06"	"28 years"	"28"	"Female"	"F"	"White"	"2106-3"	"2018"	"2018"	16	216454	Unreliable
	"California"	"06"	"28 years"	"28"	"Female"	"F"	"White"	"2106-3"	"2019"	"2019"	11	215132	Unreliable
	"California"	"06"	"28 years"	"28"	"Male"	"M"	"White"	"2106-3"	"2018"	"2018"	55	234244	23.5
	"California"	"06"	"28 years"	"28"	"Male"	"M"	"White"	"2106-3"	"2019"	"2019"	50	233361	21.4
	"California"	"06"	"29 years"	"29"	"Female"	"F"	"White"	"2106-3"	"2018"	"2018"	13	204243	Unreliable
	"California"	"06"	"29 years"	"29"	"Female"	"F"	"White"	"2106-3"	"2019"	"2019"	13	214853	Unreliable
	"California"	"06"	"29 years"	"29"	"Male"	"M"	"White"	"2106-3"	"2018"	"2018"	42	222047	18.9
	"California"	"06"	"29 years"	"29"	"Male"	"M"	"White"	"2106-3"	"2019"	"2019"	69	232587	29.7
	"California"	"06"	"30 years"	"30"	"Female"	"F"	"White"	"2106-3"	"2018"	"2018"	13	200453	Unreliable
	"California"	"06"	"30 years"	"30"	"Female"	"F"	"White"	"2106-3"	"2019"	"2019"	14	202642	Unreliable
	"California"	"06"	"30 years"	"30"	"Male"	"M"	"White"	"2106-3"	"2018"	"2018"	48	219076	21.9
	"California"	"06"	"30 years"	"30"	"Male"	"M"	"White"	"2106-3"	"2019"	"2019"	63	220013	28.6
	"California"	"06"	"31 years"	"31"	"Female"	"F"	"White"	"2106-3"	"2018"	"2018"	10	194813	Unreliable
	"California"	"06"	"31 years"	"31"	"Female"	"F"	"White"	"2106-3"	"2019"	"2019"	20	198901	10.1
	"California"	"06"	"31 years"	"31"	"Male"	"M"	"White"	"2106-3"	"2018"	"2018"	40	215071	18.6
	"California"	"06"	"31 years"	"31"	"Male"	"M"	"White"	"2106-3"	"2019"	"2019"	75	216852	34.6
	"California"	"06"	"32 years"	"32"	"Female"	"F"	"White"	"2106-3"	"2018"	"2018"	17	193800	Unreliable
	"California"	"06"	"32 years"	"32"	"Female"	"F"	"White"	"2106-3"	"2019"	"2019"	17	192858	Unreliable
	"California"	"06"	"32 years"	"32"	"Male"	"M"	"White"	"2106-3"	"2018"	"2018"	37	214844	17.2
	"California"	"06"	"32 years"	"32"	"Male"	"M"	"White"	"2106-3"	"2019"	"2019"	52	213164	24.4
	"California"	"06"	"33 years"	"33"	"Female"	"F"	"White"	"2106-3"	"2018"	"2018"	13	195263	Unreliable
	"California"	"06"	"33 years"	"33"	"Female"	"F"	"White"	"2106-3"	"2019"	"2019"	22	192015	11.5
	"California"	"06"	"33 years"	"33"	"Male"	"M"	"White"	"2106-3"	"2018"	"2018"	37	213387	17.3
	"California"	"06"	"33 years"	"33"	"Male"	"M"	"White"	"2106-3"	"2019"	"2019"	56	212801	26.3
	"California"	"06"	"34 years"	"34"	"Female"	"F"	"White"	"2106-3"	"2018"	"2018"	10	189112	Unreliable
	"California"	"06"	"34 years"	"34"	"Female"	"F"	"White"	"2106-3"	"2019"	"2019"	22	193266	11.4
	"California"	"06"	"34 years"	"34"	"Male"	"M"	"White"	"2106-3"	"2018"	"2018"	44	205844	21.4
	"California"	"06"	"34 years"	"34"	"Male"	"M"	"White"	"2106-3"	"2019"	"2019"	48	211142	22.7
	"California"	"06"	"35 years"	"35"	"Female"	"F"	"White"	"2106-3"	"2018"	"2018"	17	191147	Unreliable
	"California"	"06"	"35 years"	"35"	"Female"	"F"	"White"	"2106-3"	"2019"	"2019"	20	187087	10.7
	"California"	"06"	"35 years"	"35"	"Male"	"M"	"White"	"2106-3"	"2018"	"2018"	43	207135	20.8
	"California"	"06"	"35 years"	"35"	"Male"	"M"	"White"	"2106-3"	"2019"	"2019"	56	203742	27.5
	"California"	"06"	"36 years"	"36"	"Female"	"F"	"White"	"2106-3"	"2018"	"2018"	13	190811	Unreliable
	"California"	"06"	"36 years"	"36"	"Male"	"M"	"White"	"2106-3"	"2018"	"2018"	37	205437	18.0
	"California"	"06"	"36 years"	"36"	"Male"	"M"	"White"	"2106-3"	"2019"	"2019"	54	204898	26.4
	"California"	"06"	"37 years"	"37"	"Male"	"M"	"White"	"2106-3"	"2018"	"2018"	35	201080	17.4
	"California"	"06"	"37 years"	"37"	"Male"	"M"	"White"	"2106-3"	"2019"	"2019"	53	203174	26.1
	"California"	"06"	"38 years"	"38"	"Female"	"F"	"White"	"2106-3"	"2019"	"2019"	13	186403	Unreliable
	"California"	"06"	"38 years"	"38"	"Male"	"M"	"White"	"2106-3"	"2018"	"2018"	38	204577	18.6
	"California"	"06"	"38 years"	"38"	"Male"	"M"	"White"	"2106-3"	"2019"	"2019"	47	198819	23.6
	"California"	"06"	"39 years"	"39"	"Female"	"F"	"White"	"2106-3"	"2018"	"2018"	13	176585	Unreliable
	"California"	"06"	"39 years"	"39"	"Female"	"F"	"White"	"2106-3"	"2019"	"2019"	12	187095	Unreliable
	"California"	"06"	"39 years"	"39"	"Male"	"M"	"White"	"2106-3"	"2018"	"2018"	30	188156	15.9
	"California"	"06"	"39 years"	"39"	"Male"	"M"	"White"	"2106-3"	"2019"	"2019"	42	201824	20.8
	"California"	"06"	"40 years"	"40"	"Male"	"M"	"White"	"2106-3"	"2018"	"2018"	31	184250	16.8
	"California"	"06"	"40 years"	"40"	"Male"	"M"	"White"	"2106-3"	"2019"	"2019"	55	185913	29.6
	"California"	"06"	"41 years"	"41"	"Female"	"F"	"White"	"2106-3"	"2018"	"2018"	12	173546	Unreliable
	"California"	"06"	"41 years"	"41"	"Male"	"M"	"White"	"2106-3"	"2018"	"2018"	41	181869	22.5
	"California"	"06"	"41 years"	"41"	"Male"	"M"	"White"	"2106-3"	"2019"	"2019"	40	181392	22.1
	"California"	"06"	"42 years"	"42"	"Female"	"F"	"White"	"2106-3"	"2018"	"2018"	10	170271	Unreliable
	"California"	"06"	"42 years"	"42"	"Female"	"F"	"White"	"2106-3"	"2019"	"2019"	14	171343	Unreliable
	"California"	"06"	"42 years"	"42"	"Male"	"M"	"White"	"2106-3"	"2018"	"2018"	19	177261	Unreliable
	"California"	"06"	"42 years"	"42"	"Male"	"M"	"White"	"2106-3"	"2019"	"2019"	44	179279	24.5
	"California"	"06"	"43 years"	"43"	"Female"	"F"	"White"	"2106-3"	"2019"	"2019"	13	168018	Unreliable
	"California"	"06"	"43 years"	"43"	"Male"	"M"	"White"	"2106-3"	"2018"	"2018"	24	182823	13.1
	"California"	"06"	"43 years"	"43"	"Male"	"M"	"White"	"2106-3"	"2019"	"2019"	39	174708	22.3
	"California"	"06"	"44 years"	"44"	"Female"	"F"	"White"	"2106-3"	"2019"	"2019"	11	173093	Unreliable
	"California"	"06"	"44 years"	"44"	"Male"	"M"	"White"	"2106-3"	"2018"	"2018"	24	175070	13.7
	"California"	"06"	"44 years"	"44"	"Male"	"M"	"White"	"2106-3"	"2019"	"2019"	38	180385	21.1
	"California"	"06"	"45 years"	"45"	"Female"	"F"	"White"	"2106-3"	"2018"	"2018"	11	170410	Unreliable
	"California"	"06"	"45 years"	"45"	"Female"	"F"	"White"	"2106-3"	"2019"	"2019"	13	166827	Unreliable
	"California"	"06"	"45 years"	"45"	"Male"	"M"	"White"	"2106-3"	"2018"	"2018"	27	174794	15.4
	"California"	"06"	"45 years"	"45"	"Male"	"M"	"White"	"2106-3"	"2019"	"2019"	30	172748	17.4
	"California"	"06"	"46 years"	"46"	"Female"	"F"	"White"	"2106-3"	"2018"	"2018"	13	174359	Unreliable
	"California"	"06"	"46 years"	"46"	"Male"	"M"	"White"	"2106-3"	"2018"	"2018"	23	179776	12.8
	"California"	"06"	"46 years"	"46"	"Male"	"M"	"White"	"2106-3"	"2019"	"2019"	35	172245	20.3
	"California"	"06"	"47 years"	"47"	"Female"	"F"	"White"	"2106-3"	"2018"	"2018"	11	184834	Unreliable
	"California"	"06"	"47 years"	"47"	"Female"	"F"	"White"	"2106-3"	"2019"	"2019"	14	171944	Unreliable
	"California"	"06"	"47 years"	"47"	"Male"	"M"	"White"	"2106-3"	"2018"	"2018"	33	189861	17.4
	"California"	"06"	"47 years"	"47"	"Male"	"M"	"White"	"2106-3"	"2019"	"2019"	44	176865	24.9
	"California"	"06"	"48 years"	"48"	"Female"	"F"	"White"	"2106-3"	"2018"	"2018"	14	191252	Unreliable
	"California"	"06"	"48 years"	"48"	"Female"	"F"	"White"	"2106-3"	"2019"	"2019"	20	182162	11.0
	"California"	"06"	"48 years"	"48"	"Male"	"M"	"White"	"2106-3"	"2018"	"2018"	38	199271	19.1
	"California"	"06"	"48 years"	"48"	"Male"	"M"	"White"	"2106-3"	"2019"	"2019"	47	187280	25.1
	"California"	"06"	"49 years"	"49"	"Female"	"F"	"White"	"2106-3"	"2018"	"2018"	16	181545	Unreliable
	"California"	"06"	"49 years"	"49"	"Female"	"F"	"White"	"2106-3"	"2019"	"2019"	19	188584	Unreliable
	"California"	"06"	"49 years"	"49"	"Male"	"M"	"White"	"2106-3"	"2018"	"2018"	33	187449	17.6
	"California"	"06"	"49 years"	"49"	"Male"	"M"	"White"	"2106-3"	"2019"	"2019"	43	196263	21.9
	"California"	"06"	"50 years"	"50"	"Female"	"F"	"White"	"2106-3"	"2019"	"2019"	23	178892	12.9
	"California"	"06"	"50 years"	"50"	"Male"	"M"	"White"	"2106-3"	"2018"	"2018"	36	183812	19.6
	"California"	"06"	"50 years"	"50"	"Male"	"M"	"White"	"2106-3"	"2019"	"2019"	46	184790	24.9
	"California"	"06"	"51 years"	"51"	"Female"	"F"	"White"	"2106-3"	"2019"	"2019"	14	173820	Unreliable
	"California"	"06"	"51 years"	"51"	"Male"	"M"	"White"	"2106-3"	"2018"	"2018"	28	180025	15.6
	"California"	"06"	"51 years"	"51"	"Male"	"M"	"White"	"2106-3"	"2019"	"2019"	40	180242	22.2
	"California"	"06"	"52 years"	"52"	"Female"	"F"	"White"	"2106-3"	"2018"	"2018"	18	174657	Unreliable
	"California"	"06"	"52 years"	"52"	"Female"	"F"	"White"	"2106-3"	"2019"	"2019"	19	172062	Unreliable
	"California"	"06"	"52 years"	"52"	"Male"	"M"	"White"	"2106-3"	"2018"	"2018"	25	180389	13.9
	"California"	"06"	"52 years"	"52"	"Male"	"M"	"White"	"2106-3"	"2019"	"2019"	36	177078	20.3
	"California"	"06"	"53 years"	"53"	"Female"	"F"	"White"	"2106-3"	"2018"	"2018"	21	184977	11.4
	"California"	"06"	"53 years"	"53"	"Female"	"F"	"White"	"2106-3"	"2019"	"2019"	17	171900	Unreliable
	"California"	"06"	"53 years"	"53"	"Male"	"M"	"White"	"2106-3"	"2018"	"2018"	30	189527	15.8
	"California"	"06"	"53 years"	"53"	"Male"	"M"	"White"	"2106-3"	"2019"	"2019"	31	177042	17.5
	"California"	"06"	"54 years"	"54"	"Female"	"F"	"White"	"2106-3"	"2018"	"2018"	21	187361	11.2
	"California"	"06"	"54 years"	"54"	"Female"	"F"	"White"	"2106-3"	"2019"	"2019"	17	182185	Unreliable
	"California"	"06"	"54 years"	"54"	"Male"	"M"	"Black or African American"	"2054-5"	"2019"	"2019"	13	17279	Unreliable
	"California"	"06"	"54 years"	"54"	"Male"	"M"	"White"	"2106-3"	"2018"	"2018"	35	189368	18.5
	"California"	"06"	"54 years"	"54"	"Male"	"M"	"White"	"2106-3"	"2019"	"2019"	33	186411	17.7
	"California"	"06"	"55 years"	"55"	"Female"	"F"	"White"	"2106-3"	"2018"	"2018"	10	185676	Unreliable
	"California"	"06"	"55 years"	"55"	"Female"	"F"	"White"	"2106-3"	"2019"	"2019"	16	184192	Unreliable
	"California"	"06"	"55 years"	"55"	"Male"	"M"	"White"	"2106-3"	"2018"	"2018"	32	186804	17.1
