"Notes"	"State"	"State Code"	"Ten-Year Age Groups"	"Ten-Year Age Groups Code"	"Gender"	"Gender Code"	"Single Race 6"	"Single Race 6 Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"Alabama"	"01"	"< 1 year"	"1"	"Female"	"F"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"2022 "	"2022"	0	27	Unreliable
	"Alabama"	"01"	"< 1 year"	"1"	"Female"	"F"	"White"	"2106-3"	"2019"	"2019"	0	17353	Unreliable
	"Alabama"	"01"	"< 1 year"	"1"	"Female"	"F"	"White"	"2106-3"	"2020"	"2020"	0	16784	Unreliable
	"Alabama"	"01"	"< 1 year"	"1"	"Female"	"F"	"White"	"2106-3"	"2021"	"2021"	0	16518	Unreliable
	"Alabama"	"01"	"< 1 year"	"1"	"Female"	"F"	"White"	"2106-3"	"2022 "	"2022"	0	17534	Unreliable
	"Alabama"	"01"	"< 1 year"	"1"	"Female"	"F"	"More than one race"	"M"	"2018"	"2018"	0	1079	Unreliable
	"Alabama"	"01"	"< 1 year"	"1"	"Female"	"F"	"More than one race"	"M"	"2019"	"2019"	0	1077	Unreliable
	"Alabama"	"01"	"< 1 year"	"1"	"Female"	"F"	"More than one race"	"M"	"2020"	"2020"	0	1177	Unreliable
	"Alabama"	"01"	"< 1 year"	"1"	"Female"	"F"	"More than one race"	"M"	"2021"	"2021"	0	1342	Unreliable
	"Alabama"	"01"	"< 1 year"	"1"	"Female"	"F"	"More than one race"	"M"	"2022 "	"2022"	0	1365	Unreliable
	"Alabama"	"01"	"< 1 year"	"1"	"Female"	"F"	"Not Available"	"999"	"2018"	"2018"	0	0	Unreliable
	"Alabama"	"01"	"< 1 year"	"1"	"Female"	"F"	"Not Available"	"999"	"2019"	"2019"	0	0	Unreliable
	"Alabama"	"01"	"< 1 year"	"1"	"Female"	"F"	"Not Available"	"999"	"2020"	"2020"	0	0	Unreliable
	"Alabama"	"01"	"< 1 year"	"1"	"Female"	"F"	"Not Available"	"999"	"2021"	"2021"	0	0	Unreliable
	"Alabama"	"01"	"< 1 year"	"1"	"Female"	"F"	"Not Available"	"999"	"2022 "	"2022"	0	0	Unreliable
	"Alabama"	"01"	"< 1 year"	"1"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"2018"	"2018"	0	242	Unreliable
	"Alabama"	"01"	"< 1 year"	"1"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"2019"	"2019"	0	255	Unreliable
	"Alabama"	"01"	"< 1 year"	"1"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"2020"	"2020"	0	278	Unreliable
	"Alabama"	"01"	"< 1 year"	"1"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"2021"	"2021"	0	243	Unreliable
	"Alabama"	"01"	"< 1 year"	"1"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"2022 "	"2022"	0	161	Unreliable
	"Alabama"	"01"	"< 1 year"	"1"	"Male"	"M"	"Asian"	"A"	"2018"	"2018"	0	371	Unreliable
	"Alabama"	"01"	"< 1 year"	"1"	"Male"	"M"	"Asian"	"A"	"2019"	"2019"	0	361	Unreliable
	"Alabama"	"01"	"< 1 year"	"1"	"Male"	"M"	"Asian"	"A"	"2020"	"2020"	0	422	Unreliable
	"Alabama"	"01"	"< 1 year"	"1"	"Male"	"M"	"Asian"	"A"	"2021"	"2021"	0	422	Unreliable
	"Alabama"	"01"	"< 1 year"	"1"	"Male"	"M"	"Asian"	"A"	"2022 "	"2022"	0	424	Unreliable
	"Alabama"	"01"	"< 1 year"	"1"	"Male"	"M"	"Black or African American"	"2054-5"	"2018"	"2018"	0	9123	Unreliable
	"Alabama"	"01"	"< 1 year"	"1"	"Male"	"M"	"Black or African American"	"2054-5"	"2019"	"2019"	0	9031	Unreliable
	"Alabama"	"01"	"< 1 year"	"1"	"Male"	"M"	"Black or African American"	"2054-5"	"2020"	"2020"	0	9114	Unreliable
	"Alabama"	"01"	"< 1 year"	"1"	"Male"	"M"	"Black or African American"	"2054-5"	"2021"	"2021"	0	8972	Unreliable
	"Alabama"	"01"	"< 1 year"	"1"	"Male"	"M"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"2018"	"2018"	0	72	Unreliable
	"Alabama"	"01"	"< 1 year"	"1"	"Male"	"M"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"2019"	"2019"	0	63	Unreliable
	"Alabama"	"01"	"< 1 year"	"1"	"Male"	"M"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"2020"	"2020"	0	79	Unreliable
	"Alabama"	"01"	"< 1 year"	"1"	"Male"	"M"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"2021"	"2021"	0	62	Unreliable
	"Alabama"	"01"	"< 1 year"	"1"	"Male"	"M"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"2022 "	"2022"	0	43	Unreliable
	"Alabama"	"01"	"< 1 year"	"1"	"Male"	"M"	"White"	"2106-3"	"2018"	"2018"	0	18076	Unreliable
	"Alabama"	"01"	"< 1 year"	"1"	"Male"	"M"	"White"	"2106-3"	"2019"	"2019"	0	18241	Unreliable
	"Alabama"	"01"	"< 1 year"	"1"	"Male"	"M"	"White"	"2106-3"	"2020"	"2020"	0	17583	Unreliable
	"Alabama"	"01"	"< 1 year"	"1"	"Male"	"M"	"White"	"2106-3"	"2021"	"2021"	0	17539	Unreliable
	"Alabama"	"01"	"< 1 year"	"1"	"Male"	"M"	"White"	"2106-3"	"2022 "	"2022"	0	18196	Unreliable
	"Alabama"	"01"	"< 1 year"	"1"	"Male"	"M"	"More than one race"	"M"	"2018"	"2018"	0	1127	Unreliable
	"Alabama"	"01"	"< 1 year"	"1"	"Male"	"M"	"More than one race"	"M"	"2019"	"2019"	0	1129	Unreliable
	"Alabama"	"01"	"< 1 year"	"1"	"Male"	"M"	"More than one race"	"M"	"2020"	"2020"	0	1223	Unreliable
	"Alabama"	"01"	"< 1 year"	"1"	"Male"	"M"	"More than one race"	"M"	"2021"	"2021"	0	1412	Unreliable
	"Alabama"	"01"	"< 1 year"	"1"	"Male"	"M"	"More than one race"	"M"	"2022 "	"2022"	0	1458	Unreliable
	"Alabama"	"01"	"< 1 year"	"1"	"Male"	"M"	"Not Available"	"999"	"2018"	"2018"	0	0	Unreliable
	"Alabama"	"01"	"< 1 year"	"1"	"Male"	"M"	"Not Available"	"999"	"2019"	"2019"	0	0	Unreliable
	"Alabama"	"01"	"< 1 year"	"1"	"Male"	"M"	"Not Available"	"999"	"2020"	"2020"	0	0	Unreliable
	"Alabama"	"01"	"< 1 year"	"1"	"Male"	"M"	"Not Available"	"999"	"2021"	"2021"	0	0	Unreliable
	"Alabama"	"01"	"< 1 year"	"1"	"Male"	"M"	"Not Available"	"999"	"2022 "	"2022"	0	0	Unreliable
	"Alabama"	"01"	"1-4 years"	"1-4"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2018"	"2018"	0	744	Unreliable
	"Alabama"	"01"	"1-4 years"	"1-4"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2019"	"2019"	0	776	Unreliable
	"Alabama"	"01"	"1-4 years"	"1-4"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2020"	"2020"	0	647	Unreliable
	"Alabama"	"01"	"1-4 years"	"1-4"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2021"	"2021"	0	790	Unreliable
	"Alabama"	"01"	"1-4 years"	"1-4"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2022 "	"2022"	0	793	Unreliable
	"Alabama"	"01"	"1-4 years"	"1-4"	"Female"	"F"	"Asian"	"A"	"2018"	"2018"	0	1879	Unreliable
	"Alabama"	"01"	"1-4 years"	"1-4"	"Female"	"F"	"Asian"	"A"	"2019"	"2019"	0	2015	Unreliable
	"Alabama"	"01"	"1-4 years"	"1-4"	"Female"	"F"	"Asian"	"A"	"2020"	"2020"	0	2183	Unreliable
	"Alabama"	"01"	"1-4 years"	"1-4"	"Female"	"F"	"Asian"	"A"	"2021"	"2021"	0	2088	Unreliable
	"Alabama"	"01"	"1-4 years"	"1-4"	"Female"	"F"	"Asian"	"A"	"2022 "	"2022"	0	1861	Unreliable
	"Alabama"	"01"	"1-4 years"	"1-4"	"Female"	"F"	"Black or African American"	"2054-5"	"2018"	"2018"	0	34642	Unreliable
	"Alabama"	"01"	"1-4 years"	"1-4"	"Female"	"F"	"Black or African American"	"2054-5"	"2019"	"2019"	0	34482	Unreliable
	"Alabama"	"01"	"1-4 years"	"1-4"	"Female"	"F"	"Black or African American"	"2054-5"	"2020"	"2020"	0	34671	Unreliable
	"Alabama"	"01"	"1-4 years"	"1-4"	"Female"	"F"	"Black or African American"	"2054-5"	"2022 "	"2022"	0	34940	Unreliable
	"Alabama"	"01"	"1-4 years"	"1-4"	"Female"	"F"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"2018"	"2018"	0	118	Unreliable
	"Alabama"	"01"	"1-4 years"	"1-4"	"Female"	"F"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"2019"	"2019"	0	90	Unreliable
	"Alabama"	"01"	"1-4 years"	"1-4"	"Female"	"F"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"2020"	"2020"	0	172	Unreliable
	"Alabama"	"01"	"1-4 years"	"1-4"	"Female"	"F"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"2021"	"2021"	0	200	Unreliable
	"Alabama"	"01"	"1-4 years"	"1-4"	"Female"	"F"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"2022 "	"2022"	0	181	Unreliable
	"Alabama"	"01"	"1-4 years"	"1-4"	"Female"	"F"	"White"	"2106-3"	"2018"	"2018"	0	73584	Unreliable
	"Alabama"	"01"	"1-4 years"	"1-4"	"Female"	"F"	"White"	"2106-3"	"2019"	"2019"	0	74139	Unreliable
	"Alabama"	"01"	"1-4 years"	"1-4"	"Female"	"F"	"White"	"2106-3"	"2020"	"2020"	0	72147	Unreliable
	"Alabama"	"01"	"1-4 years"	"1-4"	"Female"	"F"	"White"	"2106-3"	"2021"	"2021"	0	71786	Unreliable
	"Alabama"	"01"	"1-4 years"	"1-4"	"Female"	"F"	"White"	"2106-3"	"2022 "	"2022"	0	70538	Unreliable
	"Alabama"	"01"	"1-4 years"	"1-4"	"Female"	"F"	"More than one race"	"M"	"2018"	"2018"	0	5244	Unreliable
	"Alabama"	"01"	"1-4 years"	"1-4"	"Female"	"F"	"More than one race"	"M"	"2019"	"2019"	0	5319	Unreliable
	"Alabama"	"01"	"1-4 years"	"1-4"	"Female"	"F"	"More than one race"	"M"	"2020"	"2020"	0	5450	Unreliable
	"Alabama"	"01"	"1-4 years"	"1-4"	"Female"	"F"	"More than one race"	"M"	"2022 "	"2022"	0	5374	Unreliable
	"Alabama"	"01"	"1-4 years"	"1-4"	"Female"	"F"	"Not Available"	"999"	"2018"	"2018"	0	0	Unreliable
	"Alabama"	"01"	"1-4 years"	"1-4"	"Female"	"F"	"Not Available"	"999"	"2019"	"2019"	0	0	Unreliable
	"Alabama"	"01"	"1-4 years"	"1-4"	"Female"	"F"	"Not Available"	"999"	"2020"	"2020"	0	0	Unreliable
	"Alabama"	"01"	"1-4 years"	"1-4"	"Female"	"F"	"Not Available"	"999"	"2021"	"2021"	0	0	Unreliable
	"Alabama"	"01"	"1-4 years"	"1-4"	"Female"	"F"	"Not Available"	"999"	"2022 "	"2022"	0	0	Unreliable
	"Alabama"	"01"	"1-4 years"	"1-4"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"2018"	"2018"	0	739	Unreliable
	"Alabama"	"01"	"1-4 years"	"1-4"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"2019"	"2019"	0	693	Unreliable
	"Alabama"	"01"	"1-4 years"	"1-4"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"2020"	"2020"	0	672	Unreliable
	"Alabama"	"01"	"1-4 years"	"1-4"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"2021"	"2021"	0	775	Unreliable
	"Alabama"	"01"	"1-4 years"	"1-4"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"2022 "	"2022"	0	820	Unreliable
	"Alabama"	"01"	"1-4 years"	"1-4"	"Male"	"M"	"Asian"	"A"	"2018"	"2018"	0	1782	Unreliable
	"Alabama"	"01"	"1-4 years"	"1-4"	"Male"	"M"	"Asian"	"A"	"2019"	"2019"	0	1678	Unreliable
	"Alabama"	"01"	"1-4 years"	"1-4"	"Male"	"M"	"Asian"	"A"	"2020"	"2020"	0	2016	Unreliable
	"Alabama"	"01"	"1-4 years"	"1-4"	"Male"	"M"	"Asian"	"A"	"2021"	"2021"	0	1961	Unreliable
	"Alabama"	"01"	"1-4 years"	"1-4"	"Male"	"M"	"Asian"	"A"	"2022 "	"2022"	0	1903	Unreliable
	"Alabama"	"01"	"1-4 years"	"1-4"	"Male"	"M"	"Black or African American"	"2054-5"	"2018"	"2018"	0	35337	Unreliable
	"Alabama"	"01"	"1-4 years"	"1-4"	"Male"	"M"	"Black or African American"	"2054-5"	"2019"	"2019"	0	35280	Unreliable
	"Alabama"	"01"	"1-4 years"	"1-4"	"Male"	"M"	"Black or African American"	"2054-5"	"2021"	"2021"	0	36324	Unreliable
	"Alabama"	"01"	"1-4 years"	"1-4"	"Male"	"M"	"Black or African American"	"2054-5"	"2022 "	"2022"	0	35999	Unreliable
	"Alabama"	"01"	"1-4 years"	"1-4"	"Male"	"M"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"2018"	"2018"	0	122	Unreliable
	"Alabama"	"01"	"1-4 years"	"1-4"	"Male"	"M"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"2019"	"2019"	0	106	Unreliable
	"Alabama"	"01"	"1-4 years"	"1-4"	"Male"	"M"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"2020"	"2020"	0	206	Unreliable
	"Alabama"	"01"	"1-4 years"	"1-4"	"Male"	"M"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"2021"	"2021"	0	242	Unreliable
	"Alabama"	"01"	"1-4 years"	"1-4"	"Male"	"M"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"2022 "	"2022"	0	230	Unreliable
	"Alabama"	"01"	"1-4 years"	"1-4"	"Male"	"M"	"White"	"2106-3"	"2019"	"2019"	0	77430	Unreliable
	"Alabama"	"01"	"1-4 years"	"1-4"	"Male"	"M"	"White"	"2106-3"	"2022 "	"2022"	0	74073	Unreliable
	"Alabama"	"01"	"1-4 years"	"1-4"	"Male"	"M"	"More than one race"	"M"	"2018"	"2018"	0	5451	Unreliable
	"Alabama"	"01"	"1-4 years"	"1-4"	"Male"	"M"	"More than one race"	"M"	"2019"	"2019"	0	5448	Unreliable
	"Alabama"	"01"	"1-4 years"	"1-4"	"Male"	"M"	"More than one race"	"M"	"2020"	"2020"	0	5662	Unreliable
	"Alabama"	"01"	"1-4 years"	"1-4"	"Male"	"M"	"More than one race"	"M"	"2021"	"2021"	0	5654	Unreliable
	"Alabama"	"01"	"1-4 years"	"1-4"	"Male"	"M"	"More than one race"	"M"	"2022 "	"2022"	0	5705	Unreliable
	"Alabama"	"01"	"1-4 years"	"1-4"	"Male"	"M"	"Not Available"	"999"	"2018"	"2018"	0	0	Unreliable
	"Alabama"	"01"	"1-4 years"	"1-4"	"Male"	"M"	"Not Available"	"999"	"2019"	"2019"	0	0	Unreliable
	"Alabama"	"01"	"1-4 years"	"1-4"	"Male"	"M"	"Not Available"	"999"	"2020"	"2020"	0	0	Unreliable
	"Alabama"	"01"	"1-4 years"	"1-4"	"Male"	"M"	"Not Available"	"999"	"2021"	"2021"	0	0	Unreliable
	"Alabama"	"01"	"1-4 years"	"1-4"	"Male"	"M"	"Not Available"	"999"	"2022 "	"2022"	0	0	Unreliable
	"Alabama"	"01"	"5-14 years"	"5-14"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2018"	"2018"	0	2038	Unreliable
	"Alabama"	"01"	"5-14 years"	"5-14"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2019"	"2019"	0	1993	Unreliable
	"Alabama"	"01"	"5-14 years"	"5-14"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2020"	"2020"	0	1934	Unreliable
	"Alabama"	"01"	"5-14 years"	"5-14"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2021"	"2021"	0	1921	Unreliable
	"Alabama"	"01"	"5-14 years"	"5-14"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2022 "	"2022"	0	1858	Unreliable
	"Alabama"	"01"	"5-14 years"	"5-14"	"Female"	"F"	"Asian"	"A"	"2018"	"2018"	0	4836	Unreliable
	"Alabama"	"01"	"5-14 years"	"5-14"	"Female"	"F"	"Asian"	"A"	"2019"	"2019"	0	4573	Unreliable
	"Alabama"	"01"	"5-14 years"	"5-14"	"Female"	"F"	"Asian"	"A"	"2020"	"2020"	0	4695	Unreliable
	"Alabama"	"01"	"5-14 years"	"5-14"	"Female"	"F"	"Asian"	"A"	"2021"	"2021"	0	4916	Unreliable
	"Alabama"	"01"	"5-14 years"	"5-14"	"Female"	"F"	"Asian"	"A"	"2022 "	"2022"	0	5009	Unreliable
	"Alabama"	"01"	"5-14 years"	"5-14"	"Female"	"F"	"Black or African American"	"2054-5"	"2018"	"2018"	0	88344	Unreliable
	"Alabama"	"01"	"5-14 years"	"5-14"	"Female"	"F"	"Black or African American"	"2054-5"	"2019"	"2019"	0	88003	Unreliable
	"Alabama"	"01"	"5-14 years"	"5-14"	"Female"	"F"	"Black or African American"	"2054-5"	"2020"	"2020"	0	88612	Unreliable
	"Alabama"	"01"	"5-14 years"	"5-14"	"Female"	"F"	"Black or African American"	"2054-5"	"2021"	"2021"	0	91659	Unreliable
	"Alabama"	"01"	"5-14 years"	"5-14"	"Female"	"F"	"Black or African American"	"2054-5"	"2022 "	"2022"	0	89597	Unreliable
	"Alabama"	"01"	"5-14 years"	"5-14"	"Female"	"F"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"2018"	"2018"	0	435	Unreliable
	"Alabama"	"01"	"5-14 years"	"5-14"	"Female"	"F"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"2019"	"2019"	0	406	Unreliable
	"Alabama"	"01"	"5-14 years"	"5-14"	"Female"	"F"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"2020"	"2020"	0	425	Unreliable
	"Alabama"	"01"	"5-14 years"	"5-14"	"Female"	"F"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"2021"	"2021"	0	414	Unreliable
	"Alabama"	"01"	"5-14 years"	"5-14"	"Female"	"F"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"2022 "	"2022"	0	408	Unreliable
	"Alabama"	"01"	"5-14 years"	"5-14"	"Female"	"F"	"White"	"2106-3"	"2018"	"2018"	0	191616	Unreliable
	"Alabama"	"01"	"5-14 years"	"5-14"	"Female"	"F"	"White"	"2106-3"	"2019"	"2019"	0	192059	Unreliable
	"Alabama"	"01"	"5-14 years"	"5-14"	"Female"	"F"	"White"	"2106-3"	"2020"	"2020"	0	192049	Unreliable
	"Alabama"	"01"	"5-14 years"	"5-14"	"Female"	"F"	"White"	"2106-3"	"2021"	"2021"	0	199453	Unreliable
	"Alabama"	"01"	"5-14 years"	"5-14"	"Female"	"F"	"White"	"2106-3"	"2022 "	"2022"	0	195964	Unreliable
	"Alabama"	"01"	"5-14 years"	"5-14"	"Female"	"F"	"More than one race"	"M"	"2018"	"2018"	0	10782	Unreliable
	"Alabama"	"01"	"5-14 years"	"5-14"	"Female"	"F"	"More than one race"	"M"	"2019"	"2019"	0	11287	Unreliable
	"Alabama"	"01"	"5-14 years"	"5-14"	"Female"	"F"	"More than one race"	"M"	"2020"	"2020"	0	11667	Unreliable
	"Alabama"	"01"	"5-14 years"	"5-14"	"Female"	"F"	"More than one race"	"M"	"2021"	"2021"	0	12437	Unreliable
	"Alabama"	"01"	"5-14 years"	"5-14"	"Female"	"F"	"More than one race"	"M"	"2022 "	"2022"	0	12769	Unreliable
	"Alabama"	"01"	"5-14 years"	"5-14"	"Female"	"F"	"Not Available"	"999"	"2018"	"2018"	0	0	Unreliable
	"Alabama"	"01"	"5-14 years"	"5-14"	"Female"	"F"	"Not Available"	"999"	"2019"	"2019"	0	0	Unreliable
	"Alabama"	"01"	"5-14 years"	"5-14"	"Female"	"F"	"Not Available"	"999"	"2020"	"2020"	0	0	Unreliable
	"Alabama"	"01"	"5-14 years"	"5-14"	"Female"	"F"	"Not Available"	"999"	"2021"	"2021"	0	0	Unreliable
	"Alabama"	"01"	"5-14 years"	"5-14"	"Female"	"F"	"Not Available"	"999"	"2022 "	"2022"	0	0	Unreliable
	"Alabama"	"01"	"5-14 years"	"5-14"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"2018"	"2018"	0	2066	Unreliable
	"Alabama"	"01"	"5-14 years"	"5-14"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"2019"	"2019"	0	2073	Unreliable
	"Alabama"	"01"	"5-14 years"	"5-14"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"2020"	"2020"	0	1961	Unreliable
	"Alabama"	"01"	"5-14 years"	"5-14"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"2021"	"2021"	0	1969	Unreliable
	"Alabama"	"01"	"5-14 years"	"5-14"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"2022 "	"2022"	0	1944	Unreliable
	"Alabama"	"01"	"5-14 years"	"5-14"	"Male"	"M"	"Asian"	"A"	"2018"	"2018"	0	4572	Unreliable
	"Alabama"	"01"	"5-14 years"	"5-14"	"Male"	"M"	"Asian"	"A"	"2019"	"2019"	0	4429	Unreliable
	"Alabama"	"01"	"5-14 years"	"5-14"	"Male"	"M"	"Asian"	"A"	"2020"	"2020"	0	4592	Unreliable
	"Alabama"	"01"	"5-14 years"	"5-14"	"Male"	"M"	"Asian"	"A"	"2021"	"2021"	0	4857	Unreliable
	"Alabama"	"01"	"5-14 years"	"5-14"	"Male"	"M"	"Asian"	"A"	"2022 "	"2022"	0	4959	Unreliable
	"Alabama"	"01"	"5-14 years"	"5-14"	"Male"	"M"	"Black or African American"	"2054-5"	"2018"	"2018"	0	90923	Unreliable
	"Alabama"	"01"	"5-14 years"	"5-14"	"Male"	"M"	"Black or African American"	"2054-5"	"2019"	"2019"	0	90075	Unreliable
	"Alabama"	"01"	"5-14 years"	"5-14"	"Male"	"M"	"Black or African American"	"2054-5"	"2020"	"2020"	0	90505	Unreliable
	"Alabama"	"01"	"5-14 years"	"5-14"	"Male"	"M"	"Black or African American"	"2054-5"	"2022 "	"2022"	0	91840	Unreliable
	"Alabama"	"01"	"5-14 years"	"5-14"	"Male"	"M"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"2018"	"2018"	0	433	Unreliable
	"Alabama"	"01"	"5-14 years"	"5-14"	"Male"	"M"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"2019"	"2019"	0	392	Unreliable
	"Alabama"	"01"	"5-14 years"	"5-14"	"Male"	"M"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"2020"	"2020"	0	398	Unreliable
	"Alabama"	"01"	"5-14 years"	"5-14"	"Male"	"M"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"2021"	"2021"	0	383	Unreliable
	"Alabama"	"01"	"5-14 years"	"5-14"	"Male"	"M"	"Native Hawaiian or Other Pacific Islander"	"NHOPI"	"2022 "	"2022"	0	408	Unreliable
	"Alabama"	"01"	"5-14 years"	"5-14"	"Male"	"M"	"White"	"2106-3"	"2018"	"2018"	0	201320	Unreliable
	"Alabama"	"01"	"5-14 years"	"5-14"	"Male"	"M"	"White"	"2106-3"	"2019"	"2019"	0	201743	Unreliable
	"Alabama"	"01"	"5-14 years"	"5-14"	"Male"	"M"	"White"	"2106-3"	"2020"	"2020"	0	200903	Unreliable
	"Alabama"	"01"	"5-14 years"	"5-14"	"Male"	"M"	"White"	"2106-3"	"2021"	"2021"	0	209427	Unreliable
	"Alabama"	"01"	"5-14 years"	"5-14"	"Male"	"M"	"White"	"2106-3"	"2022 "	"2022"	0	205845	Unreliable
	"Alabama"	"01"	"5-14 years"	"5-14"	"Male"	"M"	"More than one race"	"M"	"2018"	"2018"	0	11030	Unreliable
	"Alabama"	"01"	"5-14 years"	"5-14"	"Male"	"M"	"More than one race"	"M"	"2019"	"2019"	0	11433	Unreliable
	"Alabama"	"01"	"5-14 years"	"5-14"	"Male"	"M"	"More than one race"	"M"	"2020"	"2020"	0	11873	Unreliable
