"Notes"	"State"	"State Code"	"Single-Year Ages"	"Single-Year Ages Code"	"Gender"	"Gender Code"	"Single Race 6"	"Single Race 6 Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"Alabama"	"01"	"42 years"	"42"	"Male"	"M"	"White"	"2106-3"	"2021"	"2021"	18	20626	Unreliable
	"Alabama"	"01"	"42 years"	"42"	"Male"	"M"	"White"	"2106-3"	"2022 "	"2022"	20	21499	93.0
	"Alabama"	"01"	"43 years"	"43"	"Male"	"M"	"White"	"2106-3"	"2021"	"2021"	15	20690	Unreliable
	"Alabama"	"01"	"43 years"	"43"	"Male"	"M"	"White"	"2106-3"	"2022 "	"2022"	16	20721	Unreliable
	"Alabama"	"01"	"44 years"	"44"	"Male"	"M"	"White"	"2106-3"	"2021"	"2021"	14	20737	Unreliable
	"Alabama"	"01"	"44 years"	"44"	"Male"	"M"	"White"	"2106-3"	"2022 "	"2022"	23	20737	110.9
	"Alabama"	"01"	"45 years"	"45"	"Female"	"F"	"White"	"2106-3"	"2022 "	"2022"	11	20585	Unreliable
	"Alabama"	"01"	"45 years"	"45"	"Male"	"M"	"White"	"2106-3"	"2020"	"2020"	11	20073	Unreliable
	"Alabama"	"01"	"45 years"	"45"	"Male"	"M"	"White"	"2106-3"	"2021"	"2021"	11	20007	Unreliable
	"Alabama"	"01"	"45 years"	"45"	"Male"	"M"	"White"	"2106-3"	"2022 "	"2022"	11	20720	Unreliable
	"Alabama"	"01"	"46 years"	"46"	"Male"	"M"	"White"	"2106-3"	"2021"	"2021"	10	20560	Unreliable
	"Alabama"	"01"	"46 years"	"46"	"Male"	"M"	"White"	"2106-3"	"2022 "	"2022"	10	20116	Unreliable
	"Alabama"	"01"	"47 years"	"47"	"Male"	"M"	"White"	"2106-3"	"2021"	"2021"	17	20635	Unreliable
	"Alabama"	"01"	"47 years"	"47"	"Male"	"M"	"White"	"2106-3"	"2022 "	"2022"	11	20605	Unreliable
	"Alabama"	"01"	"48 years"	"48"	"Male"	"M"	"White"	"2106-3"	"2021"	"2021"	13	21260	Unreliable
	"Alabama"	"01"	"48 years"	"48"	"Male"	"M"	"White"	"2106-3"	"2022 "	"2022"	12	20693	Unreliable
	"Alabama"	"01"	"49 years"	"49"	"Male"	"M"	"White"	"2106-3"	"2022 "	"2022"	10	21339	Unreliable
	"Alabama"	"01"	"50 years"	"50"	"Female"	"F"	"White"	"2106-3"	"2021"	"2021"	11	24075	Unreliable
	"Alabama"	"01"	"50 years"	"50"	"Female"	"F"	"White"	"2106-3"	"2022 "	"2022"	10	22227	Unreliable
	"Alabama"	"01"	"50 years"	"50"	"Male"	"M"	"White"	"2106-3"	"2022 "	"2022"	14	22878	Unreliable
	"Alabama"	"01"	"52 years"	"52"	"Male"	"M"	"White"	"2106-3"	"2022 "	"2022"	12	23995	Unreliable
	"Alabama"	"01"	"54 years"	"54"	"Male"	"M"	"White"	"2106-3"	"2022 "	"2022"	10	22185	Unreliable
	"Alabama"	"01"	"58 years"	"58"	"Male"	"M"	"White"	"2106-3"	"2021"	"2021"	12	24656	Unreliable
	"Alabama"	"01"	"58 years"	"58"	"Male"	"M"	"White"	"2106-3"	"2022 "	"2022"	11	24468	Unreliable
	"Alabama"	"01"	"61 years"	"61"	"Male"	"M"	"Black or African American"	"2054-5"	"2022 "	"2022"	11	7319	Unreliable
	"Arizona"	"04"	"17 years"	"17"	"Male"	"M"	"White"	"2106-3"	"2020"	"2020"	18	37515	Unreliable
	"Arizona"	"04"	"18 years"	"18"	"Male"	"M"	"White"	"2106-3"	"2020"	"2020"	16	38883	Unreliable
	"Arizona"	"04"	"18 years"	"18"	"Male"	"M"	"White"	"2106-3"	"2021"	"2021"	12	38663	Unreliable
	"Arizona"	"04"	"19 years"	"19"	"Male"	"M"	"White"	"2106-3"	"2020"	"2020"	19	40950	Unreliable
	"Arizona"	"04"	"19 years"	"19"	"Male"	"M"	"White"	"2106-3"	"2021"	"2021"	13	39685	Unreliable
	"Arizona"	"04"	"20 years"	"20"	"Male"	"M"	"White"	"2106-3"	"2020"	"2020"	29	40621	71.4
	"Arizona"	"04"	"20 years"	"20"	"Male"	"M"	"White"	"2106-3"	"2021"	"2021"	20	39420	50.7
	"Arizona"	"04"	"20 years"	"20"	"Male"	"M"	"White"	"2106-3"	"2022 "	"2022"	10	40154	Unreliable
	"Arizona"	"04"	"21 years"	"21"	"Male"	"M"	"White"	"2106-3"	"2020"	"2020"	27	40387	66.9
	"Arizona"	"04"	"21 years"	"21"	"Male"	"M"	"White"	"2106-3"	"2021"	"2021"	15	39898	Unreliable
	"Arizona"	"04"	"21 years"	"21"	"Male"	"M"	"White"	"2106-3"	"2022 "	"2022"	11	43721	Unreliable
	"Arizona"	"04"	"22 years"	"22"	"Female"	"F"	"White"	"2106-3"	"2021"	"2021"	13	37492	Unreliable
	"Arizona"	"04"	"22 years"	"22"	"Male"	"M"	"White"	"2106-3"	"2020"	"2020"	34	40628	83.7
	"Arizona"	"04"	"22 years"	"22"	"Male"	"M"	"White"	"2106-3"	"2021"	"2021"	26	39328	66.1
	"Arizona"	"04"	"22 years"	"22"	"Male"	"M"	"White"	"2106-3"	"2022 "	"2022"	15	43360	Unreliable
	"Arizona"	"04"	"23 years"	"23"	"Female"	"F"	"White"	"2106-3"	"2021"	"2021"	14	38175	Unreliable
	"Arizona"	"04"	"23 years"	"23"	"Male"	"M"	"White"	"2106-3"	"2020"	"2020"	32	41182	77.7
	"Arizona"	"04"	"23 years"	"23"	"Male"	"M"	"White"	"2106-3"	"2021"	"2021"	36	39955	90.1
	"Arizona"	"04"	"23 years"	"23"	"Male"	"M"	"White"	"2106-3"	"2022 "	"2022"	21	42618	49.3
	"Arizona"	"04"	"24 years"	"24"	"Male"	"M"	"White"	"2106-3"	"2020"	"2020"	42	41333	101.6
	"Arizona"	"04"	"24 years"	"24"	"Male"	"M"	"White"	"2106-3"	"2021"	"2021"	32	39949	80.1
	"Arizona"	"04"	"24 years"	"24"	"Male"	"M"	"White"	"2106-3"	"2022 "	"2022"	17	41985	Unreliable
	"Arizona"	"04"	"25 years"	"25"	"Female"	"F"	"White"	"2106-3"	"2020"	"2020"	11	39266	Unreliable
	"Arizona"	"04"	"25 years"	"25"	"Male"	"M"	"White"	"2106-3"	"2020"	"2020"	31	42024	73.8
	"Arizona"	"04"	"25 years"	"25"	"Male"	"M"	"White"	"2106-3"	"2021"	"2021"	26	39859	65.2
	"Arizona"	"04"	"25 years"	"25"	"Male"	"M"	"White"	"2106-3"	"2022 "	"2022"	23	41695	55.2
	"Arizona"	"04"	"26 years"	"26"	"Female"	"F"	"White"	"2106-3"	"2020"	"2020"	10	39372	Unreliable
	"Arizona"	"04"	"26 years"	"26"	"Female"	"F"	"White"	"2106-3"	"2021"	"2021"	12	37774	Unreliable
	"Arizona"	"04"	"26 years"	"26"	"Male"	"M"	"White"	"2106-3"	"2020"	"2020"	29	42623	68.0
	"Arizona"	"04"	"26 years"	"26"	"Male"	"M"	"White"	"2106-3"	"2021"	"2021"	28	40164	69.7
	"Arizona"	"04"	"26 years"	"26"	"Male"	"M"	"White"	"2106-3"	"2022 "	"2022"	30	41077	73.0
	"Arizona"	"04"	"27 years"	"27"	"Female"	"F"	"White"	"2106-3"	"2021"	"2021"	12	37993	Unreliable
	"Arizona"	"04"	"27 years"	"27"	"Male"	"M"	"White"	"2106-3"	"2020"	"2020"	38	43103	88.2
	"Arizona"	"04"	"27 years"	"27"	"Male"	"M"	"White"	"2106-3"	"2021"	"2021"	49	40785	120.1
	"Arizona"	"04"	"27 years"	"27"	"Male"	"M"	"White"	"2106-3"	"2022 "	"2022"	21	40997	51.2
	"Arizona"	"04"	"28 years"	"28"	"Male"	"M"	"White"	"2106-3"	"2020"	"2020"	31	43721	70.9
	"Arizona"	"04"	"28 years"	"28"	"Male"	"M"	"White"	"2106-3"	"2021"	"2021"	35	40966	85.4
	"Arizona"	"04"	"28 years"	"28"	"Male"	"M"	"White"	"2106-3"	"2022 "	"2022"	32	41578	77.0
	"Arizona"	"04"	"29 years"	"29"	"Female"	"F"	"White"	"2106-3"	"2020"	"2020"	12	41553	Unreliable
	"Arizona"	"04"	"29 years"	"29"	"Female"	"F"	"White"	"2106-3"	"2021"	"2021"	11	39392	Unreliable
	"Arizona"	"04"	"29 years"	"29"	"Female"	"F"	"White"	"2106-3"	"2022 "	"2022"	13	38498	Unreliable
	"Arizona"	"04"	"29 years"	"29"	"Male"	"M"	"White"	"2106-3"	"2020"	"2020"	44	44733	98.4
	"Arizona"	"04"	"29 years"	"29"	"Male"	"M"	"White"	"2106-3"	"2021"	"2021"	52	41778	124.5
	"Arizona"	"04"	"29 years"	"29"	"Male"	"M"	"White"	"2106-3"	"2022 "	"2022"	48	41806	114.8
	"Arizona"	"04"	"30 years"	"30"	"Female"	"F"	"White"	"2106-3"	"2020"	"2020"	11	40898	Unreliable
	"Arizona"	"04"	"30 years"	"30"	"Female"	"F"	"White"	"2106-3"	"2022 "	"2022"	10	39454	Unreliable
	"Arizona"	"04"	"30 years"	"30"	"Male"	"M"	"White"	"2106-3"	"2020"	"2020"	36	44312	81.2
	"Arizona"	"04"	"30 years"	"30"	"Male"	"M"	"White"	"2106-3"	"2021"	"2021"	45	42382	106.2
	"Arizona"	"04"	"30 years"	"30"	"Male"	"M"	"White"	"2106-3"	"2022 "	"2022"	37	42206	87.7
	"Arizona"	"04"	"31 years"	"31"	"Female"	"F"	"White"	"2106-3"	"2020"	"2020"	16	38381	Unreliable
	"Arizona"	"04"	"31 years"	"31"	"Female"	"F"	"White"	"2106-3"	"2021"	"2021"	10	39261	Unreliable
	"Arizona"	"04"	"31 years"	"31"	"Female"	"F"	"White"	"2106-3"	"2022 "	"2022"	13	39678	Unreliable
	"Arizona"	"04"	"31 years"	"31"	"Male"	"M"	"White"	"2106-3"	"2020"	"2020"	51	41419	123.1
	"Arizona"	"04"	"31 years"	"31"	"Male"	"M"	"White"	"2106-3"	"2021"	"2021"	47	42092	111.7
	"Arizona"	"04"	"31 years"	"31"	"Male"	"M"	"White"	"2106-3"	"2022 "	"2022"	29	42793	67.8
	"Arizona"	"04"	"32 years"	"32"	"Female"	"F"	"White"	"2106-3"	"2020"	"2020"	11	37508	Unreliable
	"Arizona"	"04"	"32 years"	"32"	"Female"	"F"	"White"	"2106-3"	"2021"	"2021"	14	37504	Unreliable
	"Arizona"	"04"	"32 years"	"32"	"Male"	"M"	"White"	"2106-3"	"2020"	"2020"	31	40416	76.7
	"Arizona"	"04"	"32 years"	"32"	"Male"	"M"	"White"	"2106-3"	"2021"	"2021"	34	40349	84.3
	"Arizona"	"04"	"32 years"	"32"	"Male"	"M"	"White"	"2106-3"	"2022 "	"2022"	47	42698	110.1
	"Arizona"	"04"	"33 years"	"33"	"Female"	"F"	"White"	"2106-3"	"2020"	"2020"	19	36355	Unreliable
	"Arizona"	"04"	"33 years"	"33"	"Female"	"F"	"White"	"2106-3"	"2021"	"2021"	14	36644	Unreliable
	"Arizona"	"04"	"33 years"	"33"	"Female"	"F"	"White"	"2106-3"	"2022 "	"2022"	12	37426	Unreliable
	"Arizona"	"04"	"33 years"	"33"	"Male"	"M"	"White"	"2106-3"	"2020"	"2020"	32	39330	81.4
	"Arizona"	"04"	"33 years"	"33"	"Male"	"M"	"White"	"2106-3"	"2021"	"2021"	37	39365	94.0
	"Arizona"	"04"	"33 years"	"33"	"Male"	"M"	"White"	"2106-3"	"2022 "	"2022"	42	40514	103.7
	"Arizona"	"04"	"34 years"	"34"	"Female"	"F"	"White"	"2106-3"	"2021"	"2021"	11	35954	Unreliable
	"Arizona"	"04"	"34 years"	"34"	"Male"	"M"	"White"	"2106-3"	"2020"	"2020"	38	39806	95.5
	"Arizona"	"04"	"34 years"	"34"	"Male"	"M"	"White"	"2106-3"	"2021"	"2021"	37	38960	95.0
	"Arizona"	"04"	"34 years"	"34"	"Male"	"M"	"White"	"2106-3"	"2022 "	"2022"	29	39635	73.2
	"Arizona"	"04"	"35 years"	"35"	"Female"	"F"	"White"	"2106-3"	"2020"	"2020"	14	37173	Unreliable
	"Arizona"	"04"	"35 years"	"35"	"Male"	"M"	"White"	"2106-3"	"2020"	"2020"	39	39395	99.0
	"Arizona"	"04"	"35 years"	"35"	"Male"	"M"	"White"	"2106-3"	"2021"	"2021"	41	39087	104.9
	"Arizona"	"04"	"35 years"	"35"	"Male"	"M"	"White"	"2106-3"	"2022 "	"2022"	35	39066	89.6
	"Arizona"	"04"	"36 years"	"36"	"Female"	"F"	"White"	"2106-3"	"2020"	"2020"	21	36002	58.3
	"Arizona"	"04"	"36 years"	"36"	"Male"	"M"	"White"	"2106-3"	"2020"	"2020"	26	38133	68.2
	"Arizona"	"04"	"36 years"	"36"	"Male"	"M"	"White"	"2106-3"	"2021"	"2021"	38	38917	97.6
	"Arizona"	"04"	"36 years"	"36"	"Male"	"M"	"White"	"2106-3"	"2022 "	"2022"	38	39249	96.8
	"Arizona"	"04"	"37 years"	"37"	"Female"	"F"	"White"	"2106-3"	"2020"	"2020"	12	36716	Unreliable
	"Arizona"	"04"	"37 years"	"37"	"Female"	"F"	"White"	"2106-3"	"2021"	"2021"	13	35359	Unreliable
	"Arizona"	"04"	"37 years"	"37"	"Male"	"M"	"White"	"2106-3"	"2020"	"2020"	35	38732	90.4
	"Arizona"	"04"	"37 years"	"37"	"Male"	"M"	"White"	"2106-3"	"2021"	"2021"	43	38024	113.1
	"Arizona"	"04"	"37 years"	"37"	"Male"	"M"	"White"	"2106-3"	"2022 "	"2022"	31	39276	78.9
	"Arizona"	"04"	"38 years"	"38"	"Female"	"F"	"White"	"2106-3"	"2020"	"2020"	13	37392	Unreliable
	"Arizona"	"04"	"38 years"	"38"	"Female"	"F"	"White"	"2106-3"	"2022 "	"2022"	11	35368	Unreliable
	"Arizona"	"04"	"38 years"	"38"	"Male"	"M"	"White"	"2106-3"	"2020"	"2020"	22	38928	56.5
	"Arizona"	"04"	"38 years"	"38"	"Male"	"M"	"White"	"2106-3"	"2021"	"2021"	20	38779	51.6
	"Arizona"	"04"	"38 years"	"38"	"Male"	"M"	"White"	"2106-3"	"2022 "	"2022"	37	38287	96.6
	"Arizona"	"04"	"39 years"	"39"	"Female"	"F"	"White"	"2106-3"	"2021"	"2021"	11	36734	Unreliable
	"Arizona"	"04"	"39 years"	"39"	"Female"	"F"	"White"	"2106-3"	"2022 "	"2022"	10	36152	Unreliable
	"Arizona"	"04"	"39 years"	"39"	"Male"	"M"	"White"	"2106-3"	"2020"	"2020"	26	38342	67.8
	"Arizona"	"04"	"39 years"	"39"	"Male"	"M"	"White"	"2106-3"	"2021"	"2021"	30	38813	77.3
	"Arizona"	"04"	"39 years"	"39"	"Male"	"M"	"White"	"2106-3"	"2022 "	"2022"	39	38789	100.5
	"Arizona"	"04"	"40 years"	"40"	"Female"	"F"	"White"	"2106-3"	"2021"	"2021"	14	36568	Unreliable
	"Arizona"	"04"	"40 years"	"40"	"Male"	"M"	"White"	"2106-3"	"2020"	"2020"	28	39495	70.9
	"Arizona"	"04"	"40 years"	"40"	"Male"	"M"	"White"	"2106-3"	"2021"	"2021"	30	38576	77.8
	"Arizona"	"04"	"40 years"	"40"	"Male"	"M"	"White"	"2106-3"	"2022 "	"2022"	27	39088	69.1
	"Arizona"	"04"	"41 years"	"41"	"Female"	"F"	"White"	"2106-3"	"2022 "	"2022"	10	36293	Unreliable
	"Arizona"	"04"	"41 years"	"41"	"Male"	"M"	"White"	"2106-3"	"2020"	"2020"	19	36219	Unreliable
	"Arizona"	"04"	"41 years"	"41"	"Male"	"M"	"White"	"2106-3"	"2021"	"2021"	27	38273	70.5
	"Arizona"	"04"	"41 years"	"41"	"Male"	"M"	"White"	"2106-3"	"2022 "	"2022"	39	38704	100.8
	"Arizona"	"04"	"42 years"	"42"	"Female"	"F"	"White"	"2106-3"	"2020"	"2020"	11	34655	Unreliable
	"Arizona"	"04"	"42 years"	"42"	"Female"	"F"	"White"	"2106-3"	"2021"	"2021"	11	34800	Unreliable
	"Arizona"	"04"	"42 years"	"42"	"Male"	"M"	"White"	"2106-3"	"2020"	"2020"	16	35252	Unreliable
	"Arizona"	"04"	"42 years"	"42"	"Male"	"M"	"White"	"2106-3"	"2021"	"2021"	25	36204	69.1
	"Arizona"	"04"	"42 years"	"42"	"Male"	"M"	"White"	"2106-3"	"2022 "	"2022"	16	38581	Unreliable
	"Arizona"	"04"	"43 years"	"43"	"Male"	"M"	"White"	"2106-3"	"2020"	"2020"	19	35027	Unreliable
	"Arizona"	"04"	"43 years"	"43"	"Male"	"M"	"White"	"2106-3"	"2021"	"2021"	25	35281	70.9
	"Arizona"	"04"	"43 years"	"43"	"Male"	"M"	"White"	"2106-3"	"2022 "	"2022"	44	36212	121.5
	"Arizona"	"04"	"44 years"	"44"	"Male"	"M"	"White"	"2106-3"	"2020"	"2020"	18	34508	Unreliable
	"Arizona"	"04"	"44 years"	"44"	"Male"	"M"	"White"	"2106-3"	"2021"	"2021"	25	35004	71.4
	"Arizona"	"04"	"44 years"	"44"	"Male"	"M"	"White"	"2106-3"	"2022 "	"2022"	24	35519	67.6
	"Arizona"	"04"	"45 years"	"45"	"Male"	"M"	"White"	"2106-3"	"2020"	"2020"	21	35958	58.4
	"Arizona"	"04"	"45 years"	"45"	"Male"	"M"	"White"	"2106-3"	"2021"	"2021"	19	34173	Unreliable
	"Arizona"	"04"	"45 years"	"45"	"Male"	"M"	"White"	"2106-3"	"2022 "	"2022"	33	35130	93.9
	"Arizona"	"04"	"46 years"	"46"	"Male"	"M"	"White"	"2106-3"	"2020"	"2020"	17	34658	Unreliable
	"Arizona"	"04"	"46 years"	"46"	"Male"	"M"	"White"	"2106-3"	"2021"	"2021"	17	34900	Unreliable
	"Arizona"	"04"	"46 years"	"46"	"Male"	"M"	"White"	"2106-3"	"2022 "	"2022"	29	34250	84.7
	"Arizona"	"04"	"47 years"	"47"	"Female"	"F"	"White"	"2106-3"	"2021"	"2021"	12	33598	Unreliable
	"Arizona"	"04"	"47 years"	"47"	"Male"	"M"	"White"	"2106-3"	"2020"	"2020"	18	34369	Unreliable
	"Arizona"	"04"	"47 years"	"47"	"Male"	"M"	"White"	"2106-3"	"2021"	"2021"	19	34355	Unreliable
	"Arizona"	"04"	"47 years"	"47"	"Male"	"M"	"White"	"2106-3"	"2022 "	"2022"	21	35168	59.7
	"Arizona"	"04"	"48 years"	"48"	"Female"	"F"	"White"	"2106-3"	"2020"	"2020"	11	35754	Unreliable
	"Arizona"	"04"	"48 years"	"48"	"Female"	"F"	"White"	"2106-3"	"2021"	"2021"	14	33484	Unreliable
	"Arizona"	"04"	"48 years"	"48"	"Male"	"M"	"White"	"2106-3"	"2020"	"2020"	20	35317	56.6
	"Arizona"	"04"	"48 years"	"48"	"Male"	"M"	"White"	"2106-3"	"2021"	"2021"	10	34052	Unreliable
	"Arizona"	"04"	"48 years"	"48"	"Male"	"M"	"White"	"2106-3"	"2022 "	"2022"	24	34570	69.4
	"Arizona"	"04"	"49 years"	"49"	"Female"	"F"	"White"	"2106-3"	"2021"	"2021"	10	35217	Unreliable
	"Arizona"	"04"	"49 years"	"49"	"Male"	"M"	"White"	"2106-3"	"2020"	"2020"	25	37784	66.2
	"Arizona"	"04"	"49 years"	"49"	"Male"	"M"	"White"	"2106-3"	"2021"	"2021"	16	35480	Unreliable
	"Arizona"	"04"	"49 years"	"49"	"Male"	"M"	"White"	"2106-3"	"2022 "	"2022"	23	34273	67.1
	"Arizona"	"04"	"50 years"	"50"	"Female"	"F"	"White"	"2106-3"	"2020"	"2020"	10	38444	Unreliable
	"Arizona"	"04"	"50 years"	"50"	"Male"	"M"	"White"	"2106-3"	"2020"	"2020"	24	38379	62.5
	"Arizona"	"04"	"50 years"	"50"	"Male"	"M"	"White"	"2106-3"	"2021"	"2021"	24	38155	62.9
	"Arizona"	"04"	"50 years"	"50"	"Male"	"M"	"White"	"2106-3"	"2022 "	"2022"	31	35670	86.9
	"Arizona"	"04"	"51 years"	"51"	"Female"	"F"	"White"	"2106-3"	"2021"	"2021"	11	37125	Unreliable
	"Arizona"	"04"	"51 years"	"51"	"Male"	"M"	"White"	"2106-3"	"2020"	"2020"	20	36223	55.2
	"Arizona"	"04"	"51 years"	"51"	"Male"	"M"	"White"	"2106-3"	"2021"	"2021"	24	37573	63.9
	"Arizona"	"04"	"51 years"	"51"	"Male"	"M"	"White"	"2106-3"	"2022 "	"2022"	40	38279	104.5
	"Arizona"	"04"	"52 years"	"52"	"Female"	"F"	"White"	"2106-3"	"2020"	"2020"	12	35371	Unreliable
	"Arizona"	"04"	"52 years"	"52"	"Female"	"F"	"White"	"2106-3"	"2021"	"2021"	14	35582	Unreliable
	"Arizona"	"04"	"52 years"	"52"	"Female"	"F"	"White"	"2106-3"	"2022 "	"2022"	11	36926	Unreliable
	"Arizona"	"04"	"52 years"	"52"	"Male"	"M"	"White"	"2106-3"	"2020"	"2020"	18	35032	Unreliable
