"Notes"	"State"	"State Code"	"Single-Year Ages"	"Single-Year Ages Code"	"Gender"	"Gender Code"	"Race"	"Race Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"Arizona"	"04"	"35 years"	"35"	"Male"	"M"	"White"	"2106-3"	"2014"	"2014"	12	35279	Unreliable
	"Arizona"	"04"	"35 years"	"35"	"Male"	"M"	"White"	"2106-3"	"2015"	"2015"	14	38376	Unreliable
	"Arizona"	"04"	"36 years"	"36"	"Male"	"M"	"White"	"2106-3"	"2014"	"2014"	10	34811	Unreliable
	"Arizona"	"04"	"36 years"	"36"	"Male"	"M"	"White"	"2106-3"	"2015"	"2015"	12	35379	Unreliable
	"Arizona"	"04"	"39 years"	"39"	"Male"	"M"	"White"	"2106-3"	"2011"	"2011"	10	34957	Unreliable
	"Arizona"	"04"	"39 years"	"39"	"Male"	"M"	"White"	"2106-3"	"2014"	"2014"	10	35637	Unreliable
	"Arizona"	"04"	"40 years"	"40"	"Male"	"M"	"White"	"2106-3"	"2012"	"2012"	12	34934	Unreliable
	"Arizona"	"04"	"42 years"	"42"	"Male"	"M"	"White"	"2106-3"	"2012"	"2012"	10	38154	Unreliable
	"Arizona"	"04"	"42 years"	"42"	"Male"	"M"	"White"	"2106-3"	"2015"	"2015"	10	33916	Unreliable
	"Arizona"	"04"	"44 years"	"44"	"Female"	"F"	"White"	"2106-3"	"2013"	"2013"	10	34744	Unreliable
	"Arizona"	"04"	"44 years"	"44"	"Male"	"M"	"White"	"2106-3"	"2014"	"2014"	10	38152	Unreliable
	"Arizona"	"04"	"44 years"	"44"	"Male"	"M"	"White"	"2106-3"	"2015"	"2015"	10	37202	Unreliable
	"Arizona"	"04"	"45 years"	"45"	"Male"	"M"	"White"	"2106-3"	"2011"	"2011"	10	34354	Unreliable
	"Arizona"	"04"	"46 years"	"46"	"Female"	"F"	"White"	"2106-3"	"2011"	"2011"	10	36147	Unreliable
	"Arizona"	"04"	"46 years"	"46"	"Male"	"M"	"White"	"2106-3"	"2015"	"2015"	10	35604	Unreliable
	"Arizona"	"04"	"48 years"	"48"	"Male"	"M"	"White"	"2106-3"	"2010"	"2010"	11	37093	Unreliable
	"Arizona"	"04"	"48 years"	"48"	"Male"	"M"	"White"	"2106-3"	"2011"	"2011"	11	36730	Unreliable
	"Arizona"	"04"	"48 years"	"48"	"Male"	"M"	"White"	"2106-3"	"2012"	"2012"	16	36299	Unreliable
	"Arizona"	"04"	"48 years"	"48"	"Male"	"M"	"White"	"2106-3"	"2013"	"2013"	11	36090	Unreliable
	"Arizona"	"04"	"49 years"	"49"	"Female"	"F"	"White"	"2106-3"	"2010"	"2010"	12	37987	Unreliable
	"Arizona"	"04"	"49 years"	"49"	"Female"	"F"	"White"	"2106-3"	"2012"	"2012"	10	37273	Unreliable
	"Arizona"	"04"	"49 years"	"49"	"Male"	"M"	"White"	"2106-3"	"2013"	"2013"	11	36357	Unreliable
	"Arizona"	"04"	"50 years"	"50"	"Female"	"F"	"White"	"2106-3"	"2013"	"2013"	11	37247	Unreliable
	"Arizona"	"04"	"50 years"	"50"	"Male"	"M"	"White"	"2106-3"	"2010"	"2010"	12	37832	Unreliable
	"Arizona"	"04"	"51 years"	"51"	"Female"	"F"	"White"	"2106-3"	"2010"	"2010"	13	37110	Unreliable
	"Arizona"	"04"	"51 years"	"51"	"Male"	"M"	"White"	"2106-3"	"2010"	"2010"	13	35538	Unreliable
	"Arizona"	"04"	"51 years"	"51"	"Male"	"M"	"White"	"2106-3"	"2011"	"2011"	16	37610	Unreliable
	"Arizona"	"04"	"51 years"	"51"	"Male"	"M"	"White"	"2106-3"	"2014"	"2014"	13	36667	Unreliable
	"Arizona"	"04"	"52 years"	"52"	"Female"	"F"	"White"	"2106-3"	"2010"	"2010"	10	38085	Unreliable
	"Arizona"	"04"	"53 years"	"53"	"Female"	"F"	"White"	"2106-3"	"2015"	"2015"	10	38100	Unreliable
	"Arizona"	"04"	"53 years"	"53"	"Male"	"M"	"White"	"2106-3"	"2010"	"2010"	13	34889	Unreliable
	"Arizona"	"04"	"53 years"	"53"	"Male"	"M"	"White"	"2106-3"	"2012"	"2012"	10	35845	Unreliable
	"Arizona"	"04"	"53 years"	"53"	"Male"	"M"	"White"	"2106-3"	"2014"	"2014"	12	37099	Unreliable
	"Arizona"	"04"	"54 years"	"54"	"Female"	"F"	"White"	"2106-3"	"2015"	"2015"	19	38788	Unreliable
	"Arizona"	"04"	"54 years"	"54"	"Male"	"M"	"White"	"2106-3"	"2012"	"2012"	14	35757	Unreliable
	"Arizona"	"04"	"54 years"	"54"	"Male"	"M"	"White"	"2106-3"	"2014"	"2014"	12	37522	Unreliable
	"Arizona"	"04"	"54 years"	"54"	"Male"	"M"	"White"	"2106-3"	"2015"	"2015"	15	37098	Unreliable
	"Arizona"	"04"	"55 years"	"55"	"Female"	"F"	"White"	"2106-3"	"2010"	"2010"	10	36518	Unreliable
	"Arizona"	"04"	"55 years"	"55"	"Female"	"F"	"White"	"2106-3"	"2011"	"2011"	10	36412	Unreliable
	"Arizona"	"04"	"55 years"	"55"	"Female"	"F"	"White"	"2106-3"	"2012"	"2012"	10	37955	Unreliable
	"Arizona"	"04"	"55 years"	"55"	"Male"	"M"	"White"	"2106-3"	"2014"	"2014"	11	35947	Unreliable
	"Arizona"	"04"	"56 years"	"56"	"Male"	"M"	"White"	"2106-3"	"2011"	"2011"	10	34137	Unreliable
	"Arizona"	"04"	"56 years"	"56"	"Male"	"M"	"White"	"2106-3"	"2012"	"2012"	12	34157	Unreliable
	"Arizona"	"04"	"57 years"	"57"	"Male"	"M"	"White"	"2106-3"	"2011"	"2011"	10	33166	Unreliable
	"Arizona"	"04"	"57 years"	"57"	"Male"	"M"	"White"	"2106-3"	"2014"	"2014"	11	35424	Unreliable
	"Arizona"	"04"	"58 years"	"58"	"Female"	"F"	"White"	"2106-3"	"2014"	"2014"	13	37204	Unreliable
	"Arizona"	"04"	"59 years"	"59"	"Female"	"F"	"White"	"2106-3"	"2015"	"2015"	11	37706	Unreliable
	"Arizona"	"04"	"61 years"	"61"	"Male"	"M"	"White"	"2106-3"	"2015"	"2015"	10	33457	Unreliable
	"California"	"06"	"19 years"	"19"	"Male"	"M"	"White"	"2106-3"	"2010"	"2010"	17	226060	Unreliable
	"California"	"06"	"19 years"	"19"	"Male"	"M"	"White"	"2106-3"	"2012"	"2012"	13	213751	Unreliable
	"California"	"06"	"19 years"	"19"	"Male"	"M"	"White"	"2106-3"	"2013"	"2013"	12	211001	Unreliable
	"California"	"06"	"19 years"	"19"	"Male"	"M"	"White"	"2106-3"	"2014"	"2014"	15	206231	Unreliable
	"California"	"06"	"19 years"	"19"	"Male"	"M"	"White"	"2106-3"	"2015"	"2015"	11	201905	Unreliable
	"California"	"06"	"20 years"	"20"	"Male"	"M"	"White"	"2106-3"	"2010"	"2010"	21	224315	9.4
	"California"	"06"	"20 years"	"20"	"Male"	"M"	"White"	"2106-3"	"2011"	"2011"	18	230803	Unreliable
	"California"	"06"	"20 years"	"20"	"Male"	"M"	"White"	"2106-3"	"2012"	"2012"	13	223382	Unreliable
	"California"	"06"	"20 years"	"20"	"Male"	"M"	"White"	"2106-3"	"2013"	"2013"	13	216083	Unreliable
	"California"	"06"	"20 years"	"20"	"Male"	"M"	"White"	"2106-3"	"2014"	"2014"	14	214080	Unreliable
	"California"	"06"	"21 years"	"21"	"Male"	"M"	"White"	"2106-3"	"2010"	"2010"	30	215669	13.9
	"California"	"06"	"21 years"	"21"	"Male"	"M"	"White"	"2106-3"	"2011"	"2011"	25	229601	10.9
	"California"	"06"	"21 years"	"21"	"Male"	"M"	"White"	"2106-3"	"2012"	"2012"	15	232697	Unreliable
	"California"	"06"	"21 years"	"21"	"Male"	"M"	"White"	"2106-3"	"2013"	"2013"	20	223361	9.0
	"California"	"06"	"21 years"	"21"	"Male"	"M"	"White"	"2106-3"	"2014"	"2014"	15	217499	Unreliable
	"California"	"06"	"21 years"	"21"	"Male"	"M"	"White"	"2106-3"	"2015"	"2015"	25	215728	11.6
	"California"	"06"	"22 years"	"22"	"Female"	"F"	"White"	"2106-3"	"2011"	"2011"	10	201992	Unreliable
	"California"	"06"	"22 years"	"22"	"Female"	"F"	"White"	"2106-3"	"2015"	"2015"	10	203582	Unreliable
	"California"	"06"	"22 years"	"22"	"Male"	"M"	"White"	"2106-3"	"2010"	"2010"	19	215125	Unreliable
	"California"	"06"	"22 years"	"22"	"Male"	"M"	"White"	"2106-3"	"2011"	"2011"	19	221150	Unreliable
	"California"	"06"	"22 years"	"22"	"Male"	"M"	"White"	"2106-3"	"2012"	"2012"	27	232449	11.6
	"California"	"06"	"22 years"	"22"	"Male"	"M"	"White"	"2106-3"	"2013"	"2013"	23	233111	9.9
	"California"	"06"	"22 years"	"22"	"Male"	"M"	"White"	"2106-3"	"2014"	"2014"	14	226735	Unreliable
	"California"	"06"	"22 years"	"22"	"Male"	"M"	"White"	"2106-3"	"2015"	"2015"	26	221226	11.8
	"California"	"06"	"23 years"	"23"	"Male"	"M"	"White"	"2106-3"	"2010"	"2010"	21	214110	9.8
	"California"	"06"	"23 years"	"23"	"Male"	"M"	"White"	"2106-3"	"2011"	"2011"	24	220150	10.9
	"California"	"06"	"23 years"	"23"	"Male"	"M"	"White"	"2106-3"	"2012"	"2012"	20	224036	8.9
	"California"	"06"	"23 years"	"23"	"Male"	"M"	"White"	"2106-3"	"2013"	"2013"	27	236704	11.4
	"California"	"06"	"23 years"	"23"	"Male"	"M"	"White"	"2106-3"	"2014"	"2014"	30	236497	12.7
	"California"	"06"	"23 years"	"23"	"Male"	"M"	"White"	"2106-3"	"2015"	"2015"	23	229925	10.0
	"California"	"06"	"24 years"	"24"	"Female"	"F"	"White"	"2106-3"	"2015"	"2015"	11	223295	Unreliable
	"California"	"06"	"24 years"	"24"	"Male"	"M"	"White"	"2106-3"	"2010"	"2010"	20	217403	9.2
	"California"	"06"	"24 years"	"24"	"Male"	"M"	"White"	"2106-3"	"2011"	"2011"	36	217076	16.6
	"California"	"06"	"24 years"	"24"	"Male"	"M"	"White"	"2106-3"	"2012"	"2012"	24	221571	10.8
	"California"	"06"	"24 years"	"24"	"Male"	"M"	"White"	"2106-3"	"2013"	"2013"	23	227857	10.1
	"California"	"06"	"24 years"	"24"	"Male"	"M"	"White"	"2106-3"	"2014"	"2014"	23	238582	9.6
	"California"	"06"	"24 years"	"24"	"Male"	"M"	"White"	"2106-3"	"2015"	"2015"	21	238987	8.8
	"California"	"06"	"25 years"	"25"	"Male"	"M"	"White"	"2106-3"	"2010"	"2010"	21	217594	9.7
	"California"	"06"	"25 years"	"25"	"Male"	"M"	"White"	"2106-3"	"2011"	"2011"	22	219929	10.0
	"California"	"06"	"25 years"	"25"	"Male"	"M"	"White"	"2106-3"	"2012"	"2012"	17	218635	Unreliable
	"California"	"06"	"25 years"	"25"	"Male"	"M"	"White"	"2106-3"	"2013"	"2013"	36	224691	16.0
	"California"	"06"	"25 years"	"25"	"Male"	"M"	"White"	"2106-3"	"2014"	"2014"	35	228473	15.3
	"California"	"06"	"25 years"	"25"	"Male"	"M"	"White"	"2106-3"	"2015"	"2015"	37	240256	15.4
	"California"	"06"	"26 years"	"26"	"Female"	"F"	"White"	"2106-3"	"2014"	"2014"	10	206563	Unreliable
	"California"	"06"	"26 years"	"26"	"Male"	"M"	"White"	"2106-3"	"2010"	"2010"	24	211136	11.4
	"California"	"06"	"26 years"	"26"	"Male"	"M"	"White"	"2106-3"	"2011"	"2011"	29	220465	13.2
	"California"	"06"	"26 years"	"26"	"Male"	"M"	"White"	"2106-3"	"2012"	"2012"	33	219752	15.0
	"California"	"06"	"26 years"	"26"	"Male"	"M"	"White"	"2106-3"	"2013"	"2013"	28	220858	12.7
	"California"	"06"	"26 years"	"26"	"Male"	"M"	"White"	"2106-3"	"2014"	"2014"	27	224674	12.0
	"California"	"06"	"26 years"	"26"	"Male"	"M"	"White"	"2106-3"	"2015"	"2015"	30	229839	13.1
	"California"	"06"	"27 years"	"27"	"Male"	"M"	"White"	"2106-3"	"2010"	"2010"	17	215822	Unreliable
	"California"	"06"	"27 years"	"27"	"Male"	"M"	"White"	"2106-3"	"2011"	"2011"	27	212709	12.7
	"California"	"06"	"27 years"	"27"	"Male"	"M"	"White"	"2106-3"	"2012"	"2012"	17	220532	Unreliable
	"California"	"06"	"27 years"	"27"	"Male"	"M"	"White"	"2106-3"	"2013"	"2013"	27	221160	12.2
	"California"	"06"	"27 years"	"27"	"Male"	"M"	"White"	"2106-3"	"2014"	"2014"	28	220417	12.7
	"California"	"06"	"27 years"	"27"	"Male"	"M"	"White"	"2106-3"	"2015"	"2015"	27	225612	12.0
	"California"	"06"	"28 years"	"28"	"Male"	"M"	"White"	"2106-3"	"2010"	"2010"	20	213074	9.4
	"California"	"06"	"28 years"	"28"	"Male"	"M"	"White"	"2106-3"	"2011"	"2011"	17	215507	Unreliable
	"California"	"06"	"28 years"	"28"	"Male"	"M"	"White"	"2106-3"	"2012"	"2012"	24	212336	11.3
	"California"	"06"	"28 years"	"28"	"Male"	"M"	"White"	"2106-3"	"2013"	"2013"	24	221431	10.8
	"California"	"06"	"28 years"	"28"	"Male"	"M"	"White"	"2106-3"	"2014"	"2014"	23	220551	10.4
	"California"	"06"	"28 years"	"28"	"Male"	"M"	"White"	"2106-3"	"2015"	"2015"	29	221174	13.1
	"California"	"06"	"29 years"	"29"	"Male"	"M"	"White"	"2106-3"	"2010"	"2010"	31	212191	14.6
	"California"	"06"	"29 years"	"29"	"Male"	"M"	"White"	"2106-3"	"2011"	"2011"	30	215357	13.9
	"California"	"06"	"29 years"	"29"	"Male"	"M"	"White"	"2106-3"	"2012"	"2012"	30	215230	13.9
	"California"	"06"	"29 years"	"29"	"Male"	"M"	"White"	"2106-3"	"2013"	"2013"	33	212711	15.5
	"California"	"06"	"29 years"	"29"	"Male"	"M"	"White"	"2106-3"	"2014"	"2014"	29	220950	13.1
	"California"	"06"	"29 years"	"29"	"Male"	"M"	"White"	"2106-3"	"2015"	"2015"	33	220922	14.9
	"California"	"06"	"30 years"	"30"	"Female"	"F"	"White"	"2106-3"	"2014"	"2014"	10	197460	Unreliable
	"California"	"06"	"30 years"	"30"	"Male"	"M"	"White"	"2106-3"	"2010"	"2010"	27	215897	12.5
	"California"	"06"	"30 years"	"30"	"Male"	"M"	"White"	"2106-3"	"2011"	"2011"	31	211705	14.6
	"California"	"06"	"30 years"	"30"	"Male"	"M"	"White"	"2106-3"	"2012"	"2012"	26	214668	12.1
	"California"	"06"	"30 years"	"30"	"Male"	"M"	"White"	"2106-3"	"2013"	"2013"	29	215621	13.4
	"California"	"06"	"30 years"	"30"	"Male"	"M"	"White"	"2106-3"	"2014"	"2014"	35	212208	16.5
	"California"	"06"	"30 years"	"30"	"Male"	"M"	"White"	"2106-3"	"2015"	"2015"	22	221308	9.9
	"California"	"06"	"31 years"	"31"	"Male"	"M"	"White"	"2106-3"	"2010"	"2010"	19	194272	Unreliable
	"California"	"06"	"31 years"	"31"	"Male"	"M"	"White"	"2106-3"	"2011"	"2011"	23	216958	10.6
	"California"	"06"	"31 years"	"31"	"Male"	"M"	"White"	"2106-3"	"2012"	"2012"	23	210776	10.9
	"California"	"06"	"31 years"	"31"	"Male"	"M"	"White"	"2106-3"	"2013"	"2013"	32	214582	14.9
	"California"	"06"	"31 years"	"31"	"Male"	"M"	"White"	"2106-3"	"2014"	"2014"	24	214865	11.2
	"California"	"06"	"31 years"	"31"	"Male"	"M"	"White"	"2106-3"	"2015"	"2015"	31	212314	14.6
	"California"	"06"	"32 years"	"32"	"Female"	"F"	"White"	"2106-3"	"2013"	"2013"	12	196016	Unreliable
	"California"	"06"	"32 years"	"32"	"Female"	"F"	"White"	"2106-3"	"2015"	"2015"	12	198723	Unreliable
	"California"	"06"	"32 years"	"32"	"Male"	"M"	"White"	"2106-3"	"2010"	"2010"	26	196007	13.3
	"California"	"06"	"32 years"	"32"	"Male"	"M"	"White"	"2106-3"	"2011"	"2011"	36	197669	18.2
	"California"	"06"	"32 years"	"32"	"Male"	"M"	"White"	"2106-3"	"2012"	"2012"	19	216290	Unreliable
	"California"	"06"	"32 years"	"32"	"Male"	"M"	"White"	"2106-3"	"2013"	"2013"	32	210795	15.2
	"California"	"06"	"32 years"	"32"	"Male"	"M"	"White"	"2106-3"	"2014"	"2014"	34	213742	15.9
	"California"	"06"	"32 years"	"32"	"Male"	"M"	"White"	"2106-3"	"2015"	"2015"	28	214951	13.0
	"California"	"06"	"33 years"	"33"	"Female"	"F"	"White"	"2106-3"	"2010"	"2010"	12	181282	Unreliable
	"California"	"06"	"33 years"	"33"	"Female"	"F"	"White"	"2106-3"	"2014"	"2014"	13	196934	Unreliable
	"California"	"06"	"33 years"	"33"	"Male"	"M"	"White"	"2106-3"	"2010"	"2010"	20	190853	10.5
	"California"	"06"	"33 years"	"33"	"Male"	"M"	"White"	"2106-3"	"2011"	"2011"	20	195031	10.3
	"California"	"06"	"33 years"	"33"	"Male"	"M"	"White"	"2106-3"	"2012"	"2012"	32	196775	16.3
	"California"	"06"	"33 years"	"33"	"Male"	"M"	"White"	"2106-3"	"2013"	"2013"	33	216214	15.3
	"California"	"06"	"33 years"	"33"	"Male"	"M"	"White"	"2106-3"	"2014"	"2014"	22	209763	10.5
	"California"	"06"	"33 years"	"33"	"Male"	"M"	"White"	"2106-3"	"2015"	"2015"	23	213766	10.8
	"California"	"06"	"34 years"	"34"	"Female"	"F"	"White"	"2106-3"	"2015"	"2015"	11	196390	Unreliable
	"California"	"06"	"34 years"	"34"	"Male"	"M"	"White"	"2106-3"	"2010"	"2010"	22	188591	11.7
	"California"	"06"	"34 years"	"34"	"Male"	"M"	"White"	"2106-3"	"2011"	"2011"	24	192887	12.4
	"California"	"06"	"34 years"	"34"	"Male"	"M"	"White"	"2106-3"	"2012"	"2012"	30	193884	15.5
	"California"	"06"	"34 years"	"34"	"Male"	"M"	"White"	"2106-3"	"2013"	"2013"	21	196880	10.7
	"California"	"06"	"34 years"	"34"	"Male"	"M"	"White"	"2106-3"	"2014"	"2014"	30	215481	13.9
	"California"	"06"	"34 years"	"34"	"Male"	"M"	"White"	"2106-3"	"2015"	"2015"	29	209127	13.9
	"California"	"06"	"35 years"	"35"	"Female"	"F"	"White"	"2106-3"	"2011"	"2011"	13	179306	Unreliable
	"California"	"06"	"35 years"	"35"	"Male"	"M"	"White"	"2106-3"	"2010"	"2010"	20	196595	10.2
	"California"	"06"	"35 years"	"35"	"Male"	"M"	"White"	"2106-3"	"2011"	"2011"	21	188056	11.2
	"California"	"06"	"35 years"	"35"	"Male"	"M"	"White"	"2106-3"	"2012"	"2012"	20	192423	10.4
	"California"	"06"	"35 years"	"35"	"Male"	"M"	"White"	"2106-3"	"2013"	"2013"	19	193841	Unreliable
	"California"	"06"	"35 years"	"35"	"Male"	"M"	"White"	"2106-3"	"2014"	"2014"	29	196854	14.7
	"California"	"06"	"35 years"	"35"	"Male"	"M"	"White"	"2106-3"	"2015"	"2015"	21	215476	9.7
	"California"	"06"	"36 years"	"36"	"Female"	"F"	"White"	"2106-3"	"2015"	"2015"	10	185061	Unreliable
	"California"	"06"	"36 years"	"36"	"Male"	"M"	"White"	"2106-3"	"2010"	"2010"	15	184541	Unreliable
	"California"	"06"	"36 years"	"36"	"Male"	"M"	"White"	"2106-3"	"2011"	"2011"	20	195038	10.3
	"California"	"06"	"36 years"	"36"	"Male"	"M"	"White"	"2106-3"	"2012"	"2012"	15	186787	Unreliable
	"California"	"06"	"36 years"	"36"	"Male"	"M"	"White"	"2106-3"	"2013"	"2013"	27	191419	14.1
	"California"	"06"	"36 years"	"36"	"Male"	"M"	"White"	"2106-3"	"2014"	"2014"	27	193483	14.0
	"California"	"06"	"36 years"	"36"	"Male"	"M"	"White"	"2106-3"	"2015"	"2015"	35	196125	17.8
	"California"	"06"	"37 years"	"37"	"Male"	"M"	"White"	"2106-3"	"2010"	"2010"	14	188632	Unreliable
	"California"	"06"	"37 years"	"37"	"Male"	"M"	"White"	"2106-3"	"2011"	"2011"	18	186119	Unreliable
	"California"	"06"	"37 years"	"37"	"Male"	"M"	"White"	"2106-3"	"2012"	"2012"	17	194233	Unreliable
	"California"	"06"	"37 years"	"37"	"Male"	"M"	"White"	"2106-3"	"2013"	"2013"	23	186371	12.3
	"California"	"06"	"37 years"	"37"	"Male"	"M"	"White"	"2106-3"	"2014"	"2014"	23	191502	12.0
	"California"	"06"	"37 years"	"37"	"Male"	"M"	"White"	"2106-3"	"2015"	"2015"	21	193053	10.9
	"California"	"06"	"38 years"	"38"	"Female"	"F"	"White"	"2106-3"	"2010"	"2010"	14	185974	Unreliable
	"California"	"06"	"38 years"	"38"	"Female"	"F"	"White"	"2106-3"	"2011"	"2011"	16	179969	Unreliable
	"California"	"06"	"38 years"	"38"	"Female"	"F"	"White"	"2106-3"	"2014"	"2014"	14	178583	Unreliable
	"California"	"06"	"38 years"	"38"	"Male"	"M"	"White"	"2106-3"	"2010"	"2010"	21	193739	10.8
	"California"	"06"	"38 years"	"38"	"Male"	"M"	"White"	"2106-3"	"2011"	"2011"	23	186796	12.3
	"California"	"06"	"38 years"	"38"	"Male"	"M"	"White"	"2106-3"	"2012"	"2012"	18	185295	Unreliable
	"California"	"06"	"38 years"	"38"	"Male"	"M"	"White"	"2106-3"	"2013"	"2013"	19	193141	Unreliable
	"California"	"06"	"38 years"	"38"	"Male"	"M"	"White"	"2106-3"	"2014"	"2014"	19	186009	Unreliable
	"California"	"06"	"38 years"	"38"	"Male"	"M"	"White"	"2106-3"	"2015"	"2015"	29	191053	15.2
	"California"	"06"	"39 years"	"39"	"Female"	"F"	"White"	"2106-3"	"2010"	"2010"	11	198636	Unreliable
	"California"	"06"	"39 years"	"39"	"Female"	"F"	"White"	"2106-3"	"2011"	"2011"	12	184045	Unreliable
	"California"	"06"	"39 years"	"39"	"Female"	"F"	"White"	"2106-3"	"2014"	"2014"	10	184960	Unreliable
	"California"	"06"	"39 years"	"39"	"Male"	"M"	"White"	"2106-3"	"2010"	"2010"	29	206039	14.1
	"California"	"06"	"39 years"	"39"	"Male"	"M"	"White"	"2106-3"	"2011"	"2011"	19	191858	Unreliable
	"California"	"06"	"39 years"	"39"	"Male"	"M"	"White"	"2106-3"	"2012"	"2012"	25	185405	13.5
	"California"	"06"	"39 years"	"39"	"Male"	"M"	"White"	"2106-3"	"2013"	"2013"	26	184973	14.1
	"California"	"06"	"39 years"	"39"	"Male"	"M"	"White"	"2106-3"	"2014"	"2014"	16	192403	Unreliable
	"California"	"06"	"39 years"	"39"	"Male"	"M"	"White"	"2106-3"	"2015"	"2015"	30	185290	16.2
	"California"	"06"	"40 years"	"40"	"Female"	"F"	"White"	"2106-3"	"2010"	"2010"	13	204631	Unreliable
	"California"	"06"	"40 years"	"40"	"Female"	"F"	"White"	"2106-3"	"2011"	"2011"	16	196577	Unreliable
	"California"	"06"	"40 years"	"40"	"Female"	"F"	"White"	"2106-3"	"2013"	"2013"	12	178322	Unreliable
	"California"	"06"	"40 years"	"40"	"Male"	"M"	"White"	"2106-3"	"2010"	"2010"	28	216314	12.9
	"California"	"06"	"40 years"	"40"	"Male"	"M"	"White"	"2106-3"	"2011"	"2011"	23	204286	11.3
	"California"	"06"	"40 years"	"40"	"Male"	"M"	"White"	"2106-3"	"2012"	"2012"	20	190784	10.5
	"California"	"06"	"40 years"	"40"	"Male"	"M"	"White"	"2106-3"	"2013"	"2013"	19	184797	Unreliable
	"California"	"06"	"40 years"	"40"	"Male"	"M"	"White"	"2106-3"	"2014"	"2014"	15	185025	Unreliable
	"California"	"06"	"40 years"	"40"	"Male"	"M"	"White"	"2106-3"	"2015"	"2015"	20	192123	10.4
	"California"	"06"	"41 years"	"41"	"Female"	"F"	"White"	"2106-3"	"2010"	"2010"	12	189912	Unreliable
	"California"	"06"	"41 years"	"41"	"Female"	"F"	"White"	"2106-3"	"2012"	"2012"	10	195489	Unreliable
	"California"	"06"	"41 years"	"41"	"Male"	"M"	"White"	"2106-3"	"2010"	"2010"	25	197598	12.7
