"State","Characteristic","Level","Base Population_2010","Postcensal Population_2010","Postcensal Population_2011","Postcensal Population_2012","Postcensal Population_2013","Postcensal Population_2014","Postcensal Population_2015","Postcensal Population_2016","Postcensal Population_2017","Postcensal Population_2018","Postcensal Population_2019","Postcensal Population_2020"
"US","Not Stratified","N/A",308758105,309327143,311583481,313877662,316059947,318386329,320738994,323071755,325122128,326838199,328329953,329484123
"Alabama","Not Stratified","N/A",4780118,4785514,4799642,4816632,4831586,4843737,4854803,4866824,4877989,4891628,4907965,4921532
"Alaska","Not Stratified","N/A",710246,713982,722349,730810,737626,737075,738430,742575,740983,736624,733603,731158
"Arizona","Not Stratified","N/A",6392292,6407342,6473416,6556344,6634690,6732873,6832810,6944767,7048088,7164228,7291843,7421401
"Arkansas","Not Stratified","N/A",2916029,2921998,2941038,2952876,2960459,2968759,2979732,2991815,3003855,3012161,3020985,3030522
"California","Not Stratified","N/A",37254522,37319550,37636311,37944551,38253768,38586706,38904296,39149186,39337785,39437463,39437610,39368078
"Colorado","Not Stratified","N/A",5029319,5047539,5121900,5193660,5270774,5352637,5454328,5543844,5617421,5697155,5758486,5807719
"Connecticut","Not Stratified","N/A",3574151,3579173,3588632,3595211,3595792,3595697,3588561,3579830,3575324,3574561,3566022,3557006
"Delaware","Not Stratified","N/A",897947,899647,907590,915518,924062,933131,942065,949989,957942,966985,976668,986809
"District of Columbia","Not Stratified","N/A",601767,605282,620290,635737,651559,663603,677014,687576,697079,704147,708253,712816
"Florida","Not Stratified","N/A",18804589,18846143,19055607,19302016,19551678,19853880,20219111,20627237,20977089,21254926,21492056,21733312
"Georgia","Not Stratified","N/A",9688737,9712209,9803630,9903580,9975592,10071204,10183353,10308442,10417031,10519389,10628020,10710017
"Hawaii","Not Stratified","N/A",1360304,1364004,1379562,1395199,1408822,1415335,1422999,1428885,1425763,1423102,1415615,1407006
"Idaho","Not Stratified","N/A",1567658,1570819,1584272,1595910,1612053,1632248,1652495,1684036,1719745,1752074,1789060,1826913
"Illinois","Not Stratified","N/A",12831572,12840545,12867783,12883029,12895778,12885092,12859585,12821709,12779893,12724685,12667017,12587530
"Indiana","Not Stratified","N/A",6484050,6490555,6517250,6538989,6570575,6596019,6611442,6637898,6662068,6698481,6731010,6754953
"Iowa","Not Stratified","N/A",3046877,3050819,3066772,3076844,3093935,3110643,3122541,3133210,3143734,3149900,3159596,3163561
"Kansas","Not Stratified","N/A",2853120,2858266,2869677,2886024,2894306,2901861,2910717,2912977,2910892,2912748,2912635,2913805
"Kentucky","Not Stratified","N/A",4339330,4348464,4370817,4387865,4406906,4416992,4429126,4440306,4455590,4464273,4472345,4477251
"Louisiana","Not Stratified","N/A",4533500,4544635,4576244,4602067,4626040,4645938,4666998,4681346,4673673,4664450,4658285,4645318
"Maine","Not Stratified","N/A",1328354,1327651,1328473,1328094,1328543,1331217,1329098,1332348,1335743,1340123,1345770,1350141
"Maryland","Not Stratified","N/A",5773787,5788784,5840241,5888375,5925197,5960064,5988528,6007014,6028186,6042153,6054954,6055802
"Massachusetts","Not Stratified","N/A",6547788,6566440,6614218,6664269,6715158,6764864,6797484,6827280,6863560,6885720,6894883,6893574
"Michigan","Not Stratified","N/A",9884112,9877597,9883053,9898289,9914802,9932033,9934483,9954117,9976752,9987286,9984795,9966555
"Minnesota","Not Stratified","N/A",5303933,5310934,5346620,5377500,5414722,5452665,5484002,5525360,5569283,5608762,5640053,5657342
"Mississippi","Not Stratified","N/A",2968129,2970615,2979147,2984599,2989839,2991892,2990231,2990595,2990674,2982879,2978227,2966786
"Missouri","Not Stratified","N/A",5988941,5996089,6011182,6026027,6042989,6059130,6075411,6091384,6111382,6125986,6140475,6151548
"Montana","Not Stratified","N/A",989400,990730,997518,1004168,1014158,1022657,1031495,1042137,1053862,1061818,1070123,1080577
"Nebraska","Not Stratified","N/A",1826311,1829591,1840914,1853691,1865813,1879955,1892059,1906483,1916998,1925512,1932571,1937552
"Nevada","Not Stratified","N/A",2700683,2702483,2713114,2744670,2776956,2818935,2868531,2919555,2972097,3030725,3090771,3138259
"New Hampshire","Not Stratified","N/A",1316457,1316807,1320444,1324677,1327272,1334257,1337480,1343694,1350395,1355064,1360783,1366275
"New Jersey","Not Stratified","N/A",8791959,8799451,8828552,8845671,8857821,8867277,8870312,8873584,8888147,8891730,8891258,8882371
"New Mexico","Not Stratified","N/A",2059199,2064614,2080707,2087715,2092833,2090236,2090071,2092555,2092844,2093754,2099634,2106319
"New York","Not Stratified","N/A",19378117,19399956,19499921,19574362,19626488,19653431,19657321,19636391,19593849,19544098,19463131,19336776
"North Carolina","Not Stratified","N/A",9535762,9574586,9658913,9751810,9846717,9937295,10037218,10161802,10275758,10391358,10501384,10600823
"North Dakota","Not Stratified","N/A",672575,674752,685526,702227,723149,738736,755537,756114,756755,760062,763724,765309
"Ohio","Not Stratified","N/A",11536763,11539449,11545735,11550971,11579692,11606573,11622315,11640060,11665706,11680892,11696507,11693217
"Oklahoma","Not Stratified","N/A",3751582,3760014,3788824,3819320,3853891,3879187,3910518,3928143,3933602,3943488,3960676,3980783
"Oregon","Not Stratified","N/A",3831083,3837614,3872672,3900102,3924110,3965447,4018542,4093271,4147294,4183538,4216116,4241507
"Pennsylvania","Not Stratified","N/A",12702891,12711406,12747052,12769123,12779538,12792392,12789838,12788468,12794679,12809107,12798883,12783254
"Rhode Island","Not Stratified","N/A",1052970,1053994,1053829,1054893,1055560,1056511,1056886,1057816,1056554,1059338,1058158,1057125
"South Carolina","Not Stratified","N/A",4625358,4635846,4672655,4719027,4766469,4826858,4896006,4963031,5027102,5091702,5157702,5218040
"South Dakota","Not Stratified","N/A",814198,816193,823740,833859,842751,849670,854663,863693,873732,879386,887127,892717
"Tennessee","Not Stratified","N/A",6346281,6355518,6400298,6455752,6496943,6544617,6595354,6651277,6714748,6778180,6830325,6886834
"Texas","Not Stratified","N/A",25146072,25241897,25645504,26084120,26479646,26963092,27468531,27914064,28291024,28624564,28986794,29360759
"Utah","Not Stratified","N/A",2763891,2775413,2814797,2854146,2898773,2938327,2983626,3044241,3103540,3155153,3203383,3249879
"Vermont","Not Stratified","N/A",625727,625886,627197,626361,626603,625693,625810,624366,625132,624802,624046,623347
"Virginia","Not Stratified","N/A",8001046,8024004,8102437,8187456,8255861,8315430,8367303,8417651,8471011,8510920,8556642,8590563
"Washington","Not Stratified","N/A",6724540,6743009,6827479,6898599,6966252,7057531,7167287,7299961,7427951,7526793,7614024,7693612
"West Virginia","Not Stratified","N/A",1853008,1854265,1856606,1857446,1854768,1850569,1843332,1832435,1818683,1805953,1795263,1784787
"Wisconsin","Not Stratified","N/A",5687285,5690538,5705840,5720825,5738012,5753199,5762927,5775170,5793147,5809319,5824581,5832655
"Wyoming","Not Stratified","N/A",563775,564531,567491,576656,582620,583159,586389,585243,579994,579054,580116,582328
"US","Age","1-4 Years",16257266,16238083,16162947,16054205,15923773,15923833,15940562,15973469,16012579,15951619,15809112,15566282
"US","Age","18-49 Years",135522308,135591871,135683272,135884957,136009835,136137059,136431663,136975877,137528702,138022593,138303434,138203441
"US","Age","5-17 Years",53980853,53933055,53790597,53732038,53736550,53714411,53729014,53762556,53737320,53606974,53517336,53520821
"US","Age","50-64 Years",58782299,59134390,60632510,61147520,61826041,62495048,62997741,63188106,63203451,63075500,62901109,62799204
"US","Age","65-74 Years",21714045,21856431,22486575,23993263,25194487,26355438,27488218,28593127,29606234,30445006,31471344,32549398
"US","Age","75+ Years",18557174,18621818,18864316,19138948,19437850,19805567,20167652,20615352,21151405,21909599,22565391,23109967
"US","Age","<1 Years",3944160,3951495,3963264,3926731,3931411,3954973,3984144,3963268,3882437,3826908,3762227,3735010
"Alabama","Age","1-4 Years",244904,244998,243675,240801,237401,235345,234974,235484,236448,237274,237467,235674
"Alabama","Age","18-49 Years",2054162,2053970,2044311,2039005,2033499,2021933,2011693,2005166,2002290,2002483,2002156,1997031
"Alabama","Age","5-17 Years",827501,826193,821098,817640,815458,812537,809062,805845,802005,797079,794453,795363
"Alabama","Age","50-64 Years",935585,940263,959330,962573,968096,973595,977650,977192,973856,969566,965562,962974
"Alabama","Age","65-74 Years",370537,372268,379340,401247,418043,434217,449138,464063,477488,487561,502435,517717
"Alabama","Age","75+ Years",287373,288574,292708,296838,301676,307775,313163,319942,327778,339419,349085,356527
"Alabama","Age","<1 Years",60056,59248,59180,58528,57413,58335,59123,59132,58124,58246,56807,56246
"Alaska","Age","1-4 Years",43168,43371,43663,44107,44218,44100,44092,43873,43490,42363,41361,40043
"Alaska","Age","18-49 Years",325717,327251,328828,331736,334656,332773,331917,332786,330364,327186,325184,322724
"Alaska","Age","5-17 Years",133381,133601,133262,133282,132945,131501,130983,132012,131502,130495,129260,128982
"Alaska","Age","50-64 Years",142214,143135,146660,148133,148267,147306,146091,144347,142147,139166,136424,133827
"Alaska","Age","65-74 Years",35350,35835,37830,41314,44202,47156,50245,53079,55950,58537,61311,64158
"Alaska","Age","75+ Years",19588,19739,20391,21130,22024,22848,23810,25220,26793,28546,30242,31718
"Alaska","Age","<1 Years",10828,11050,11715,11108,11314,11391,11292,11258,10737,10331,9821,9706
"Arizona","Age","1-4 Years",368160,366802,359591,354037,349022,348904,349810,352049,352239,351130,347671,343346
"Arizona","Age","18-49 Years",2739463,2743031,2758850,2779800,2797694,2825841,2854975,2896653,2934023,2984280,3035407,3079500
"Arizona","Age","5-17 Years",1173298,1172970,1170582,1177678,1183534,1189451,1193142,1199427,1203212,1206372,1212617,1221668
"Arizona","Age","50-64 Years",1141774,1148770,1178519,1189327,1204306,1221887,1239386,1254280,1268071,1282238,1298921,1321503
"Arizona","Age","65-74 Years",497926,501966,520708,558332,588531,618175,647502,676692,703184,725734,754314,786905
"Arizona","Age","75+ Years",384114,387136,399048,411616,425379,442312,461182,480773,504085,533319,561474,587070
"Arizona","Age","<1 Years",87557,86667,86118,85554,86224,86303,86813,84893,83274,81155,81439,81409
"Arkansas","Age","1-4 Years",159290,159166,158066,156125,154055,153206,152709,153156,153532,153282,152381,150257
"Arkansas","Age","18-49 Years",1231777,1233379,1235007,1232360,1228175,1223675,1222056,1224132,1227571,1229516,1230231,1229950
"Arkansas","Age","5-17 Years",513801,514248,515429,516839,517536,516274,515719,515004,515071,513115,512598,513422
"Arkansas","Age","50-64 Years",552733,555423,566735,566817,569440,571952,574267,573673,571617,568419,565457,564552
"Arkansas","Age","65-74 Years",234613,235477,239304,252155,261030,269678,276609,283350,289823,295168,302700,310489
"Arkansas","Age","75+ Years",185414,186069,188285,190219,192576,196016,199921,204206,208892,215432,221280,225817
"Arkansas","Age","<1 Years",38401,38236,38212,38361,37647,37958,38451,38294,37349,37229,36338,36035
"California","Age","1-4 Years",2037276,2034481,2024410,2018269,2001916,2007066,2008373,1997199,1984689,1963062,1918685,1863516
"California","Age","18-49 Years",17113531,17122874,17176804,17246068,17306748,17377590,17448483,17512550,17554005,17561991,17501591,17380305
"California","Age","5-17 Years",6763725,6750379,6711695,6679404,6657311,6629680,6609531,6601682,6582607,6549374,6510534,6480854
"California","Age","50-64 Years",6599162,6642766,6823044,6914323,7021352,7124355,7201243,7239319,7257220,7255139,7235515,7220373
"California","Age","65-74 Years",2275402,2294503,2378063,2539031,2674681,2807886,2943293,3065644,3175651,3270031,3373157,3469545
"California","Age","75+ Years",1971366,1978800,2013258,2050611,2092202,2140895,2192458,2243130,2300819,2375825,2446243,2506621
"California","Age","<1 Years",494060,495747,509037,496845,499558,499234,500915,489662,482794,462041,451885,446864
"Colorado","Age","1-4 Years",277367,277186,276072,273871,270526,268863,269114,269147,269193,270075,266190,261507
"Colorado","Age","18-49 Years",2285357,2289969,2308896,2328976,2354511,2385153,2435030,2483532,2525449,2571250,2604840,2627928
"Colorado","Age","5-17 Years",881646,883159,890741,897868,905807,913649,922843,928439,929720,930256,927448,925452
"Colorado","Age","50-64 Years",968725,975872,1004919,1016898,1031397,1043397,1053037,1056441,1054769,1053393,1053448,1053369
"Colorado","Age","65-74 Years",309961,313340,328390,358196,383497,407886,432476,456220,479465,500634,522542,543363
"Colorado","Age","75+ Years",239669,241078,246863,253129,260344,268051,275473,283547,293519,307652,320983,333024
"Colorado","Age","<1 Years",66594,66935,66019,64722,64692,65638,66355,66518,65306,63895,63035,63076
"Connecticut","Age","1-4 Years",164100,163184,160169,157459,154308,152164,150268,148846,148340,148138,147129,145359
"Connecticut","Age","18-49 Years",1522772,1524199,1516885,1509558,1499675,1488058,1474655,1462189,1455458,1451603,1442953,1433821
"Connecticut","Age","5-17 Years",614914,613136,606912,600359,592309,584537,575480,567573,559835,552829,545495,539361
"Connecticut","Age","50-64 Years",727788,731859,749810,755060,763223,771525,776772,778262,776138,771888,765084,758237
"Connecticut","Age","65-74 Years",254945,256920,265348,283661,297001,308585,319084,328690,337255,343916,353326,363764
"Connecticut","Age","75+ Years",251618,251796,251868,252231,253155,254501,255876,258388,262744,271093,277379,282232
"Connecticut","Age","<1 Years",38014,38079,37640,36883,36121,36327,36426,35882,35554,35094,34656,34232
"Delaware","Age","1-4 Years",45031,44883,44656,44833,44648,44379,44265,44046,44147,44339,44299,43964
"Delaware","Age","18-49 Years",385968,385819,385871,385462,385057,384062,383339,381938,381198,381596,382767,383258
"Delaware","Age","5-17 Years",149881,149647,148969,148346,147991,148257,148676,148834,149217,149090,149412,150195
"Delaware","Age","50-64 Years",176932,178198,183111,185029,188051,191491,194429,196901,198375,199588,200183,201301
"Delaware","Age","65-74 Years",72453,73010,75581,81412,86370,90990,95633,100087,104472,108431,113150,118462
"Delaware","Age","75+ Years",56824,57090,58183,59387,61144,63024,64742,67020,69732,73216,76305,79132
"Delaware","Age","<1 Years",10858,11000,11219,11049,10801,10928,10981,11163,10801,10725,10552,10497
"District of Columbia","Age","1-4 Years",25458,25672,26928,29442,31642,33592,34646,35026,35458,35590,35742,35075
"District of Columbia","Age","18-49 Years",330990,333090,341750,349859,357401,362232,368984,374863,380386,383980,385952,387986
"District of Columbia","Age","5-17 Years",68208,67990,67702,68854,70715,72723,74726,76752,79531,81589,82937,85288
"District of Columbia","Age","50-64 Years",101145,101821,104449,105526,107158,108190,108825,109057,108115,107493,106217,105409
"District of Columbia","Age","65-74 Years",36969,37189,38057,40192,42056,43979,45878,47331,48264,49437,50658,51557
"District of Columbia","Age","75+ Years",31841,31916,32114,32495,32931,33399,34150,34744,35493,36534,37474,38276
"District of Columbia","Age","<1 Years",7156,7604,9290,9369,9656,9488,9805,9803,9832,9524,9273,9225
"Florida","Age","1-4 Years",864783,863558,859512,858915,858909,868111,884896,900658,914572,920216,919536,915447
"Florida","Age","18-49 Years",7864184,7870177,7897565,7945793,7988627,8040500,8130184,8252501,8361784,8445166,8496327,8532850
"Florida","Age","5-17 Years",2928676,2926153,2927141,2936158,2951450,2968499,2997522,3036606,3066859,3082114,3093827,3115727
"Florida","Age","50-64 Years",3678488,3699993,3798483,3839964,3903109,3986946,4070855,4145753,4201735,4238781,4267666,4311636
"Florida","Age","65-74 Years",1727990,1738730,1787630,1897466,1985371,2073088,2164295,2255754,2331242,2383336,2457078,2539576
"Florida","Age","75+ Years",1531746,1539558,1572158,1609952,1651025,1698294,1749440,1809596,1877461,1961509,2037018,2098518
"Florida","Age","<1 Years",208722,207974,213118,213768,213187,218442,221919,226369,223436,223804,220604,219558
"Georgia","Age","1-4 Years",553619,552179,547338,540203,533504,529617,528244,529815,530448,531056,529547,522551
"Georgia","Age","18-49 Years",4426746,4430875,4439219,4453779,4444104,4448540,4466192,4501450,4534423,4570228,4608392,4619939
"Georgia","Age","5-17 Years",1804830,1805023,1807405,1813352,1822503,1831037,1840053,1850425,1855017,1850955,1850643,1852406
"Georgia","Age","50-64 Years",1738235,1750518,1802038,1826104,1853142,1884751,1916206,1941540,1962253,1978614,1995034,2015461
"Georgia","Age","65-74 Years",606455,612196,636062,686818,729169,767868,804091,838102,869201,895237,926705,959264
"Georgia","Age","75+ Years",425668,428822,439726,452087,464995,480571,497584,516317,537343,565854,592490,615403
"Georgia","Age","<1 Years",133184,132596,131842,131237,128175,128820,130983,130793,128346,127445,125209,124993
"Hawaii","Age","1-4 Years",69643,69749,71025,72673,73526,74375,75530,74354,73127,71574,69681,67796
"Hawaii","Age","18-49 Years",587808,589098,592758,597350,600734,600045,600590,600873,595741,590912,584267,575908
"Hawaii","Age","5-17 Years",216407,216103,215802,215964,216420,214950,214765,214961,214604,214314,213199,211778
"Hawaii","Age","50-64 Years",273544,274405,277740,278186,278085,277400,275647,273980,270469,266997,262915,260200
"Hawaii","Age","65-74 Years",100523,101729,106490,113881,120892,127670,134025,139572,144600,149036,151939,154706
"Hawaii","Age","75+ Years",94615,94894,96610,98282,100213,102102,104314,106865,109593,113108,117075,120374
"Hawaii","Age","<1 Years",17764,18026,19137,18863,18952,18793,18128,18280,17629,17161,16539,16244
"Idaho","Age","1-4 Years",98162,97882,96577,94632,92352,91746,91000,92316,93869,93978,93796,92301
"Idaho","Age","18-49 Years",658557,658326,658704,658662,660910,666108,671707,685435,701583,716950,732721,747775
"Idaho","Age","5-17 Years",307303,307762,309425,311076,314052,317222,319976,323314,326828,329649,332850,337195
"Idaho","Age","50-64 Years",285297,287111,294910,297260,300430,303288,305567,307984,310728,312902,317254,322101
"Idaho","Age","65-74 Years",109547,110560,114725,123401,130839,137871,144807,152800,160720,167997,176328,185942
"Idaho","Age","75+ Years",85182,85572,87030,88603,90887,93667,96478,99671,103671,109091,114641,120052
"Idaho","Age","<1 Years",23610,23606,22901,22276,22583,22346,22960,22516,22346,21507,21470,21547
"Illinois","Age","1-4 Years",673092,671033,663317,654227,644142,636750,628043,623126,619132,612342,603788,587467
"Illinois","Age","18-49 Years",5688455,5683221,5655274,5626935,5603659,5561526,5515855,5471793,5433758,5394416,5351564,5293195
"Illinois","Age","5-17 Years",2293705,2288482,2267268,2245965,2224193,2199551,2176229,2152254,2127230,2097601,2071657,2050449
"Illinois","Age","50-64 Years",2404078,2418049,2477963,2494036,2515382,2531266,2536924,2525983,2508999,2483611,2455879,2427133
"Illinois","Age","65-74 Years",849614,854042,873905,927598,968382,1006424,1044518,1082101,1114192,1140618,1175529,1211741
"Illinois","Age","75+ Years",760122,761951,767957,774575,782895,792656,799403,810423,825889,848691,866733,877493
"Illinois","Age","<1 Years",162506,163767,162099,159693,157125,156919,158613,156029,150693,147406,141867,140052
"Indiana","Age","1-4 Years",349791,349062,346212,341147,337781,337064,336315,337812,338805,338477,338485,334968
"Indiana","Age","18-49 Years",2792556,2790973,2781740,2772752,2770676,2763299,2753888,2758037,2763496,2780911,2793133,2794631
"Indiana","Age","5-17 Years",1174247,1173105,1169415,1166299,1165869,1162635,1159109,1156017,1153485,1151799,1150105,1151021
"Indiana","Age","50-64 Years",1241944,1249116,1279885,1287248,1298656,1308089,1311753,1308435,1302154,1293443,1284589,1278598
"Indiana","Age","65-74 Years",452353,454520,464202,493163,514949,536660,557395,577880,597885,614493,636182,658882
"Indiana","Age","75+ Years",388885,389754,392772,395720,399796,405319,409419,416734,424628,437230,447731,456403
"Indiana","Age","<1 Years",84274,84025,83024,82660,82848,82953,83563,82983,81615,82128,80785,80450
"Iowa","Age","1-4 Years",162968,162772,162000,159211,157472,157269,157289,159052,160064,159662,158422,155608
"Iowa","Age","18-49 Years",1269914,1269559,1269671,1265567,1266890,1268386,1268938,1270708,1273851,1275933,1279429,1278429
"Iowa","Age","5-17 Years",525871,526187,526662,527414,530394,532361,533361,532915,533340,532031,532305,532977
"Iowa","Age","50-64 Years",596062,599351,614012,616890,621457,623557,623006,618700,612873,606187,599950,593437
"Iowa","Age","65-74 Years",224671,225195,227715,239919,249523,259135,269270,280005,291131,300251,311336,323349
"Iowa","Age","75+ Years",228236,228463,229005,229576,229509,230609,231177,232572,233904,237727,240876,242787
"Iowa","Age","<1 Years",39155,39292,37707,38267,38690,39326,39500,39258,38571,38109,37278,36974
"Kansas","Age","1-4 Years",164705,164908,164565,163998,161462,160223,158453,156625,155211,152832,150415,147823
"Kansas","Age","18-49 Years",1214383,1214815,1209554,1210349,1206774,1203540,1204537,1203274,1200926,1204010,1201254,1199977
"Kansas","Age","5-17 Years",521447,522001,522185,523282,523531,523373,523843,522323,520204,517492,515409,513642
"Kansas","Age","50-64 Years",535680,538857,552141,555076,558747,560918,560073,555671,549424,541597,535012,528766
"Kansas","Age","65-74 Years",190390,191151,195015,207005,216485,225608,234965,244755,254281,262396,272274,282458
"Kansas","Age","75+ Years",185729,185916,186260,186999,187769,189079,190007,191687,193849,198152,202642,205858
"Kansas","Age","<1 Years",40786,40618,39957,39315,39538,39120,38839,38642,36997,36269,35629,35281
"Kentucky","Age","1-4 Years",227173,227160,225760,223086,220993,220730,220465,221285,222206,221230,219647,217577
"Kentucky","Age","18-49 Years",1879312,1881664,1876023,1869373,1864333,1850812,1842989,1838157,1841038,1839025,1836702,1829101
"Kentucky","Age","5-17 Years",740993,741332,741153,740703,740665,738969,737170,735757,734505,732501,731413,731829
"Kentucky","Age","50-64 Years",858442,862854,882522,885191,891076,896399,900172,897945,893315,887874,881034,875398
"Kentucky","Age","65-74 Years",325313,326699,333474,354747,370129,385156,398561,411798,424624,434623,447847,462362
"Kentucky","Age","75+ Years",252910,253695,256834,259786,263905,269536,274159,279791,285650,294734,302494,308473
"Kentucky","Age","<1 Years",55187,55060,55051,54979,55805,55390,55610,55573,54252,54286,53208,52511
"Louisiana","Age","1-4 Years",252379,252850,251902,249304,246246,245852,247961,248875,249769,247717,244501,238771
"Louisiana","Age","18-49 Years",1992663,1995696,1996834,1996163,1994978,1988216,1983754,1979039,1964546,1952459,1941677,1926749
"Louisiana","Age","5-17 Years",803761,803948,802710,803227,804678,804767,803710,802397,796808,790304,787367,785375
"Louisiana","Age","50-64 Years",864906,870320,891248,895576,903330,908981,912483,909626,903387,894829,884602,873539
"Louisiana","Age","65-74 Years",312002,313790,321254,341659,356668,371709,386995,402692,416483,428194,443154,458282
"Louisiana","Age","75+ Years",245906,246988,250577,254497,258252,262817,268239,274779,281315,290650,298946,305468
"Louisiana","Age","<1 Years",61883,61043,61719,61641,61888,63596,63856,63938,61365,60297,58038,57134
"Maine","Age","1-4 Years",56340,55956,55058,53646,52751,52351,51736,51911,52132,51746,51585,51108
"Maine","Age","18-49 Years",539687,537737,531908,525173,518838,514516,509294,507613,506450,506909,507913,507668
"Maine","Age","5-17 Years",205011,204157,201482,198774,196525,194764,192175,190162,188377,186491,185550,184788
"Maine","Age","50-64 Years",303056,304541,311416,311711,312826,313636,313092,311601,309616,306382,303046,300529
"Maine","Age","65-74 Years",112651,113299,116411,125296,132707,139840,146084,152293,158322,163482,169149,175368
"Maine","Age","75+ Years",98428,98666,99590,100753,102068,103441,104135,106133,108496,112885,116052,118408
"Maine","Age","<1 Years",13181,13295,12608,12741,12828,12669,12582,12635,12350,12228,12475,12272
"Maryland","Age","1-4 Years",292967,293049,294297,294418,293406,295701,294470,293713,293920,293267,292895,289296
"Maryland","Age","18-49 Years",2576659,2580002,2584310,2586040,2581109,2568675,2558822,2546615,2541729,2534625,2527340,2512075
"Maryland","Age","5-17 Years",988481,987275,982185,980540,979002,979091,978450,979509,979525,976533,974588,975040
"Maryland","Age","50-64 Years",1136446,1144174,1176398,1190234,1206320,1222183,1234269,1237598,1238426,1234589,1229131,1222456
"Maryland","Age","65-74 Years",386388,389472,403006,432708,456134,477594,497387,516060,531913,545679,562206,578509
"Maryland","Age","75+ Years",321322,322475,326715,331825,337029,344277,351099,360092,370877,385830,398045,408843
"Maryland","Age","<1 Years",71524,72337,73330,72610,72197,72543,74031,73427,71796,71630,70749,69583
"Massachusetts","Age","1-4 Years",295649,295183,293985,293788,292739,292934,292614,290835,290505,289250,286971,282991
"Massachusetts","Age","18-49 Years",2925750,2933795,2938086,2943128,2949262,2953927,2951544,2954184,2964443,2967670,2965618,2953897
"Massachusetts","Age","5-17 Years",1051870,1049985,1042768,1037399,1033204,1027889,1021379,1016195,1012412,1005756,997468,989708
"Massachusetts","Age","50-64 Years",1300354,1308534,1343952,1357969,1377197,1397025,1411250,1417190,1419091,1415676,1407886,1399752
"Massachusetts","Age","65-74 Years",456471,459849,474631,509814,538242,565255,590390,614095,635483,652346,672886,693841
"Massachusetts","Age","75+ Years",446265,446730,447364,449646,452011,455439,458006,462930,470180,484072,494878,504561
"Massachusetts","Age","<1 Years",71429,72364,73432,72525,72503,72395,72301,71851,71446,70950,69176,68824
"Michigan","Age","1-4 Years",481543,479189,473300,467194,462742,460957,459295,460501,462208,461761,457818,451290
"Michigan","Age","18-49 Years",4161022,4150508,4121848,4103884,4086507,4067977,4049650,4047508,4050059,4048242,4036029,4006528
"Michigan","Age","5-17 Years",1747791,1739957,1714919,1693151,1674408,1655590,1637020,1621229,1607392,1591326,1577769,1567674
"Michigan","Age","50-64 Years",2017464,2026609,2070646,2078170,2090859,2102059,2103210,2094004,2080651,2063016,2041268,2020773
"Michigan","Age","65-74 Years",724711,728481,746781,797420,836619,873810,909336,945507,978054,1004138,1037854,1074762
"Michigan","Age","75+ Years",636830,637793,641857,645730,651075,657577,662590,672174,686594,708300,725337,737679
"Michigan","Age","<1 Years",114751,115060,113702,112740,112592,114063,113382,113194,111794,110503,108720,107849
"Minnesota","Age","1-4 Years",286494,285985,284936,281568,279148,279852,280786,283353,286272,286794,283796,279601
"Minnesota","Age","18-49 Years",2305676,2302618,2293990,2285245,2280437,2277208,2275196,2282206,2295045,2308038,2316578,2315421
"Minnesota","Age","5-17 Years",928559,928053,927562,928019,930870,933218,935294,939539,944722,948568,952481,955228
"Minnesota","Age","50-64 Years",1031066,1038662,1072518,1086442,1102468,1114767,1120901,1120391,1115523,1108894,1100951,1091861
"Minnesota","Age","65-74 Years",354432,356728,366422,390971,411251,430612,450380,471445,492357,510468,531127,552208
"Minnesota","Age","75+ Years",328697,329604,332693,337140,341591,347048,351804,358458,366297,378272,388185,396633
"Minnesota","Age","<1 Years",69009,69284,68499,68115,68957,69960,69641,69968,69067,67728,66935,66390
"Mississippi","Age","1-4 Years",170698,170325,167696,162615,158373,155130,153365,152301,150778,149895,148687,146244
"Mississippi","Age","18-49 Years",1276069,1276166,1272595,1268068,1264839,1256407,1247483,1243286,1241019,1232149,1225868,1212056
"Mississippi","Age","5-17 Years",544615,543641,540847,540451,539459,538450,535284,531493,527149,520698,515315,511470
"Mississippi","Age","50-64 Years",556014,558747,570176,571278,574609,577399,578218,576331,573555,570232,565877,561642
"Mississippi","Age","65-74 Years",214488,215338,219162,231357,240124,248600,257164,265532,273867,279946,288769,298209
"Mississippi","Age","75+ Years",165985,166792,169446,171887,174440,177702,180581,183843,187383,192889,197729,201746
"Mississippi","Age","<1 Years",40260,39606,39225,38943,37995,38204,38136,37809,36923,37070,35982,35419
"Missouri","Age","1-4 Years",314122,313593,309677,306129,302063,300624,300737,300521,301340,300488,298259,295929
"Missouri","Age","18-49 Years",2558117,2556667,2541517,2527024,2515524,2503303,2496733,2495315,2500183,2504068,2504798,2499695
"Missouri","Age","5-17 Years",1035199,1034435,1028775,1023953,1021388,1017714,1014870,1012089,1009190,1005398,1004103,1003851
"Missouri","Age","50-64 Years",1167088,1174142,1202626,1210469,1221145,1229268,1232483,1227975,1220849,1210512,1199290,1190710
"Missouri","Age","65-74 Years",450487,452348,460337,487021,507020,525737,543635,561561,578319,591540,609812,630388
"Missouri","Age","75+ Years",387808,388934,392512,396379,401141,407063,412063,419508,428085,440758,451872,459326
"Missouri","Age","<1 Years",76120,75970,75738,75052,74708,75421,74890,74415,73416,73222,72341,71649
"Montana","Age","1-4 Years",50265,50249,50045,49399,49269,49359,49611,50262,50853,50484,49592,48549
"Montana","Age","18-49 Years",401431,401369,401117,401131,403178,404671,407312,411917,417777,421634,425809,430356
