"State","Characteristic","Level","Base Population_2010","Postcensal Population_2010","Postcensal Population_2011","Postcensal Population_2012","Postcensal Population_2013","Postcensal Population_2014","Postcensal Population_2015","Postcensal Population_2016","Postcensal Population_2017","Postcensal Population_2018","Postcensal Population_2019","Postcensal Population_2020"
"South Carolina","Race/Ethnicity","White",2948635,2954941,2978197,3006822,3035739,3073269,3116371,3158909,3198040,3235707,3273763,3310129
"South Dakota","Race/Ethnicity","American Indian or Alaska Native",59952,59949,60481,61044,61604,62076,62539,63112,63535,63987,64192,64198
"South Dakota","Race/Ethnicity","Asian or Pacific Islander",8493,8618,9243,10445,11007,11518,12298,13632,14899,14770,15517,16159
"South Dakota","Race/Ethnicity","Black or African American",12628,12981,13952,16162,17121,17723,18537,20477,22244,22886,23882,24757
"South Dakota","Race/Ethnicity","Hispanic or Latino",21691,22014,24067,26351,28011,29161,30131,31989,34400,36065,37436,38628
"South Dakota","Race/Ethnicity","White",684050,685189,688190,691729,696885,701019,702927,706317,710546,713666,718193,721278
"Tennessee","Race/Ethnicity","American Indian or Alaska Native",16294,16190,16365,16632,16868,17253,17560,17924,18279,18617,18996,19340
"Tennessee","Race/Ethnicity","Asian or Pacific Islander",92144,92816,97197,101090,104883,108012,111706,115120,119158,123932,126327,128848
"Tennessee","Race/Ethnicity","Black or African American",1046820,1049641,1061505,1076628,1086754,1097553,1107698,1117171,1128210,1138198,1146594,1153961
"Tennessee","Race/Ethnicity","Hispanic or Latino",271533,272485,280286,289627,296971,305764,315731,326390,339874,353606,365118,376728
"Tennessee","Race/Ethnicity","White",4331971,4335616,4350999,4372067,4385957,4404222,4423272,4445724,4470211,4495255,4515971,4541298
"Texas","Race/Ethnicity","American Indian or Alaska Native",54217,54194,54903,56120,57019,58044,59239,60196,60917,61530,62336,62977
"Texas","Race/Ethnicity","Asian or Pacific Islander",608654,615804,643769,677342,712249,757432,807303,854047,899569,935952,970176,1005754
"Texas","Race/Ethnicity","Black or African American",1635859,1643802,1677788,1721961,1762955,1810283,1861794,1914641,1965845,2014252,2064192,2117093
"Texas","Race/Ethnicity","Hispanic or Latino",5716577,5750036,5886036,6015994,6133768,6261857,6397244,6531267,6651942,6764980,6878036,6991979
"Texas","Race/Ethnicity","White",6198948,6207284,6241496,6292112,6314852,6357690,6401094,6427111,6442381,6450045,6460431,6473901
"Utah","Race/Ethnicity","American Indian or Alaska Native",29917,29900,30072,30293,30490,30867,31165,31538,31964,32266,32842,33471
"Utah","Race/Ethnicity","Asian or Pacific Islander",87350,88227,91295,95592,99178,102862,106614,111911,117381,121777,125637,129540
"Utah","Race/Ethnicity","Black or African American",32973,33321,34225,35579,36806,37857,39079,41266,43621,45407,47289,49082
"Utah","Race/Ethnicity","Hispanic or Latino",354153,356281,364212,371359,380604,388998,400045,413903,429107,442618,454477,466957
"Utah","Race/Ethnicity","White",2223174,2231182,2257555,2283437,2313248,2338599,2367048,2405059,2440092,2471206,2501057,2528330
"Vermont","Race/Ethnicity","American Indian or Alaska Native",2726,2673,2700,2683,2669,2642,2638,2655,2672,2686,2675,2693
"Vermont","Race/Ethnicity","Asian or Pacific Islander",8571,8630,9234,9502,9814,10117,11233,11703,12669,12806,13032,13228
"Vermont","Race/Ethnicity","Black or African American",7741,7866,8219,8388,8747,8970,9361,9568,9872,10089,10446,10699
"Vermont","Race/Ethnicity","Hispanic or Latino",9208,9291,9897,10177,10652,10881,11214,11640,12162,12559,12918,13318
"Vermont","Race/Ethnicity","White",597481,597426,597147,595611,594721,593083,591364,588800,587757,586662,584975,583409
"Virginia","Race/Ethnicity","American Indian or Alaska Native",13332,13357,13599,13703,13858,13960,13964,14038,14233,14378,14385,14518
"Virginia","Race/Ethnicity","Asian or Pacific Islander",374240,377146,391944,407813,421755,437510,453266,468594,483227,493159,505627,516322
"Virginia","Race/Ethnicity","Black or African American",719504,722975,732111,741621,750759,759464,770306,778639,788801,798403,808692,816348
"Virginia","Race/Ethnicity","Hispanic or Latino",434448,438214,453828,467932,481380,491578,504772,518803,535303,548450,563009,575663
"Virginia","Race/Ethnicity","White",3492509,3499772,3518693,3537262,3548225,3553289,3553636,3552543,3553177,3551029,3547995,3542060
"Washington","Race/Ethnicity","American Indian or Alaska Native",105953,106018,106613,107135,107745,108530,109468,110369,111551,112331,112937,113528
"Washington","Race/Ethnicity","Asian or Pacific Islander",564432,569889,591863,613424,635141,664115,696185,729411,766140,799859,830155,860540
"Washington","Race/Ethnicity","Black or African American",282878,284866,294199,303637,311386,319645,329468,341100,353543,365746,376755,387965
"Washington","Race/Ethnicity","Hispanic or Latino",755443,760995,784595,805517,827380,852245,878745,912521,944135,970600,1000439,1026866
"Washington","Race/Ethnicity","White",5001285,5006686,5035690,5054460,5070303,5098764,5139145,5192098,5237789,5263206,5278380,5289125
"West Virginia","Race/Ethnicity","American Indian or Alaska Native",3601,3564,3645,3710,3772,3797,3801,3811,3807,3786,3823,3833
"West Virginia","Race/Ethnicity","Asian or Pacific Islander",13508,13616,14599,15116,15499,15907,16238,16622,16481,16246,16486,16658
"West Virginia","Race/Ethnicity","Black or African American",67693,67978,68777,69359,70062,70449,70674,70612,70497,70538,70688,71516
"West Virginia","Race/Ethnicity","Hispanic or Latino",21802,21902,23330,24239,25194,26209,27105,27966,28549,29454,30457,31296
"West Virginia","Race/Ethnicity","White",1680260,1681054,1680470,1679399,1675025,1669405,1661212,1649658,1636385,1623502,1611730,1600259
"Wisconsin","Race/Ethnicity","American Indian or Alaska Native",45565,45539,45987,46285,46518,46879,47137,47423,47727,47906,48376,48683
"Wisconsin","Race/Ethnicity","Asian or Pacific Islander",119790,120768,125356,130296,136386,141800,147546,152643,157342,159522,163459,166263
"Wisconsin","Race/Ethnicity","Black or African American",367932,368948,373342,376631,379482,382880,385676,388081,391531,394530,396541,397305
"Wisconsin","Race/Ethnicity","Hispanic or Latino",311526,313193,320738,328954,336497,343603,351155,359904,368741,380197,387331,394048
"Wisconsin","Race/Ethnicity","White",4210867,4210300,4208583,4205739,4205066,4201855,4194292,4188066,4186670,4184790,4184645,4181025
"Wyoming","Race/Ethnicity","American Indian or Alaska Native",12738,12689,12853,13001,13132,13242,13236,13176,13061,13120,13049,13215
"Wyoming","Race/Ethnicity","Asian or Pacific Islander",5110,5183,5282,5751,5955,5968,6220,6464,6717,6970,6977,6948
"Wyoming","Race/Ethnicity","Black or African American",5829,5936,6306,8435,9366,8663,8320,8269,8238,8205,8255,8336
"Wyoming","Race/Ethnicity","Hispanic or Latino",49080,49363,50441,52996,54350,55267,56225,57032,57093,57623,58394,59180
"Wyoming","Race/Ethnicity","White",482490,482829,484158,488063,491400,491742,494106,492122,486872,485250,485617,486889
"US","Race/Ethnicity","Multi-Race, non-Hispanic",231255738,231523846,232569607,233677534,234684439,235767194,236814413,237847196,238683151,239256498,239701570,239859928
"Alabama","Race/Ethnicity","Multi-Race, non-Hispanic",4129814,4133504,4141533,4153765,4161960,4168645,4172272,4175262,4178326,4182214,4188492,4191748
"Alaska","Race/Ethnicity","Multi-Race, non-Hispanic",114966,115557,115319,116948,117234,115133,115275,115849,114951,113715,112214,110871
"Arizona","Race/Ethnicity","Multi-Race, non-Hispanic",4481438,4488288,4521866,4566603,4606360,4659452,4710135,4772506,4825685,4890185,4963433,5039024
"Arkansas","Race/Ethnicity","Multi-Race, non-Hispanic",2311860,2315102,2325598,2330856,2332598,2334078,2336595,2341928,2346091,2348630,2350638,2352895
"California","Race/Ethnicity","Multi-Race, non-Hispanic",23145901,23163674,23275153,23400806,23530438,23680843,23822764,23903243,23951085,23939877,23854110,23702149
"Colorado","Race/Ethnicity","Multi-Race, non-Hispanic",3605807,3617292,3661231,3708405,3760150,3810949,3874350,3932154,3975725,4022731,4057394,4084538
"Connecticut","Race/Ethnicity","Multi-Race, non-Hispanic",3095057,3096772,3091815,3084216,3072002,3059696,3041630,3021143,3002274,2984233,2964941,2944077
"Delaware","Race/Ethnicity","Multi-Race, non-Hispanic",824726,825912,831619,837619,844542,851695,858587,864431,869393,875578,882514,889731
"District of Columbia","Race/Ethnicity","Multi-Race, non-Hispanic",546999,549454,560614,572788,584981,594283,604676,613167,620751,625930,628415,631701
"Florida","Race/Ethnicity","Multi-Race, non-Hispanic",13585334,13600419,13689162,13804546,13907494,14049970,14227068,14424955,14573674,14672567,14769957,14870524
"Georgia","Race/Ethnicity","Multi-Race, non-Hispanic",6754459,6772797,6846355,6932474,6987804,7053117,7130440,7208720,7273197,7330106,7391928,7433177
"Hawaii","Race/Ethnicity","Multi-Race, non-Hispanic",1239462,1241849,1251765,1261935,1270181,1272567,1276514,1278924,1274119,1269852,1261570,1253063
"Idaho","Race/Ethnicity","Multi-Race, non-Hispanic",1342051,1344087,1353222,1360607,1370973,1386362,1401109,1425324,1453559,1479271,1508502,1539052
"Illinois","Race/Ethnicity","Multi-Race, non-Hispanic",8565100,8566471,8563302,8556750,8548476,8525081,8489499,8442611,8394310,8336324,8279837,8205072
"Indiana","Race/Ethnicity","Multi-Race, non-Hispanic",5761377,5766050,5784020,5797867,5818088,5834599,5841097,5856169,5867348,5888407,5905084,5916288
"Iowa","Race/Ethnicity","Multi-Race, non-Hispanic",2715628,2718148,2730041,2737343,2749604,2762792,2770167,2776818,2783473,2785517,2790488,2790195
"Kansas","Race/Ethnicity","Multi-Race, non-Hispanic",1905288,1907910,1912737,1920457,1921458,1921116,1923314,1920196,1915482,1913607,1908877,1905463
"Kentucky","Race/Ethnicity","Multi-Race, non-Hispanic",3349817,3355981,3370206,3378400,3387819,3391890,3395087,3397662,3402965,3401665,3401204,3398590
"Louisiana","Race/Ethnicity","Multi-Race, non-Hispanic",4185888,4195392,4220001,4239272,4257319,4271095,4286908,4295313,4285634,4274022,4263258,4247068
"Maine","Race/Ethnicity","Multi-Race, non-Hispanic",1311417,1310646,1310748,1309850,1309383,1311049,1308458,1311023,1313611,1317235,1321672,1324875
"Maryland","Race/Ethnicity","Multi-Race, non-Hispanic",4566015,4576233,4610969,4640349,4662283,4676860,4689398,4696805,4705241,4708416,4713146,4707129
"Massachusetts","Race/Ethnicity","Multi-Race, non-Hispanic",5920128,5932505,5956110,5980857,6006904,6030977,6038885,6045881,6055699,6052070,6044538,6026149
"Michigan","Race/Ethnicity","Multi-Race, non-Hispanic",8955625,8948159,8946662,8952213,8962181,8972258,8969047,8978160,8989985,8989598,8975956,8950140
"Minnesota","Race/Ethnicity","Multi-Race, non-Hispanic",4695418,4700735,4729979,4755041,4784012,4813081,4834723,4867051,4899412,4926915,4949146,4959049
"Mississippi","Race/Ethnicity","Multi-Race, non-Hispanic",2736037,2738414,2746258,2750985,2754097,2753817,2750871,2749551,2747294,2737615,2732591,2721384
"Missouri","Race/Ethnicity","Multi-Race, non-Hispanic",4857459,4862364,4872653,4882803,4895296,4906992,4918290,4931010,4947924,4959930,4969281,4978196
"Montana","Race/Ethnicity","Multi-Race, non-Hispanic",949174,950198,955587,960545,968700,975523,982628,991580,1000896,1007232,1014282,1023135
"Nebraska","Race/Ethnicity","Multi-Race, non-Hispanic",1607042,1608543,1615272,1622903,1629288,1638724,1645731,1654038,1658117,1660651,1662699,1663355
"Nevada","Race/Ethnicity","Multi-Race, non-Hispanic",1940639,1940853,1940714,1957745,1973496,1996689,2022717,2050888,2080087,2113463,2147126,2171513
"New Hampshire","Race/Ethnicity","Multi-Race, non-Hispanic",1279751,1279881,1281802,1284273,1285374,1290668,1291872,1295742,1299866,1302212,1305646,1308808
"New Jersey","Race/Ethnicity","Multi-Race, non-Hispanic",7236802,7235095,7226199,7212361,7194457,7173587,7148241,7122300,7102703,7074026,7044967,7007715
"New Mexico","Race/Ethnicity","Multi-Race, non-Hispanic",987732,988160,988075,984128,978587,970468,962463,956991,950525,941727,940346,939484
"New York","Race/Ethnicity","Multi-Race, non-Hispanic",15641264,15649218,15688231,15709354,15716008,15707486,15678778,15631823,15573247,15504883,15418960,15290126
"North Carolina","Race/Ethnicity","Multi-Race, non-Hispanic",8106645,8131044,8201769,8270644,8343744,8411941,8482640,8575448,8652414,8728799,8799432,8864555
"North Dakota","Race/Ethnicity","Multi-Race, non-Hispanic",652433,654249,663536,677956,695792,708869,722577,721973,721650,723405,725494,725845
"Ohio","Race/Ethnicity","Multi-Race, non-Hispanic",10582146,10582626,10577856,10573213,10590475,10606092,10611433,10617348,10628786,10630068,10632473,10618360
"Oklahoma","Race/Ethnicity","Multi-Race, non-Hispanic",2726831,2732330,2745265,2758167,2773064,2781852,2792612,2794593,2790563,2789611,2794563,2800727
"Oregon","Race/Ethnicity","Multi-Race, non-Hispanic",3272092,3276116,3299674,3318769,3333432,3362635,3401804,3457907,3493041,3513375,3530828,3542189
"Pennsylvania","Race/Ethnicity","Multi-Race, non-Hispanic",11035252,11036934,11042199,11035561,11021652,11007194,10978117,10946607,10918505,10893077,10858762,10818019
"Rhode Island","Race/Ethnicity","Multi-Race, non-Hispanic",922299,921911,917493,913833,910521,907150,902778,899013,893494,890428,885365,880654
"South Carolina","Race/Ethnicity","Multi-Race, non-Hispanic",4303086,4312551,4346592,4389070,4431550,4484233,4544498,4603378,4656438,4708866,4762109,4811943
"South Dakota","Race/Ethnicity","Multi-Race, non-Hispanic",765123,766737,771866,779380,786617,792336,796301,803538,811224,815309,821784,826392
"Tennessee","Race/Ethnicity","Multi-Race, non-Hispanic",5487229,5494263,5526066,5566417,5594462,5627040,5660236,5695939,5735858,5776002,5807888,5843447
"Texas","Race/Ethnicity","Multi-Race, non-Hispanic",8497678,8521084,8617956,8747535,8847075,8983449,9129430,9255995,9368712,9461779,9557135,9659725
"Utah","Race/Ethnicity","Multi-Race, non-Hispanic",2373414,2382630,2413147,2444901,2479722,2510185,2543906,2589774,2633058,2670656,2706825,2740423
"Vermont","Race/Ethnicity","Multi-Race, non-Hispanic",616519,616595,617300,616184,615951,614812,614596,612726,612970,612243,611128,610029
"Virginia","Race/Ethnicity","Multi-Race, non-Hispanic",4599585,4613250,4656347,4700399,4734597,4764223,4791172,4813814,4839438,4856969,4876699,4889248
"Washington","Race/Ethnicity","Multi-Race, non-Hispanic",5954548,5967459,6028365,6078656,6124575,6191054,6274266,6372978,6469023,6541142,6598227,6651158
"West Virginia","Race/Ethnicity","Multi-Race, non-Hispanic",1765062,1766212,1767491,1767584,1764358,1759558,1751925,1740703,1727170,1714072,1702727,1692266
"Wisconsin","Race/Ethnicity","Multi-Race, non-Hispanic",4744154,4745555,4753268,4758951,4767452,4773414,4774651,4776213,4783270,4786748,4793021,4793276
"Wyoming","Race/Ethnicity","Multi-Race, non-Hispanic",506167,506637,508599,515250,519853,519615,521882,520031,514888,513545,513898,515388
"US","Sex","Female",140610463,140855674,141847321,142820319,143753883,144740777,145720645,146728583,147628647,148384920,149017406,149492020
"US","Sex","Male",135789338,136034127,137038700,138081585,139056840,140074602,141120370,142154434,143064230,143809586,144416643,144869987
"Alabama","Sex","Female",2212497,2214637,2221403,2228430,2233686,2239253,2243341,2248476,2254515,2261164,2268128,2273926
"Alabama","Sex","Male",2082544,2084586,2088989,2094578,2099396,2102686,2105820,2108768,2110580,2113812,2118342,2120836
"Alaska","Sex","Female",56186,56576,56952,57315,57266,56237,56226,56539,56349,55908,55171,54419
"Alaska","Sex","Male",65544,65959,65713,67811,68715,67853,68244,68903,68336,67569,66652,65791
"Arizona","Sex","Female",3206311,3213376,3245250,3286660,3327184,3375587,3425428,3482427,3535212,3593815,3658689,3724982
"Arizona","Sex","Male",3165492,3173467,3207560,3249160,3286980,3336765,3386906,3441670,3492139,3549383,3611897,3674939
"Arkansas","Sex","Female",1250461,1252569,1259917,1264166,1266961,1269343,1272138,1277099,1281900,1286010,1289917,1294329
"Arkansas","Sex","Male",1201967,1204072,1211655,1216453,1218533,1220783,1224289,1228935,1233369,1235667,1238616,1241892
"California","Sex","Female",18663955,18700643,18868617,19024124,19183589,19348163,19501665,19620946,19707629,19752295,19750566,19710645
"California","Sex","Male",18444889,18472716,18620921,18773041,18921937,19089380,19252663,19376552,19475930,19528974,19528575,19496058
"Colorado","Sex","Female",2295888,2304575,2338501,2369978,2403915,2437308,2478319,2516335,2547388,2582707,2607281,2629335
"Colorado","Sex","Male",2300754,2309019,2342782,2375972,2412836,2451416,2498694,2541500,2576389,2612847,2642213,2664962
"Connecticut","Sex","Female",1834511,1836823,1840904,1843669,1843190,1842252,1838202,1833898,1831503,1831360,1826990,1822086
"Connecticut","Sex","Male",1739640,1742350,1747728,1751542,1752602,1753445,1750359,1745932,1743821,1743201,1739032,1734920
"Delaware","Sex","Female",463000,463974,468243,472124,476810,481448,486044,490492,494606,499426,504571,510069
"Delaware","Sex","Male",434947,435673,439347,443394,447252,451683,456021,459497,463336,467559,472097,476740
"District of Columbia","Sex","Female",317524,319308,326595,334714,342422,348388,355848,361065,366336,369821,372393,374884
"District of Columbia","Sex","Male",284243,285974,293695,301023,309137,315215,321166,326511,330743,334326,335860,337932
"Florida","Sex","Female",9027240,9046823,9144969,9266720,9387079,9531287,9702851,9898104,10065734,10196477,10308640,10424224
"Florida","Sex","Male",8640364,8660979,8764053,8876856,8993532,9131625,9299617,9486373,9644214,9767671,9870117,9975830
"Georgia","Sex","Female",3821540,3832428,3874701,3925176,3961743,4005115,4057408,4113093,4159391,4200942,4245087,4280090
"Georgia","Sex","Male",3633461,3642691,3683643,3729668,3756795,3790304,3834295,3879936,3918510,3955051,3992706,4018750
"Hawaii","Sex","Female",679058,680708,688528,695606,701564,704261,707788,710710,710227,709720,706419,702640
"Hawaii","Sex","Male",681246,683296,691034,699593,707258,711074,715211,718175,715536,713382,709196,704366
"Idaho","Sex","Female",756226,757856,764790,770680,778400,788168,798207,813851,831317,846952,865207,883840
"Idaho","Sex","Male",758919,760414,766922,772745,780953,791392,801425,817053,834912,851552,870147,889100
"Illinois","Sex","Female",5260888,5264121,5272709,5277941,5280279,5275382,5263405,5244053,5224175,5199824,5175456,5141067
"Illinois","Sex","Male",5056913,5060475,5070626,5077530,5083741,5081252,5072536,5058063,5040920,5017860,4994572,4962703
"Indiana","Sex","Female",3122746,3125880,3138645,3147957,3162547,3174712,3180895,3193709,3205261,3221830,3236887,3248191
"Indiana","Sex","Male",3021311,3024546,3037976,3050860,3066799,3080202,3088838,3102533,3114064,3132590,3147977,3160155
"Iowa","Sex","Female",1442407,1444361,1451658,1456688,1464917,1473018,1477829,1483193,1488542,1491796,1496183,1497899
"Iowa","Sex","Male",1412778,1414980,1424500,1431018,1440392,1450026,1457439,1463853,1470053,1473754,1479722,1482955
"Kansas","Sex","Female",1054126,1056040,1060334,1064811,1065931,1066566,1069114,1069003,1068373,1068812,1068586,1067837
"Kansas","Sex","Male",1039302,1041629,1046898,1055197,1058765,1062168,1065723,1065373,1064197,1064927,1062899,1062972
"Kentucky","Sex","Female",1754898,1758481,1767640,1771824,1777540,1781457,1783764,1787599,1792389,1794877,1795871,1796873
"Kentucky","Sex","Male",1701956,1705548,1713926,1721779,1729546,1731778,1735209,1737676,1743402,1744589,1746442,1746067
"Louisiana","Sex","Female",2234254,2240024,2256928,2270324,2283531,2293988,2305660,2314495,2313533,2311522,2310280,2306062
"Louisiana","Sex","Male",2137874,2142922,2158112,2169152,2181774,2191222,2202093,2207431,2202140,2196595,2192922,2185680
"Maine","Sex","Female",678302,677943,678007,677831,677601,679271,678342,680027,681559,683920,686674,688840
"Maine","Sex","Male",650052,649708,650466,650263,650942,651946,650756,652321,654184,656203,659096,661301
"Maryland","Sex","Female",2580711,2587752,2612410,2633494,2651619,2669089,2683477,2695147,2708969,2720614,2732127,2736988
"Maryland","Sex","Male",2424883,2432363,2458531,2482756,2501932,2518014,2533060,2545610,2558117,2567599,2577160,2581537
"Massachusetts","Sex","Female",3381087,3390251,3412828,3435460,3460982,3484994,3501089,3515076,3532606,3544419,3548380,3546542
"Massachusetts","Sex","Male",3166701,3176189,3201390,3228809,3254176,3279870,3296395,3312204,3330954,3341301,3346503,3347032
"Michigan","Sex","Female",4774152,4771188,4774518,4780013,4787710,4794762,4793953,4801470,4810562,4814979,4813113,4805732
"Michigan","Sex","Male",4594379,4591344,4595362,4606790,4618437,4630624,4636804,4649946,4663474,4669636,4669118,4659207
"Minnesota","Sex","Female",2489086,2492357,2508755,2522600,2539944,2556393,2568836,2587336,2607001,2624066,2638003,2645119
"Minnesota","Sex","Male",2445692,2449019,2467044,2483714,2502376,2521125,2537133,2557904,2578890,2597366,2611955,2620045
"Mississippi","Sex","Female",1447886,1449130,1453854,1456614,1458962,1461059,1462041,1462590,1462491,1459108,1458033,1454747
"Mississippi","Sex","Male",1365375,1367020,1371829,1374107,1376753,1376721,1374824,1374864,1375427,1371326,1368884,1361436
"Missouri","Sex","Female",2574162,2577180,2584131,2590532,2598083,2605764,2613778,2622602,2634257,2643955,2653165,2660883
"Missouri","Sex","Male",2468979,2472065,2479626,2487980,2497858,2507128,2516115,2525843,2537222,2545816,2551994,2558635
"Montana","Sex","Female",486925,487651,491181,494164,498621,502481,506363,511386,517275,521202,525262,530130
"Montana","Sex","Male",490584,491184,494473,498180,503575,508182,513081,518486,524157,528015,532153,537587
"Nebraska","Sex","Female",889664,891061,896579,902474,907576,913973,919304,926133,930951,935132,938227,940438
"Nebraska","Sex","Male",876009,877793,884055,891165,898357,906439,913294,921077,927114,931377,935387,938193
"Nevada","Sex","Female",1310382,1311831,1318692,1335113,1352792,1374894,1400976,1427288,1454278,1483511,1514028,1538168
"Nevada","Sex","Male",1335032,1335669,1339735,1355227,1370418,1389929,1413403,1437944,1463135,1491927,1520849,1544057
"New Hampshire","Sex","Female",667067,667248,668935,670911,671812,674573,675463,678325,681670,683488,686814,689281
"New Hampshire","Sex","Male",649390,649559,651509,653766,655460,659684,662017,665369,668725,671576,673969,676994
"New Jersey","Sex","Female",4512313,4515662,4527643,4534588,4538378,4541269,4542433,4541709,4547537,4547534,4545698,4539322
"New Jersey","Sex","Male",4279646,4283789,4300909,4311083,4319443,4326008,4327879,4331875,4340610,4344196,4345560,4343049
"New Mexico","Sex","Female",952130,954180,961188,963164,964855,963155,962613,962506,961510,960865,963330,965769
"New Mexico","Sex","Male",930278,932683,939443,943467,946238,945019,943978,944164,942803,941667,943195,945830
"New York","Sex","Female",9835048,9844714,9891097,9923149,9946013,9958190,9957427,9941919,9918022,9891189,9850064,9785119
"New York","Sex","Male",9213489,9225479,9279462,9322286,9352361,9368147,9374318,9370055,9351953,9329742,9290743,9230676
"North Carolina","Sex","Female",4547601,4560345,4607127,4653380,4701117,4746428,4794311,4856329,4911136,4967584,5021827,5072240
"North Carolina","Sex","Male",4300293,4316235,4353339,4391747,4433069,4473389,4519817,4577554,4627377,4678913,4723089,4764232
"North Dakota","Sex","Female",329346,330279,334815,341633,350438,356778,364117,364750,365832,367765,369528,370381
"North Dakota","Sex","Male",336435,337666,343901,353703,365851,375149,384700,384683,384348,385772,387718,388542
"Ohio","Sex","Female",5589079,5589769,5590134,5588601,5599673,5611215,5617491,5624608,5636489,5644245,5650941,5649503
"Ohio","Sex","Male",5327361,5329289,5334397,5341641,5359723,5375757,5386678,5398328,5412774,5421666,5430747,5430416
"Oklahoma","Sex","Female",1502784,1506836,1518852,1529352,1541156,1550193,1560489,1566679,1568882,1573006,1579594,1587008
"Oklahoma","Sex","Male",1482596,1484979,1496698,1509790,1523159,1532348,1542726,1548193,1550113,1553602,1559619,1566114
"Oregon","Sex","Female",1875255,1878599,1896209,1909364,1921348,1941435,1966803,2002388,2027560,2044234,2059878,2072124
"Oregon","Sex","Male",1837706,1840679,1856870,1871034,1882943,1903566,1930109,1966687,1993283,2010493,2025292,2036942
"Pennsylvania","Sex","Female",5999093,6001877,6014529,6018973,6017936,6021517,6015693,6011062,6011632,6014278,6007495,5996649
"Pennsylvania","Sex","Male",5700979,5705962,5726596,5742900,5752613,5760996,5763725,5765418,5769056,5777870,5772906,5766907
"Rhode Island","Sex","Female",544313,544718,544091,544185,544135,544071,543623,543662,542884,543905,543197,542433
"Rhode Island","Sex","Male",508657,509276,509738,510708,511425,512440,513263,514154,513670,515433,514961,514692
"South Carolina","Sex","Female",2329993,2335662,2356270,2380735,2405572,2437268,2472886,2508572,2543060,2578099,2613951,2648812
"South Carolina","Sex","Male",2206106,2210923,2227604,2249776,2272325,2300675,2334020,2365827,2395440,2424728,2454569,2480294
"South Dakota","Sex","Female",393078,393982,396340,400575,404619,407743,409889,414100,418743,421664,425454,428094
"South Dakota","Sex","Male",393736,394769,399593,405156,410009,413754,416543,421427,426881,429710,433766,436926
"Tennessee","Sex","Female",2954313,2958474,2979470,3003951,3021941,3042115,3063920,3087769,3113746,3141893,3165416,3191017
"Tennessee","Sex","Male",2804449,2808274,2826882,2852093,2869492,2890689,2912047,2934560,2961986,2987715,3007590,3029158
"Texas","Sex","Female",7194066,7222386,7339379,7465844,7573296,7705705,7843656,7974220,8090154,8195216,8298537,8407168
"Texas","Sex","Male",7020189,7048734,7164613,7297685,7407547,7539601,7683018,7813042,7930500,8031543,8136634,8244536
"Utah","Sex","Female",1357973,1363583,1382531,1400944,1422309,1441418,1463037,1492082,1520422,1545736,1569326,1591425
"Utah","Sex","Male",1369594,1375328,1394828,1415316,1438017,1457765,1480914,1511595,1541743,1567538,1591976,1615955
"Vermont","Sex","Female",317523,317623,317948,317491,317406,316922,316830,316042,316438,316353,315738,315355
"Vermont","Sex","Male",308204,308263,309249,308870,309197,308771,308980,308324,308694,308449,308308,307992
"Virginia","Sex","Female",2551942,2560567,2589287,2618131,2640780,2660512,2678651,2697136,2717407,2732368,2749215,2761587
"Virginia","Sex","Male",2482091,2490897,2520888,2550200,2575197,2595289,2617293,2635481,2657334,2673051,2690493,2703324
"Washington","Sex","Female",3367561,3377219,3417216,3451857,3483800,3526204,3579538,3642937,3705248,3753372,3794948,3832306
"Washington","Sex","Male",3342430,3351235,3395744,3432316,3468155,3517095,3573473,3642562,3707910,3758370,3803718,3845718
"West Virginia","Sex","Female",905234,905795,906516,906387,904690,902946,898766,893289,886199,879988,874255,869038
"West Virginia","Sex","Male",881630,882319,884305,885436,884862,882821,880264,875380,869520,863538,858929,854524
"Wisconsin","Sex","Female",2546647,2548163,2555576,2561901,2569247,2575216,2578102,2582120,2589595,2595947,2602313,2604773
"Wisconsin","Sex","Male",2509033,2510585,2518430,2526004,2534702,2541801,2547704,2553997,2562416,2570998,2578039,2582551
"Wyoming","Sex","Female",272031,272446,273929,278001,280918,281291,282616,282237,280152,280027,280553,281631
"Wyoming","Sex","Male",283216,283554,285111,290245,293285,293591,295491,294826,291829,291141,291739,292937
